Epoch[1/3000] Learning-rate: 0.001, Loss-Train: 751.4507, Loss-Test: 744.6158, Best-Accuracy-Train: 0.0040, Best-Accuracy-Test: 0.0000
Epoch[23/3000] Learning-rate: 0.001, Loss-Train: 3.4885, Loss-Test: 2.6864, Best-Accuracy-Train: 0.0227, Best-Accuracy-Test: 0.0280
Epoch[24/3000] Learning-rate: 0.001, Loss-Train: 3.2038, Loss-Test: 3.2534, Best-Accuracy-Train: 0.0200, Best-Accuracy-Test: 0.0120
Epoch[25/3000] Learning-rate: 0.001, Loss-Train: 3.3413, Loss-Test: 2.6281, Best-Accuracy-Train: 0.0160, Best-Accuracy-Test: 0.0280
Epoch[26/3000] Learning-rate: 0.001, Loss-Train: 2.8058, Loss-Test: 2.9709, Best-Accuracy-Train: 0.0107, Best-Accuracy-Test: 0.0320
Epoch[27/3000] Learning-rate: 0.001, Loss-Train: 2.7282, Loss-Test: 2.7716, Best-Accuracy-Train: 0.0160, Best-Accuracy-Test: 0.0200
Epoch[28/3000] Learning-rate: 0.001, Loss-Train: 2.6011, Loss-Test: 2.5220, Best-Accuracy-Train: 0.0160, Best-Accuracy-Test: 0.0120
Epoch[29/3000] Learning-rate: 0.001, Loss-Train: 2.4315, Loss-Test: 2.5592, Best-Accuracy-Train: 0.0160, Best-Accuracy-Test: 0.0120
Epoch[30/3000] Learning-rate: 0.001, Loss-Train: 2.5178, Loss-Test: 2.5750, Best-Accuracy-Train: 0.0133, Best-Accuracy-Test: 0.0240
Epoch[31/3000] Learning-rate: 0.001, Loss-Train: 2.8925, Loss-Test: 2.3511, Best-Accuracy-Train: 0.0213, Best-Accuracy-Test: 0.0200
Epoch[32/3000] Learning-rate: 0.001, Loss-Train: 2.6101, Loss-Test: 2.7751, Best-Accuracy-Train: 0.0173, Best-Accuracy-Test: 0.0120
Epoch[33/3000] Learning-rate: 0.001, Loss-Train: 2.3919, Loss-Test: 2.5727, Best-Accuracy-Train: 0.0173, Best-Accuracy-Test: 0.0120
Epoch[34/3000] Learning-rate: 0.001, Loss-Train: 2.1812, Loss-Test: 2.0514, Best-Accuracy-Train: 0.0173, Best-Accuracy-Test: 0.0240
Epoch[35/3000] Learning-rate: 0.001, Loss-Train: 2.0976, Loss-Test: 2.8089, Best-Accuracy-Train: 0.0320, Best-Accuracy-Test: 0.0040
Epoch[36/3000] Learning-rate: 0.001, Loss-Train: 2.2303, Loss-Test: 2.2814, Best-Accuracy-Train: 0.0187, Best-Accuracy-Test: 0.0080
Epoch[37/3000] Learning-rate: 0.001, Loss-Train: 2.1594, Loss-Test: 2.5133, Best-Accuracy-Train: 0.0213, Best-Accuracy-Test: 0.0280
Epoch[38/3000] Learning-rate: 0.001, Loss-Train: 2.1610, Loss-Test: 2.3583, Best-Accuracy-Train: 0.0227, Best-Accuracy-Test: 0.0280
Epoch[39/3000] Learning-rate: 0.001, Loss-Train: 2.1947, Loss-Test: 2.0055, Best-Accuracy-Train: 0.0267, Best-Accuracy-Test: 0.0240
Epoch[40/3000] Learning-rate: 0.001, Loss-Train: 2.3535, Loss-Test: 2.4015, Best-Accuracy-Train: 0.0147, Best-Accuracy-Test: 0.0320
Epoch[41/3000] Learning-rate: 0.001, Loss-Train: 2.5160, Loss-Test: 2.2964, Best-Accuracy-Train: 0.0173, Best-Accuracy-Test: 0.0160
Epoch[42/3000] Learning-rate: 0.001, Loss-Train: 1.9555, Loss-Test: 2.2869, Best-Accuracy-Train: 0.0187, Best-Accuracy-Test: 0.0320
Epoch[43/3000] Learning-rate: 0.001, Loss-Train: 1.9496, Loss-Test: 1.8858, Best-Accuracy-Train: 0.0200, Best-Accuracy-Test: 0.0360
Epoch[44/3000] Learning-rate: 0.001, Loss-Train: 1.8472, Loss-Test: 1.8772, Best-Accuracy-Train: 0.0213, Best-Accuracy-Test: 0.0200
Epoch[45/3000] Learning-rate: 0.001, Loss-Train: 1.7012, Loss-Test: 2.0498, Best-Accuracy-Train: 0.0200, Best-Accuracy-Test: 0.0200
Epoch[46/3000] Learning-rate: 0.001, Loss-Train: 1.8657, Loss-Test: 2.0108, Best-Accuracy-Train: 0.0173, Best-Accuracy-Test: 0.0280
Epoch[47/3000] Learning-rate: 0.001, Loss-Train: 1.8850, Loss-Test: 1.9669, Best-Accuracy-Train: 0.0200, Best-Accuracy-Test: 0.0200
Epoch[48/3000] Learning-rate: 0.001, Loss-Train: 1.9052, Loss-Test: 2.0457, Best-Accuracy-Train: 0.0227, Best-Accuracy-Test: 0.0080
Epoch[49/3000] Learning-rate: 0.001, Loss-Train: 2.2208, Loss-Test: 1.8820, Best-Accuracy-Train: 0.0147, Best-Accuracy-Test: 0.0200
Epoch[50/3000] Learning-rate: 0.001, Loss-Train: 1.8457, Loss-Test: 2.0765, Best-Accuracy-Train: 0.0240, Best-Accuracy-Test: 0.0280
Epoch[51/3000] Learning-rate: 0.001, Loss-Train: 1.7439, Loss-Test: 1.8573, Best-Accuracy-Train: 0.0253, Best-Accuracy-Test: 0.0160
Epoch[52/3000] Learning-rate: 0.001, Loss-Train: 1.8769, Loss-Test: 2.4106, Best-Accuracy-Train: 0.0147, Best-Accuracy-Test: 0.0200
Epoch[53/3000] Learning-rate: 0.001, Loss-Train: 1.8967, Loss-Test: 2.0425, Best-Accuracy-Train: 0.0227, Best-Accuracy-Test: 0.0160
Epoch[54/3000] Learning-rate: 0.001, Loss-Train: 1.7695, Loss-Test: 1.6516, Best-Accuracy-Train: 0.0187, Best-Accuracy-Test: 0.0360
Epoch[55/3000] Learning-rate: 0.001, Loss-Train: 1.5826, Loss-Test: 1.9789, Best-Accuracy-Train: 0.0213, Best-Accuracy-Test: 0.0200
Epoch[56/3000] Learning-rate: 0.001, Loss-Train: 1.6165, Loss-Test: 1.7644, Best-Accuracy-Train: 0.0187, Best-Accuracy-Test: 0.0040
Epoch[57/3000] Learning-rate: 0.001, Loss-Train: 1.6268, Loss-Test: 1.6685, Best-Accuracy-Train: 0.0253, Best-Accuracy-Test: 0.0440
Epoch[58/3000] Learning-rate: 0.001, Loss-Train: 1.7704, Loss-Test: 2.0138, Best-Accuracy-Train: 0.0200, Best-Accuracy-Test: 0.0320
Epoch[59/3000] Learning-rate: 0.001, Loss-Train: 1.7996, Loss-Test: 1.7951, Best-Accuracy-Train: 0.0160, Best-Accuracy-Test: 0.0320
Epoch[60/3000] Learning-rate: 0.001, Loss-Train: 1.6442, Loss-Test: 1.4945, Best-Accuracy-Train: 0.0213, Best-Accuracy-Test: 0.0240
Epoch[61/3000] Learning-rate: 0.001, Loss-Train: 1.4860, Loss-Test: 1.5357, Best-Accuracy-Train: 0.0253, Best-Accuracy-Test: 0.0360
Epoch[62/3000] Learning-rate: 0.001, Loss-Train: 1.4918, Loss-Test: 1.6238, Best-Accuracy-Train: 0.0267, Best-Accuracy-Test: 0.0240
Epoch[63/3000] Learning-rate: 0.001, Loss-Train: 1.7474, Loss-Test: 2.5303, Best-Accuracy-Train: 0.0160, Best-Accuracy-Test: 0.0200
Epoch[64/3000] Learning-rate: 0.001, Loss-Train: 2.0315, Loss-Test: 1.8522, Best-Accuracy-Train: 0.0147, Best-Accuracy-Test: 0.0400
Epoch[65/3000] Learning-rate: 0.001, Loss-Train: 1.9278, Loss-Test: 2.0308, Best-Accuracy-Train: 0.0227, Best-Accuracy-Test: 0.0120
Epoch[66/3000] Learning-rate: 0.001, Loss-Train: 1.7927, Loss-Test: 2.3756, Best-Accuracy-Train: 0.0307, Best-Accuracy-Test: 0.0200
Epoch[67/3000] Learning-rate: 0.001, Loss-Train: 1.9409, Loss-Test: 2.1537, Best-Accuracy-Train: 0.0253, Best-Accuracy-Test: 0.0280
Epoch[68/3000] Learning-rate: 0.001, Loss-Train: 1.6165, Loss-Test: 2.1269, Best-Accuracy-Train: 0.0173, Best-Accuracy-Test: 0.0240
Epoch[69/3000] Learning-rate: 0.001, Loss-Train: 1.5769, Loss-Test: 1.7057, Best-Accuracy-Train: 0.0227, Best-Accuracy-Test: 0.0240
Epoch[70/3000] Learning-rate: 0.001, Loss-Train: 1.4564, Loss-Test: 1.4984, Best-Accuracy-Train: 0.0227, Best-Accuracy-Test: 0.0440
Epoch[71/3000] Learning-rate: 0.001, Loss-Train: 1.5598, Loss-Test: 2.0211, Best-Accuracy-Train: 0.0267, Best-Accuracy-Test: 0.0200
Epoch[72/3000] Learning-rate: 0.001, Loss-Train: 1.6577, Loss-Test: 1.7933, Best-Accuracy-Train: 0.0200, Best-Accuracy-Test: 0.0200
Epoch[73/3000] Learning-rate: 0.001, Loss-Train: 1.4532, Loss-Test: 1.7890, Best-Accuracy-Train: 0.0253, Best-Accuracy-Test: 0.0040
Epoch[74/3000] Learning-rate: 0.001, Loss-Train: 1.4488, Loss-Test: 1.4148, Best-Accuracy-Train: 0.0227, Best-Accuracy-Test: 0.0280
Epoch[75/3000] Learning-rate: 0.001, Loss-Train: 1.3232, Loss-Test: 1.6895, Best-Accuracy-Train: 0.0187, Best-Accuracy-Test: 0.0240
Epoch[76/3000] Learning-rate: 0.001, Loss-Train: 1.4965, Loss-Test: 1.6741, Best-Accuracy-Train: 0.0200, Best-Accuracy-Test: 0.0240
Epoch[77/3000] Learning-rate: 0.001, Loss-Train: 1.4190, Loss-Test: 1.4803, Best-Accuracy-Train: 0.0240, Best-Accuracy-Test: 0.0240
Epoch[78/3000] Learning-rate: 0.001, Loss-Train: 1.3263, Loss-Test: 1.6955, Best-Accuracy-Train: 0.0253, Best-Accuracy-Test: 0.0040
Epoch[79/3000] Learning-rate: 0.001, Loss-Train: 1.2962, Loss-Test: 1.4539, Best-Accuracy-Train: 0.0240, Best-Accuracy-Test: 0.0320
Epoch[80/3000] Learning-rate: 0.001, Loss-Train: 1.1985, Loss-Test: 1.4929, Best-Accuracy-Train: 0.0173, Best-Accuracy-Test: 0.0440
Epoch[81/3000] Learning-rate: 0.001, Loss-Train: 1.2255, Loss-Test: 1.4840, Best-Accuracy-Train: 0.0293, Best-Accuracy-Test: 0.0120
Epoch[82/3000] Learning-rate: 0.001, Loss-Train: 1.3329, Loss-Test: 1.6981, Best-Accuracy-Train: 0.0227, Best-Accuracy-Test: 0.0280
Epoch[83/3000] Learning-rate: 0.001, Loss-Train: 1.3530, Loss-Test: 1.4888, Best-Accuracy-Train: 0.0253, Best-Accuracy-Test: 0.0240
Epoch[84/3000] Learning-rate: 0.001, Loss-Train: 1.2260, Loss-Test: 1.3857, Best-Accuracy-Train: 0.0200, Best-Accuracy-Test: 0.0160
Epoch[85/3000] Learning-rate: 0.001, Loss-Train: 1.1500, Loss-Test: 1.4707, Best-Accuracy-Train: 0.0253, Best-Accuracy-Test: 0.0320
Epoch[86/3000] Learning-rate: 0.001, Loss-Train: 1.2453, Loss-Test: 1.4937, Best-Accuracy-Train: 0.0293, Best-Accuracy-Test: 0.0240
Epoch[87/3000] Learning-rate: 0.001, Loss-Train: 1.2218, Loss-Test: 1.3579, Best-Accuracy-Train: 0.0227, Best-Accuracy-Test: 0.0200
Epoch[88/3000] Learning-rate: 0.001, Loss-Train: 1.1565, Loss-Test: 1.4277, Best-Accuracy-Train: 0.0307, Best-Accuracy-Test: 0.0280
Epoch[89/3000] Learning-rate: 0.001, Loss-Train: 1.1947, Loss-Test: 1.4778, Best-Accuracy-Train: 0.0267, Best-Accuracy-Test: 0.0200
Epoch[90/3000] Learning-rate: 0.001, Loss-Train: 1.2964, Loss-Test: 1.5884, Best-Accuracy-Train: 0.0227, Best-Accuracy-Test: 0.0280
Epoch[91/3000] Learning-rate: 0.001, Loss-Train: 1.2625, Loss-Test: 1.4096, Best-Accuracy-Train: 0.0307, Best-Accuracy-Test: 0.0400
Epoch[92/3000] Learning-rate: 0.001, Loss-Train: 1.2210, Loss-Test: 1.3499, Best-Accuracy-Train: 0.0227, Best-Accuracy-Test: 0.0160
Epoch[93/3000] Learning-rate: 0.001, Loss-Train: 1.1865, Loss-Test: 1.6530, Best-Accuracy-Train: 0.0240, Best-Accuracy-Test: 0.0480
Epoch[94/3000] Learning-rate: 0.001, Loss-Train: 1.3039, Loss-Test: 1.9671, Best-Accuracy-Train: 0.0200, Best-Accuracy-Test: 0.0240
Epoch[95/3000] Learning-rate: 0.001, Loss-Train: 1.2440, Loss-Test: 1.5530, Best-Accuracy-Train: 0.0187, Best-Accuracy-Test: 0.0240
Epoch[96/3000] Learning-rate: 0.001, Loss-Train: 1.3196, Loss-Test: 1.4435, Best-Accuracy-Train: 0.0267, Best-Accuracy-Test: 0.0240
Epoch[97/3000] Learning-rate: 0.001, Loss-Train: 1.1972, Loss-Test: 1.5752, Best-Accuracy-Train: 0.0173, Best-Accuracy-Test: 0.0360
Epoch[98/3000] Learning-rate: 0.001, Loss-Train: 1.1805, Loss-Test: 1.5854, Best-Accuracy-Train: 0.0320, Best-Accuracy-Test: 0.0200
Epoch[99/3000] Learning-rate: 0.001, Loss-Train: 1.2181, Loss-Test: 1.6208, Best-Accuracy-Train: 0.0213, Best-Accuracy-Test: 0.0160
Epoch[100/3000] Learning-rate: 0.001, Loss-Train: 1.1730, Loss-Test: 1.5809, Best-Accuracy-Train: 0.0187, Best-Accuracy-Test: 0.0120
Epoch[101/3000] Learning-rate: 0.001, Loss-Train: 1.1824, Loss-Test: 1.4203, Best-Accuracy-Train: 0.0213, Best-Accuracy-Test: 0.0320
Epoch[102/3000] Learning-rate: 0.001, Loss-Train: 1.1785, Loss-Test: 1.4612, Best-Accuracy-Train: 0.0400, Best-Accuracy-Test: 0.0120
Epoch[103/3000] Learning-rate: 0.001, Loss-Train: 1.1580, Loss-Test: 1.4067, Best-Accuracy-Train: 0.0213, Best-Accuracy-Test: 0.0440
Epoch[104/3000] Learning-rate: 0.001, Loss-Train: 1.0432, Loss-Test: 1.2982, Best-Accuracy-Train: 0.0320, Best-Accuracy-Test: 0.0200
Epoch[105/3000] Learning-rate: 0.001, Loss-Train: 1.0295, Loss-Test: 1.2754, Best-Accuracy-Train: 0.0307, Best-Accuracy-Test: 0.0200
Epoch[106/3000] Learning-rate: 0.001, Loss-Train: 0.9978, Loss-Test: 1.2135, Best-Accuracy-Train: 0.0280, Best-Accuracy-Test: 0.0320
Epoch[107/3000] Learning-rate: 0.001, Loss-Train: 0.9785, Loss-Test: 1.2177, Best-Accuracy-Train: 0.0280, Best-Accuracy-Test: 0.0240
Epoch[108/3000] Learning-rate: 0.001, Loss-Train: 1.0267, Loss-Test: 1.3801, Best-Accuracy-Train: 0.0280, Best-Accuracy-Test: 0.0240
Epoch[109/3000] Learning-rate: 0.001, Loss-Train: 1.0790, Loss-Test: 1.2954, Best-Accuracy-Train: 0.0307, Best-Accuracy-Test: 0.0160
Epoch[110/3000] Learning-rate: 0.001, Loss-Train: 1.0811, Loss-Test: 1.6542, Best-Accuracy-Train: 0.0227, Best-Accuracy-Test: 0.0360
Epoch[111/3000] Learning-rate: 0.001, Loss-Train: 1.1360, Loss-Test: 1.3868, Best-Accuracy-Train: 0.0267, Best-Accuracy-Test: 0.0400
Epoch[112/3000] Learning-rate: 0.001, Loss-Train: 1.0857, Loss-Test: 1.2663, Best-Accuracy-Train: 0.0200, Best-Accuracy-Test: 0.0240
Epoch[113/3000] Learning-rate: 0.001, Loss-Train: 1.0515, Loss-Test: 1.1973, Best-Accuracy-Train: 0.0227, Best-Accuracy-Test: 0.0120
Epoch[114/3000] Learning-rate: 0.001, Loss-Train: 1.0988, Loss-Test: 1.1678, Best-Accuracy-Train: 0.0200, Best-Accuracy-Test: 0.0680
Epoch[115/3000] Learning-rate: 0.001, Loss-Train: 1.0000, Loss-Test: 1.3283, Best-Accuracy-Train: 0.0240, Best-Accuracy-Test: 0.0040
Epoch[116/3000] Learning-rate: 0.001, Loss-Train: 1.1059, Loss-Test: 1.4054, Best-Accuracy-Train: 0.0213, Best-Accuracy-Test: 0.0160
Epoch[117/3000] Learning-rate: 0.001, Loss-Train: 1.0251, Loss-Test: 1.2419, Best-Accuracy-Train: 0.0387, Best-Accuracy-Test: 0.0320
Epoch[118/3000] Learning-rate: 0.001, Loss-Train: 0.9562, Loss-Test: 1.2520, Best-Accuracy-Train: 0.0320, Best-Accuracy-Test: 0.0400
Epoch[119/3000] Learning-rate: 0.001, Loss-Train: 1.1090, Loss-Test: 1.2519, Best-Accuracy-Train: 0.0307, Best-Accuracy-Test: 0.0200
Epoch[120/3000] Learning-rate: 0.001, Loss-Train: 1.0793, Loss-Test: 1.2855, Best-Accuracy-Train: 0.0293, Best-Accuracy-Test: 0.0280
Epoch[121/3000] Learning-rate: 0.001, Loss-Train: 1.0127, Loss-Test: 1.2957, Best-Accuracy-Train: 0.0173, Best-Accuracy-Test: 0.0200
Epoch[122/3000] Learning-rate: 0.001, Loss-Train: 1.0249, Loss-Test: 1.1760, Best-Accuracy-Train: 0.0173, Best-Accuracy-Test: 0.0360
Epoch[123/3000] Learning-rate: 0.001, Loss-Train: 0.9362, Loss-Test: 1.3086, Best-Accuracy-Train: 0.0320, Best-Accuracy-Test: 0.0240
Epoch[124/3000] Learning-rate: 0.001, Loss-Train: 0.9297, Loss-Test: 1.2688, Best-Accuracy-Train: 0.0360, Best-Accuracy-Test: 0.0280
Epoch[125/3000] Learning-rate: 0.001, Loss-Train: 0.9956, Loss-Test: 1.2473, Best-Accuracy-Train: 0.0360, Best-Accuracy-Test: 0.0280
Epoch[126/3000] Learning-rate: 0.001, Loss-Train: 0.9485, Loss-Test: 1.1808, Best-Accuracy-Train: 0.0227, Best-Accuracy-Test: 0.0280
Epoch[127/3000] Learning-rate: 0.001, Loss-Train: 0.9275, Loss-Test: 1.3056, Best-Accuracy-Train: 0.0360, Best-Accuracy-Test: 0.0240
Epoch[128/3000] Learning-rate: 0.001, Loss-Train: 0.9861, Loss-Test: 1.2403, Best-Accuracy-Train: 0.0293, Best-Accuracy-Test: 0.0360
Epoch[129/3000] Learning-rate: 0.001, Loss-Train: 0.9374, Loss-Test: 1.2006, Best-Accuracy-Train: 0.0293, Best-Accuracy-Test: 0.0040
Epoch[130/3000] Learning-rate: 0.001, Loss-Train: 0.9811, Loss-Test: 1.6089, Best-Accuracy-Train: 0.0320, Best-Accuracy-Test: 0.0240
Epoch[131/3000] Learning-rate: 0.001, Loss-Train: 1.1255, Loss-Test: 1.4919, Best-Accuracy-Train: 0.0307, Best-Accuracy-Test: 0.0200
Epoch[132/3000] Learning-rate: 0.001, Loss-Train: 1.1230, Loss-Test: 1.4474, Best-Accuracy-Train: 0.0213, Best-Accuracy-Test: 0.0240
Epoch[133/3000] Learning-rate: 0.001, Loss-Train: 1.4122, Loss-Test: 2.1282, Best-Accuracy-Train: 0.0253, Best-Accuracy-Test: 0.0400
Epoch[134/3000] Learning-rate: 0.001, Loss-Train: 1.1993, Loss-Test: 1.3332, Best-Accuracy-Train: 0.0293, Best-Accuracy-Test: 0.0200
Epoch[135/3000] Learning-rate: 0.001, Loss-Train: 1.0704, Loss-Test: 1.2980, Best-Accuracy-Train: 0.0373, Best-Accuracy-Test: 0.0240
Epoch[136/3000] Learning-rate: 0.001, Loss-Train: 0.9043, Loss-Test: 1.2186, Best-Accuracy-Train: 0.0253, Best-Accuracy-Test: 0.0320
Epoch[137/3000] Learning-rate: 0.001, Loss-Train: 0.9316, Loss-Test: 1.2109, Best-Accuracy-Train: 0.0320, Best-Accuracy-Test: 0.0280
Epoch[138/3000] Learning-rate: 0.001, Loss-Train: 0.8701, Loss-Test: 1.3312, Best-Accuracy-Train: 0.0413, Best-Accuracy-Test: 0.0280
Epoch[139/3000] Learning-rate: 0.001, Loss-Train: 0.8983, Loss-Test: 1.1252, Best-Accuracy-Train: 0.0307, Best-Accuracy-Test: 0.0360
Epoch[140/3000] Learning-rate: 0.001, Loss-Train: 0.9405, Loss-Test: 1.5738, Best-Accuracy-Train: 0.0293, Best-Accuracy-Test: 0.0200
Epoch[141/3000] Learning-rate: 0.001, Loss-Train: 0.9747, Loss-Test: 1.1179, Best-Accuracy-Train: 0.0320, Best-Accuracy-Test: 0.0240
Epoch[142/3000] Learning-rate: 0.001, Loss-Train: 0.8549, Loss-Test: 1.1878, Best-Accuracy-Train: 0.0200, Best-Accuracy-Test: 0.0280
Epoch[143/3000] Learning-rate: 0.001, Loss-Train: 0.8489, Loss-Test: 1.0714, Best-Accuracy-Train: 0.0280, Best-Accuracy-Test: 0.0320
Epoch[144/3000] Learning-rate: 0.001, Loss-Train: 0.9019, Loss-Test: 1.1557, Best-Accuracy-Train: 0.0360, Best-Accuracy-Test: 0.0320
Epoch[145/3000] Learning-rate: 0.001, Loss-Train: 0.8324, Loss-Test: 1.1808, Best-Accuracy-Train: 0.0240, Best-Accuracy-Test: 0.0320
Epoch[146/3000] Learning-rate: 0.001, Loss-Train: 0.8313, Loss-Test: 1.2408, Best-Accuracy-Train: 0.0347, Best-Accuracy-Test: 0.0160
Epoch[147/3000] Learning-rate: 0.001, Loss-Train: 0.8992, Loss-Test: 1.9875, Best-Accuracy-Train: 0.0320, Best-Accuracy-Test: 0.0160
Epoch[148/3000] Learning-rate: 0.001, Loss-Train: 1.0850, Loss-Test: 1.0807, Best-Accuracy-Train: 0.0267, Best-Accuracy-Test: 0.0440
Epoch[149/3000] Learning-rate: 0.001, Loss-Train: 0.8478, Loss-Test: 1.1394, Best-Accuracy-Train: 0.0347, Best-Accuracy-Test: 0.0280
Epoch[150/3000] Learning-rate: 0.001, Loss-Train: 0.8285, Loss-Test: 1.0838, Best-Accuracy-Train: 0.0413, Best-Accuracy-Test: 0.0200
Epoch[151/3000] Learning-rate: 0.001, Loss-Train: 0.8234, Loss-Test: 1.1646, Best-Accuracy-Train: 0.0280, Best-Accuracy-Test: 0.0480
Epoch[152/3000] Learning-rate: 0.001, Loss-Train: 0.8242, Loss-Test: 1.1968, Best-Accuracy-Train: 0.0293, Best-Accuracy-Test: 0.0200
Epoch[153/3000] Learning-rate: 0.001, Loss-Train: 0.8587, Loss-Test: 1.2251, Best-Accuracy-Train: 0.0293, Best-Accuracy-Test: 0.0280
Epoch[154/3000] Learning-rate: 0.001, Loss-Train: 0.7911, Loss-Test: 1.0886, Best-Accuracy-Train: 0.0307, Best-Accuracy-Test: 0.0200
Epoch[155/3000] Learning-rate: 0.001, Loss-Train: 0.8334, Loss-Test: 1.0224, Best-Accuracy-Train: 0.0413, Best-Accuracy-Test: 0.0360
Epoch[156/3000] Learning-rate: 0.001, Loss-Train: 0.8169, Loss-Test: 1.0863, Best-Accuracy-Train: 0.0373, Best-Accuracy-Test: 0.0440
Epoch[157/3000] Learning-rate: 0.001, Loss-Train: 0.8286, Loss-Test: 1.2299, Best-Accuracy-Train: 0.0373, Best-Accuracy-Test: 0.0400
Epoch[158/3000] Learning-rate: 0.001, Loss-Train: 0.8406, Loss-Test: 1.2638, Best-Accuracy-Train: 0.0360, Best-Accuracy-Test: 0.0440
Epoch[159/3000] Learning-rate: 0.001, Loss-Train: 0.9448, Loss-Test: 1.0449, Best-Accuracy-Train: 0.0293, Best-Accuracy-Test: 0.0160
Epoch[160/3000] Learning-rate: 0.001, Loss-Train: 1.0504, Loss-Test: 1.5336, Best-Accuracy-Train: 0.0293, Best-Accuracy-Test: 0.0560
Epoch[161/3000] Learning-rate: 0.001, Loss-Train: 0.8659, Loss-Test: 1.0999, Best-Accuracy-Train: 0.0240, Best-Accuracy-Test: 0.0240
Epoch[162/3000] Learning-rate: 0.001, Loss-Train: 0.7659, Loss-Test: 1.1320, Best-Accuracy-Train: 0.0280, Best-Accuracy-Test: 0.0240
Epoch[163/3000] Learning-rate: 0.001, Loss-Train: 0.8061, Loss-Test: 1.0775, Best-Accuracy-Train: 0.0200, Best-Accuracy-Test: 0.0200
Epoch[164/3000] Learning-rate: 0.001, Loss-Train: 0.7547, Loss-Test: 1.0607, Best-Accuracy-Train: 0.0280, Best-Accuracy-Test: 0.0320
Epoch[165/3000] Learning-rate: 0.001, Loss-Train: 0.7737, Loss-Test: 1.2540, Best-Accuracy-Train: 0.0307, Best-Accuracy-Test: 0.0280
