Epoch[1/300] Learning-rate: 0.003, Loss-Train: 29.6358, Loss-test: 96.3165 MEE-Train: 30.3351, MEE-test: 16.0492
Epoch[16/300] Learning-rate: 0.003, Loss-Train: 0.6091, Loss-test: 1.9794 MEE-Train: 5.5815, MEE-test: 4.2758
Epoch[17/300] Learning-rate: 0.003, Loss-Train: 0.3614, Loss-test: 1.1744 MEE-Train: 5.3456, MEE-test: 4.1190
Epoch[18/300] Learning-rate: 0.003, Loss-Train: 0.3568, Loss-test: 1.1598 MEE-Train: 5.1325, MEE-test: 3.9799
Epoch[19/300] Learning-rate: 0.003, Loss-Train: 0.2849, Loss-test: 0.9259 MEE-Train: 4.9392, MEE-test: 3.8428
Epoch[20/300] Learning-rate: 0.003, Loss-Train: 0.3609, Loss-test: 1.1729 MEE-Train: 4.7608, MEE-test: 3.7284
Epoch[21/300] Learning-rate: 0.003, Loss-Train: 0.2990, Loss-test: 0.9718 MEE-Train: 4.5981, MEE-test: 3.6192
Epoch[22/300] Learning-rate: 0.003, Loss-Train: 0.3547, Loss-test: 1.1528 MEE-Train: 4.4490, MEE-test: 3.5234
Epoch[23/300] Learning-rate: 0.003, Loss-Train: 0.2606, Loss-test: 0.8470 MEE-Train: 4.3118, MEE-test: 3.4289
Epoch[24/300] Learning-rate: 0.003, Loss-Train: 0.2626, Loss-test: 0.8534 MEE-Train: 4.1847, MEE-test: 3.3420
Epoch[25/300] Learning-rate: 0.003, Loss-Train: 0.2757, Loss-test: 0.8959 MEE-Train: 4.0668, MEE-test: 3.2649
Epoch[26/300] Learning-rate: 0.003, Loss-Train: 0.2476, Loss-test: 0.8047 MEE-Train: 3.9559, MEE-test: 3.1904
Epoch[27/300] Learning-rate: 0.003, Loss-Train: 0.2725, Loss-test: 0.8857 MEE-Train: 3.8532, MEE-test: 3.1225
Epoch[28/300] Learning-rate: 0.003, Loss-Train: 0.2454, Loss-test: 0.7974 MEE-Train: 3.7567, MEE-test: 3.0580
Epoch[29/300] Learning-rate: 0.003, Loss-Train: 0.3351, Loss-test: 1.0890 MEE-Train: 3.6681, MEE-test: 3.0008
Epoch[30/300] Learning-rate: 0.003, Loss-Train: 0.2517, Loss-test: 0.8181 MEE-Train: 3.5841, MEE-test: 2.9450
Epoch[31/300] Learning-rate: 0.003, Loss-Train: 0.2316, Loss-test: 0.7526 MEE-Train: 3.5040, MEE-test: 2.8907
Epoch[32/300] Learning-rate: 0.003, Loss-Train: 0.1910, Loss-test: 0.6208 MEE-Train: 3.4288, MEE-test: 2.8362
Epoch[33/300] Learning-rate: 0.003, Loss-Train: 0.2023, Loss-test: 0.6576 MEE-Train: 3.3576, MEE-test: 2.7850
Epoch[34/300] Learning-rate: 0.003, Loss-Train: 0.1767, Loss-test: 0.5744 MEE-Train: 3.2895, MEE-test: 2.7351
Epoch[35/300] Learning-rate: 0.003, Loss-Train: 0.1881, Loss-test: 0.6112 MEE-Train: 3.2243, MEE-test: 2.6891
Epoch[36/300] Learning-rate: 0.003, Loss-Train: 0.1819, Loss-test: 0.5912 MEE-Train: 3.1624, MEE-test: 2.6447
Epoch[37/300] Learning-rate: 0.003, Loss-Train: 0.1836, Loss-test: 0.5966 MEE-Train: 3.1039, MEE-test: 2.6026
Epoch[38/300] Learning-rate: 0.003, Loss-Train: 0.1743, Loss-test: 0.5666 MEE-Train: 3.0478, MEE-test: 2.5628
Epoch[39/300] Learning-rate: 0.003, Loss-Train: 0.1788, Loss-test: 0.5809 MEE-Train: 2.9940, MEE-test: 2.5246
Epoch[40/300] Learning-rate: 0.003, Loss-Train: 0.1722, Loss-test: 0.5598 MEE-Train: 2.9421, MEE-test: 2.4883
Epoch[41/300] Learning-rate: 0.003, Loss-Train: 0.1833, Loss-test: 0.5958 MEE-Train: 2.8931, MEE-test: 2.4556
Epoch[42/300] Learning-rate: 0.003, Loss-Train: 0.1752, Loss-test: 0.5693 MEE-Train: 2.8474, MEE-test: 2.4225
Epoch[43/300] Learning-rate: 0.003, Loss-Train: 0.1873, Loss-test: 0.6086 MEE-Train: 2.8032, MEE-test: 2.3917
Epoch[44/300] Learning-rate: 0.003, Loss-Train: 0.1512, Loss-test: 0.4913 MEE-Train: 2.7601, MEE-test: 2.3599
Epoch[45/300] Learning-rate: 0.003, Loss-Train: 0.1589, Loss-test: 0.5164 MEE-Train: 2.7183, MEE-test: 2.3307
Epoch[46/300] Learning-rate: 0.003, Loss-Train: 0.1647, Loss-test: 0.5353 MEE-Train: 2.6778, MEE-test: 2.3028
Epoch[47/300] Learning-rate: 0.003, Loss-Train: 0.2703, Loss-test: 0.8785 MEE-Train: 2.6389, MEE-test: 2.2798
Epoch[48/300] Learning-rate: 0.003, Loss-Train: 0.1788, Loss-test: 0.5812 MEE-Train: 2.6023, MEE-test: 2.2544
Epoch[49/300] Learning-rate: 0.003, Loss-Train: 0.1720, Loss-test: 0.5590 MEE-Train: 2.5670, MEE-test: 2.2306
Epoch[50/300] Learning-rate: 0.003, Loss-Train: 0.1712, Loss-test: 0.5564 MEE-Train: 2.5332, MEE-test: 2.2077
Epoch[51/300] Learning-rate: 0.003, Loss-Train: 0.1692, Loss-test: 0.5498 MEE-Train: 2.5000, MEE-test: 2.1844
Epoch[52/300] Learning-rate: 0.003, Loss-Train: 0.1614, Loss-test: 0.5245 MEE-Train: 2.4682, MEE-test: 2.1621
Epoch[53/300] Learning-rate: 0.003, Loss-Train: 0.1423, Loss-test: 0.4624 MEE-Train: 2.4369, MEE-test: 2.1396
Epoch[54/300] Learning-rate: 0.003, Loss-Train: 0.1637, Loss-test: 0.5320 MEE-Train: 2.4071, MEE-test: 2.1190
Epoch[55/300] Learning-rate: 0.003, Loss-Train: 0.1473, Loss-test: 0.4787 MEE-Train: 2.3789, MEE-test: 2.0980
Epoch[56/300] Learning-rate: 0.003, Loss-Train: 0.1300, Loss-test: 0.4226 MEE-Train: 2.3506, MEE-test: 2.0768
Epoch[57/300] Learning-rate: 0.003, Loss-Train: 0.1286, Loss-test: 0.4181 MEE-Train: 2.3235, MEE-test: 2.0562
Epoch[58/300] Learning-rate: 0.003, Loss-Train: 0.1328, Loss-test: 0.4315 MEE-Train: 2.2973, MEE-test: 2.0370
Epoch[59/300] Learning-rate: 0.003, Loss-Train: 0.1289, Loss-test: 0.4188 MEE-Train: 2.2721, MEE-test: 2.0178
Epoch[60/300] Learning-rate: 0.003, Loss-Train: 0.2313, Loss-test: 0.7518 MEE-Train: 2.2473, MEE-test: 2.0028
Epoch[61/300] Learning-rate: 0.003, Loss-Train: 0.1351, Loss-test: 0.4390 MEE-Train: 2.2233, MEE-test: 1.9854
Epoch[62/300] Learning-rate: 0.003, Loss-Train: 0.1597, Loss-test: 0.5189 MEE-Train: 2.2003, MEE-test: 1.9695
Epoch[63/300] Learning-rate: 0.003, Loss-Train: 0.1736, Loss-test: 0.5642 MEE-Train: 2.1775, MEE-test: 1.9540
Epoch[64/300] Learning-rate: 0.003, Loss-Train: 0.1224, Loss-test: 0.3979 MEE-Train: 2.1552, MEE-test: 1.9373
Epoch[65/300] Learning-rate: 0.003, Loss-Train: 0.1267, Loss-test: 0.4117 MEE-Train: 2.1333, MEE-test: 1.9214
Epoch[66/300] Learning-rate: 0.003, Loss-Train: 0.1257, Loss-test: 0.4087 MEE-Train: 2.1121, MEE-test: 1.9059
Epoch[67/300] Learning-rate: 0.003, Loss-Train: 0.1381, Loss-test: 0.4488 MEE-Train: 2.0914, MEE-test: 1.8912
Epoch[68/300] Learning-rate: 0.003, Loss-Train: 0.1271, Loss-test: 0.4132 MEE-Train: 2.0716, MEE-test: 1.8770
Epoch[69/300] Learning-rate: 0.003, Loss-Train: 0.1354, Loss-test: 0.4401 MEE-Train: 2.0522, MEE-test: 1.8638
Epoch[70/300] Learning-rate: 0.003, Loss-Train: 0.1501, Loss-test: 0.4880 MEE-Train: 2.0332, MEE-test: 1.8502
Epoch[71/300] Learning-rate: 0.003, Loss-Train: 0.1095, Loss-test: 0.3559 MEE-Train: 2.0147, MEE-test: 1.8358
Epoch[72/300] Learning-rate: 0.003, Loss-Train: 0.1248, Loss-test: 0.4055 MEE-Train: 1.9966, MEE-test: 1.8232
Epoch[73/300] Learning-rate: 0.003, Loss-Train: 0.1384, Loss-test: 0.4499 MEE-Train: 1.9796, MEE-test: 1.8110
Epoch[74/300] Learning-rate: 0.003, Loss-Train: 0.1171, Loss-test: 0.3806 MEE-Train: 1.9627, MEE-test: 1.7986
Epoch[75/300] Learning-rate: 0.003, Loss-Train: 0.1079, Loss-test: 0.3508 MEE-Train: 1.9460, MEE-test: 1.7855
Epoch[76/300] Learning-rate: 0.003, Loss-Train: 0.1134, Loss-test: 0.3685 MEE-Train: 1.9298, MEE-test: 1.7731
Epoch[77/300] Learning-rate: 0.003, Loss-Train: 0.1315, Loss-test: 0.4272 MEE-Train: 1.9138, MEE-test: 1.7621
Epoch[78/300] Learning-rate: 0.003, Loss-Train: 0.1203, Loss-test: 0.3910 MEE-Train: 1.8985, MEE-test: 1.7506
Epoch[79/300] Learning-rate: 0.003, Loss-Train: 0.1248, Loss-test: 0.4055 MEE-Train: 1.8835, MEE-test: 1.7398
Epoch[80/300] Learning-rate: 0.003, Loss-Train: 0.1807, Loss-test: 0.5872 MEE-Train: 1.8687, MEE-test: 1.7300
Epoch[81/300] Learning-rate: 0.003, Loss-Train: 0.1146, Loss-test: 0.3724 MEE-Train: 1.8542, MEE-test: 1.7194
Epoch[82/300] Learning-rate: 0.003, Loss-Train: 0.1209, Loss-test: 0.3931 MEE-Train: 1.8400, MEE-test: 1.7092
Epoch[83/300] Learning-rate: 0.003, Loss-Train: 0.1090, Loss-test: 0.3541 MEE-Train: 1.8262, MEE-test: 1.6988
Epoch[84/300] Learning-rate: 0.003, Loss-Train: 0.1401, Loss-test: 0.4553 MEE-Train: 1.8126, MEE-test: 1.6891
Epoch[85/300] Learning-rate: 0.003, Loss-Train: 0.1007, Loss-test: 0.3274 MEE-Train: 1.7991, MEE-test: 1.6785
Epoch[86/300] Learning-rate: 0.003, Loss-Train: 0.1049, Loss-test: 0.3410 MEE-Train: 1.7861, MEE-test: 1.6685
Epoch[87/300] Learning-rate: 0.003, Loss-Train: 0.1408, Loss-test: 0.4576 MEE-Train: 1.7735, MEE-test: 1.6599
Epoch[88/300] Learning-rate: 0.003, Loss-Train: 0.1329, Loss-test: 0.4320 MEE-Train: 1.7607, MEE-test: 1.6508
Epoch[89/300] Learning-rate: 0.003, Loss-Train: 0.1046, Loss-test: 0.3399 MEE-Train: 1.7484, MEE-test: 1.6418
Epoch[90/300] Learning-rate: 0.003, Loss-Train: 0.1403, Loss-test: 0.4558 MEE-Train: 1.7365, MEE-test: 1.6340
Epoch[91/300] Learning-rate: 0.003, Loss-Train: 0.1128, Loss-test: 0.3667 MEE-Train: 1.7247, MEE-test: 1.6254
Epoch[92/300] Learning-rate: 0.003, Loss-Train: 0.1173, Loss-test: 0.3812 MEE-Train: 1.7132, MEE-test: 1.6175
Epoch[93/300] Learning-rate: 0.003, Loss-Train: 0.0954, Loss-test: 0.3102 MEE-Train: 1.7020, MEE-test: 1.6086
Epoch[94/300] Learning-rate: 0.003, Loss-Train: 0.1043, Loss-test: 0.3390 MEE-Train: 1.6909, MEE-test: 1.6002
Epoch[95/300] Learning-rate: 0.003, Loss-Train: 0.0929, Loss-test: 0.3018 MEE-Train: 1.6798, MEE-test: 1.5914
Epoch[96/300] Learning-rate: 0.003, Loss-Train: 0.0930, Loss-test: 0.3022 MEE-Train: 1.6689, MEE-test: 1.5828
Epoch[97/300] Learning-rate: 0.003, Loss-Train: 0.0958, Loss-test: 0.3113 MEE-Train: 1.6582, MEE-test: 1.5747
Epoch[98/300] Learning-rate: 0.003, Loss-Train: 0.1326, Loss-test: 0.4310 MEE-Train: 1.6478, MEE-test: 1.5674
Epoch[99/300] Learning-rate: 0.003, Loss-Train: 0.1371, Loss-test: 0.4457 MEE-Train: 1.6374, MEE-test: 1.5606
Epoch[100/300] Learning-rate: 0.003, Loss-Train: 0.1014, Loss-test: 0.3295 MEE-Train: 1.6272, MEE-test: 1.5532
Epoch[101/300] Learning-rate: 0.003, Loss-Train: 0.1591, Loss-test: 0.5171 MEE-Train: 1.6173, MEE-test: 1.5467
Epoch[102/300] Learning-rate: 0.003, Loss-Train: 0.1126, Loss-test: 0.3661 MEE-Train: 1.6077, MEE-test: 1.5400
Epoch[103/300] Learning-rate: 0.003, Loss-Train: 0.1031, Loss-test: 0.3350 MEE-Train: 1.5981, MEE-test: 1.5328
Epoch[104/300] Learning-rate: 0.003, Loss-Train: 0.1883, Loss-test: 0.6120 MEE-Train: 1.5885, MEE-test: 1.5276
Epoch[105/300] Learning-rate: 0.003, Loss-Train: 0.1487, Loss-test: 0.4834 MEE-Train: 1.5792, MEE-test: 1.5222
Epoch[106/300] Learning-rate: 0.003, Loss-Train: 0.1115, Loss-test: 0.3624 MEE-Train: 1.5701, MEE-test: 1.5160
Epoch[107/300] Learning-rate: 0.003, Loss-Train: 0.1032, Loss-test: 0.3355 MEE-Train: 1.5611, MEE-test: 1.5092
Epoch[108/300] Learning-rate: 0.003, Loss-Train: 0.0960, Loss-test: 0.3121 MEE-Train: 1.5524, MEE-test: 1.5027
Epoch[109/300] Learning-rate: 0.003, Loss-Train: 0.0893, Loss-test: 0.2904 MEE-Train: 1.5440, MEE-test: 1.4959
Epoch[110/300] Learning-rate: 0.003, Loss-Train: 0.0973, Loss-test: 0.3161 MEE-Train: 1.5354, MEE-test: 1.4894
Epoch[111/300] Learning-rate: 0.003, Loss-Train: 0.1040, Loss-test: 0.3379 MEE-Train: 1.5271, MEE-test: 1.4834
Epoch[112/300] Learning-rate: 0.003, Loss-Train: 0.0867, Loss-test: 0.2818 MEE-Train: 1.5188, MEE-test: 1.4768
Epoch[113/300] Learning-rate: 0.003, Loss-Train: 0.0902, Loss-test: 0.2932 MEE-Train: 1.5107, MEE-test: 1.4705
Epoch[114/300] Learning-rate: 0.003, Loss-Train: 0.0950, Loss-test: 0.3088 MEE-Train: 1.5028, MEE-test: 1.4645
Epoch[115/300] Learning-rate: 0.003, Loss-Train: 0.0960, Loss-test: 0.3119 MEE-Train: 1.4950, MEE-test: 1.4584
Epoch[116/300] Learning-rate: 0.003, Loss-Train: 0.1160, Loss-test: 0.3770 MEE-Train: 1.4872, MEE-test: 1.4532
Epoch[117/300] Learning-rate: 0.003, Loss-Train: 0.0830, Loss-test: 0.2697 MEE-Train: 1.4795, MEE-test: 1.4470
Epoch[118/300] Learning-rate: 0.003, Loss-Train: 0.1097, Loss-test: 0.3564 MEE-Train: 1.4720, MEE-test: 1.4415
Epoch[119/300] Learning-rate: 0.003, Loss-Train: 0.0944, Loss-test: 0.3069 MEE-Train: 1.4648, MEE-test: 1.4360
Epoch[120/300] Learning-rate: 0.003, Loss-Train: 0.1138, Loss-test: 0.3697 MEE-Train: 1.4574, MEE-test: 1.4312
Epoch[121/300] Learning-rate: 0.003, Loss-Train: 0.0966, Loss-test: 0.3139 MEE-Train: 1.4504, MEE-test: 1.4258
Epoch[122/300] Learning-rate: 0.003, Loss-Train: 0.0792, Loss-test: 0.2573 MEE-Train: 1.4432, MEE-test: 1.4198
Epoch[123/300] Learning-rate: 0.003, Loss-Train: 0.0969, Loss-test: 0.3150 MEE-Train: 1.4362, MEE-test: 1.4146
Epoch[124/300] Learning-rate: 0.003, Loss-Train: 0.0911, Loss-test: 0.2961 MEE-Train: 1.4292, MEE-test: 1.4093
Epoch[125/300] Learning-rate: 0.003, Loss-Train: 0.0829, Loss-test: 0.2693 MEE-Train: 1.4223, MEE-test: 1.4038
Epoch[126/300] Learning-rate: 0.003, Loss-Train: 0.1434, Loss-test: 0.4661 MEE-Train: 1.4154, MEE-test: 1.3993
Epoch[127/300] Learning-rate: 0.003, Loss-Train: 0.0797, Loss-test: 0.2589 MEE-Train: 1.4087, MEE-test: 1.3939
Epoch[128/300] Learning-rate: 0.003, Loss-Train: 0.0868, Loss-test: 0.2820 MEE-Train: 1.4022, MEE-test: 1.3888
Epoch[129/300] Learning-rate: 0.003, Loss-Train: 0.1033, Loss-test: 0.3356 MEE-Train: 1.3959, MEE-test: 1.3845
Epoch[130/300] Learning-rate: 0.003, Loss-Train: 0.0940, Loss-test: 0.3057 MEE-Train: 1.3896, MEE-test: 1.3798
Epoch[131/300] Learning-rate: 0.003, Loss-Train: 0.0885, Loss-test: 0.2875 MEE-Train: 1.3833, MEE-test: 1.3748
Epoch[132/300] Learning-rate: 0.003, Loss-Train: 0.1648, Loss-test: 0.5358 MEE-Train: 1.3771, MEE-test: 1.3715
Epoch[133/300] Learning-rate: 0.003, Loss-Train: 0.1313, Loss-test: 0.4269 MEE-Train: 1.3710, MEE-test: 1.3673
Epoch[134/300] Learning-rate: 0.003, Loss-Train: 0.0853, Loss-test: 0.2773 MEE-Train: 1.3649, MEE-test: 1.3628
Epoch[135/300] Learning-rate: 0.003, Loss-Train: 0.0809, Loss-test: 0.2630 MEE-Train: 1.3593, MEE-test: 1.3580
Epoch[136/300] Learning-rate: 0.003, Loss-Train: 0.0801, Loss-test: 0.2602 MEE-Train: 1.3537, MEE-test: 1.3533
Epoch[137/300] Learning-rate: 0.003, Loss-Train: 0.0831, Loss-test: 0.2701 MEE-Train: 1.3480, MEE-test: 1.3487
Epoch[138/300] Learning-rate: 0.003, Loss-Train: 0.1113, Loss-test: 0.3616 MEE-Train: 1.3422, MEE-test: 1.3447
Epoch[139/300] Learning-rate: 0.003, Loss-Train: 0.0780, Loss-test: 0.2536 MEE-Train: 1.3366, MEE-test: 1.3401
Epoch[140/300] Learning-rate: 0.003, Loss-Train: 0.0901, Loss-test: 0.2930 MEE-Train: 1.3309, MEE-test: 1.3360
Epoch[141/300] Learning-rate: 0.003, Loss-Train: 0.0843, Loss-test: 0.2740 MEE-Train: 1.3253, MEE-test: 1.3316
Epoch[142/300] Learning-rate: 0.003, Loss-Train: 0.0806, Loss-test: 0.2621 MEE-Train: 1.3198, MEE-test: 1.3271
Epoch[143/300] Learning-rate: 0.003, Loss-Train: 0.0754, Loss-test: 0.2452 MEE-Train: 1.3143, MEE-test: 1.3226
Epoch[144/300] Learning-rate: 0.003, Loss-Train: 0.0728, Loss-test: 0.2366 MEE-Train: 1.3089, MEE-test: 1.3179
Epoch[145/300] Learning-rate: 0.003, Loss-Train: 0.0883, Loss-test: 0.2868 MEE-Train: 1.3036, MEE-test: 1.3140
Epoch[146/300] Learning-rate: 0.003, Loss-Train: 0.0785, Loss-test: 0.2552 MEE-Train: 1.2984, MEE-test: 1.3097
Epoch[147/300] Learning-rate: 0.003, Loss-Train: 0.0701, Loss-test: 0.2280 MEE-Train: 1.2932, MEE-test: 1.3052
Epoch[148/300] Learning-rate: 0.003, Loss-Train: 0.0803, Loss-test: 0.2609 MEE-Train: 1.2881, MEE-test: 1.3013
Epoch[149/300] Learning-rate: 0.003, Loss-Train: 0.0937, Loss-test: 0.3045 MEE-Train: 1.2832, MEE-test: 1.2977
Epoch[150/300] Learning-rate: 0.003, Loss-Train: 0.0811, Loss-test: 0.2636 MEE-Train: 1.2782, MEE-test: 1.2938
Epoch[151/300] Learning-rate: 0.003, Loss-Train: 0.0878, Loss-test: 0.2854 MEE-Train: 1.2732, MEE-test: 1.2900
Epoch[152/300] Learning-rate: 0.003, Loss-Train: 0.0884, Loss-test: 0.2873 MEE-Train: 1.2683, MEE-test: 1.2866
Epoch[153/300] Learning-rate: 0.003, Loss-Train: 0.0755, Loss-test: 0.2452 MEE-Train: 1.2635, MEE-test: 1.2828
Epoch[154/300] Learning-rate: 0.003, Loss-Train: 0.0910, Loss-test: 0.2956 MEE-Train: 1.2588, MEE-test: 1.2792
Epoch[155/300] Learning-rate: 0.003, Loss-Train: 0.1076, Loss-test: 0.3497 MEE-Train: 1.2541, MEE-test: 1.2761
Epoch[156/300] Learning-rate: 0.003, Loss-Train: 0.0801, Loss-test: 0.2603 MEE-Train: 1.2494, MEE-test: 1.2725
Epoch[157/300] Learning-rate: 0.003, Loss-Train: 0.0752, Loss-test: 0.2445 MEE-Train: 1.2448, MEE-test: 1.2689
Epoch[158/300] Learning-rate: 0.003, Loss-Train: 0.0786, Loss-test: 0.2554 MEE-Train: 1.2403, MEE-test: 1.2652
Epoch[159/300] Learning-rate: 0.003, Loss-Train: 0.0716, Loss-test: 0.2329 MEE-Train: 1.2357, MEE-test: 1.2615
Epoch[160/300] Learning-rate: 0.003, Loss-Train: 0.0745, Loss-test: 0.2421 MEE-Train: 1.2312, MEE-test: 1.2580
Epoch[161/300] Learning-rate: 0.003, Loss-Train: 0.0731, Loss-test: 0.2375 MEE-Train: 1.2268, MEE-test: 1.2543
Epoch[162/300] Learning-rate: 0.003, Loss-Train: 0.0749, Loss-test: 0.2434 MEE-Train: 1.2224, MEE-test: 1.2507
Epoch[163/300] Learning-rate: 0.003, Loss-Train: 0.0750, Loss-test: 0.2437 MEE-Train: 1.2180, MEE-test: 1.2473
Epoch[164/300] Learning-rate: 0.003, Loss-Train: 0.0829, Loss-test: 0.2694 MEE-Train: 1.2138, MEE-test: 1.2442
Epoch[165/300] Learning-rate: 0.003, Loss-Train: 0.1058, Loss-test: 0.3438 MEE-Train: 1.2096, MEE-test: 1.2416
Epoch[166/300] Learning-rate: 0.003, Loss-Train: 0.1077, Loss-test: 0.3501 MEE-Train: 1.2055, MEE-test: 1.2390
Epoch[167/300] Learning-rate: 0.003, Loss-Train: 0.0819, Loss-test: 0.2663 MEE-Train: 1.2013, MEE-test: 1.2360
Epoch[168/300] Learning-rate: 0.003, Loss-Train: 0.0888, Loss-test: 0.2885 MEE-Train: 1.1972, MEE-test: 1.2330
Epoch[169/300] Learning-rate: 0.003, Loss-Train: 0.0730, Loss-test: 0.2373 MEE-Train: 1.1931, MEE-test: 1.2297
Epoch[170/300] Learning-rate: 0.003, Loss-Train: 0.0738, Loss-test: 0.2397 MEE-Train: 1.1892, MEE-test: 1.2265
Epoch[171/300] Learning-rate: 0.003, Loss-Train: 0.0651, Loss-test: 0.2115 MEE-Train: 1.1853, MEE-test: 1.2230
Epoch[172/300] Learning-rate: 0.003, Loss-Train: 0.0768, Loss-test: 0.2495 MEE-Train: 1.1813, MEE-test: 1.2200
Epoch[173/300] Learning-rate: 0.003, Loss-Train: 0.0704, Loss-test: 0.2289 MEE-Train: 1.1773, MEE-test: 1.2167
Epoch[174/300] Learning-rate: 0.003, Loss-Train: 0.0804, Loss-test: 0.2612 MEE-Train: 1.1734, MEE-test: 1.2136
Epoch[175/300] Learning-rate: 0.003, Loss-Train: 0.0691, Loss-test: 0.2244 MEE-Train: 1.1695, MEE-test: 1.2104
Epoch[176/300] Learning-rate: 0.003, Loss-Train: 0.0666, Loss-test: 0.2165 MEE-Train: 1.1658, MEE-test: 1.2072
Epoch[177/300] Learning-rate: 0.003, Loss-Train: 0.0736, Loss-test: 0.2392 MEE-Train: 1.1621, MEE-test: 1.2043
Epoch[178/300] Learning-rate: 0.003, Loss-Train: 0.0810, Loss-test: 0.2634 MEE-Train: 1.1585, MEE-test: 1.2016
Epoch[179/300] Learning-rate: 0.003, Loss-Train: 0.0652, Loss-test: 0.2120 MEE-Train: 1.1548, MEE-test: 1.1983
Epoch[180/300] Learning-rate: 0.003, Loss-Train: 0.0716, Loss-test: 0.2326 MEE-Train: 1.1511, MEE-test: 1.1953
Epoch[181/300] Learning-rate: 0.003, Loss-Train: 0.0699, Loss-test: 0.2272 MEE-Train: 1.1476, MEE-test: 1.1924
Epoch[182/300] Learning-rate: 0.003, Loss-Train: 0.0927, Loss-test: 0.3013 MEE-Train: 1.1440, MEE-test: 1.1898
Epoch[183/300] Learning-rate: 0.003, Loss-Train: 0.0816, Loss-test: 0.2653 MEE-Train: 1.1405, MEE-test: 1.1871
Epoch[184/300] Learning-rate: 0.003, Loss-Train: 0.0758, Loss-test: 0.2464 MEE-Train: 1.1370, MEE-test: 1.1843
Epoch[185/300] Learning-rate: 0.003, Loss-Train: 0.0786, Loss-test: 0.2553 MEE-Train: 1.1335, MEE-test: 1.1816
Epoch[186/300] Learning-rate: 0.003, Loss-Train: 0.0797, Loss-test: 0.2591 MEE-Train: 1.1300, MEE-test: 1.1790
Epoch[187/300] Learning-rate: 0.003, Loss-Train: 0.0876, Loss-test: 0.2848 MEE-Train: 1.1266, MEE-test: 1.1767
Epoch[188/300] Learning-rate: 0.003, Loss-Train: 0.0666, Loss-test: 0.2163 MEE-Train: 1.1234, MEE-test: 1.1738
Epoch[189/300] Learning-rate: 0.003, Loss-Train: 0.0637, Loss-test: 0.2069 MEE-Train: 1.1200, MEE-test: 1.1708
Epoch[190/300] Learning-rate: 0.003, Loss-Train: 0.0703, Loss-test: 0.2285 MEE-Train: 1.1167, MEE-test: 1.1683
Epoch[191/300] Learning-rate: 0.003, Loss-Train: 0.0696, Loss-test: 0.2262 MEE-Train: 1.1134, MEE-test: 1.1656
Epoch[192/300] Learning-rate: 0.003, Loss-Train: 0.0662, Loss-test: 0.2153 MEE-Train: 1.1101, MEE-test: 1.1629
Epoch[193/300] Learning-rate: 0.003, Loss-Train: 0.0662, Loss-test: 0.2152 MEE-Train: 1.1068, MEE-test: 1.1602
Epoch[194/300] Learning-rate: 0.003, Loss-Train: 0.0865, Loss-test: 0.2810 MEE-Train: 1.1036, MEE-test: 1.1579
Epoch[195/300] Learning-rate: 0.003, Loss-Train: 0.0680, Loss-test: 0.2209 MEE-Train: 1.1005, MEE-test: 1.1552
Epoch[196/300] Learning-rate: 0.003, Loss-Train: 0.0687, Loss-test: 0.2232 MEE-Train: 1.0973, MEE-test: 1.1527
