Epoch[1/1000] Learning-rate: 8e-05, Loss-Train: 631.0129, Loss-Test: 653.0325, Best-Accuracy-Train: 0.0067, Best-Accuracy-Test: 0.0080
Epoch[28/1000] Learning-rate: 8e-05, Loss-Train: 28.4103, Loss-Test: 25.8988, Best-Accuracy-Train: 0.0227, Best-Accuracy-Test: 0.0200
Epoch[29/1000] Learning-rate: 8e-05, Loss-Train: 26.7986, Loss-Test: 24.2660, Best-Accuracy-Train: 0.0267, Best-Accuracy-Test: 0.0200
Epoch[30/1000] Learning-rate: 8e-05, Loss-Train: 25.2527, Loss-Test: 22.7588, Best-Accuracy-Train: 0.0160, Best-Accuracy-Test: 0.0440
Epoch[31/1000] Learning-rate: 8e-05, Loss-Train: 24.0119, Loss-Test: 21.5985, Best-Accuracy-Train: 0.0240, Best-Accuracy-Test: 0.0320
Epoch[32/1000] Learning-rate: 8e-05, Loss-Train: 22.9095, Loss-Test: 20.5964, Best-Accuracy-Train: 0.0133, Best-Accuracy-Test: 0.0320
Epoch[33/1000] Learning-rate: 8e-05, Loss-Train: 21.8237, Loss-Test: 19.6412, Best-Accuracy-Train: 0.0160, Best-Accuracy-Test: 0.0160
Epoch[34/1000] Learning-rate: 8e-05, Loss-Train: 20.8972, Loss-Test: 18.9395, Best-Accuracy-Train: 0.0133, Best-Accuracy-Test: 0.0120
Epoch[35/1000] Learning-rate: 8e-05, Loss-Train: 20.1138, Loss-Test: 17.9707, Best-Accuracy-Train: 0.0147, Best-Accuracy-Test: 0.0120
Epoch[36/1000] Learning-rate: 8e-05, Loss-Train: 19.0237, Loss-Test: 17.2206, Best-Accuracy-Train: 0.0187, Best-Accuracy-Test: 0.0160
Epoch[37/1000] Learning-rate: 8e-05, Loss-Train: 18.4473, Loss-Test: 16.4274, Best-Accuracy-Train: 0.0213, Best-Accuracy-Test: 0.0160
Epoch[38/1000] Learning-rate: 8e-05, Loss-Train: 17.4969, Loss-Test: 15.7738, Best-Accuracy-Train: 0.0147, Best-Accuracy-Test: 0.0200
Epoch[39/1000] Learning-rate: 8e-05, Loss-Train: 16.7412, Loss-Test: 15.0614, Best-Accuracy-Train: 0.0173, Best-Accuracy-Test: 0.0120
Epoch[40/1000] Learning-rate: 8e-05, Loss-Train: 15.9804, Loss-Test: 14.4955, Best-Accuracy-Train: 0.0187, Best-Accuracy-Test: 0.0040
Epoch[41/1000] Learning-rate: 8e-05, Loss-Train: 15.2565, Loss-Test: 13.8977, Best-Accuracy-Train: 0.0133, Best-Accuracy-Test: 0.0080
Epoch[42/1000] Learning-rate: 8e-05, Loss-Train: 14.5450, Loss-Test: 13.4263, Best-Accuracy-Train: 0.0187, Best-Accuracy-Test: 0.0120
Epoch[43/1000] Learning-rate: 8e-05, Loss-Train: 14.1100, Loss-Test: 12.8467, Best-Accuracy-Train: 0.0227, Best-Accuracy-Test: 0.0080
Epoch[44/1000] Learning-rate: 8e-05, Loss-Train: 13.4544, Loss-Test: 12.4662, Best-Accuracy-Train: 0.0173, Best-Accuracy-Test: 0.0160
Epoch[45/1000] Learning-rate: 8e-05, Loss-Train: 12.7972, Loss-Test: 12.0351, Best-Accuracy-Train: 0.0120, Best-Accuracy-Test: 0.0040
Epoch[46/1000] Learning-rate: 8e-05, Loss-Train: 12.2686, Loss-Test: 11.6083, Best-Accuracy-Train: 0.0107, Best-Accuracy-Test: 0.0040
Epoch[47/1000] Learning-rate: 8e-05, Loss-Train: 11.8577, Loss-Test: 11.2878, Best-Accuracy-Train: 0.0093, Best-Accuracy-Test: 0.0040
Epoch[48/1000] Learning-rate: 8e-05, Loss-Train: 11.4715, Loss-Test: 10.9806, Best-Accuracy-Train: 0.0107, Best-Accuracy-Test: 0.0080
Epoch[49/1000] Learning-rate: 8e-05, Loss-Train: 11.0489, Loss-Test: 10.6664, Best-Accuracy-Train: 0.0160, Best-Accuracy-Test: 0.0080
Epoch[50/1000] Learning-rate: 8e-05, Loss-Train: 10.7256, Loss-Test: 10.3422, Best-Accuracy-Train: 0.0187, Best-Accuracy-Test: 0.0080
Epoch[51/1000] Learning-rate: 8e-05, Loss-Train: 10.4169, Loss-Test: 10.1527, Best-Accuracy-Train: 0.0227, Best-Accuracy-Test: 0.0280
Epoch[52/1000] Learning-rate: 8e-05, Loss-Train: 10.1876, Loss-Test: 9.9367, Best-Accuracy-Train: 0.0147, Best-Accuracy-Test: 0.0200
Epoch[53/1000] Learning-rate: 8e-05, Loss-Train: 10.0269, Loss-Test: 9.7027, Best-Accuracy-Train: 0.0120, Best-Accuracy-Test: 0.0280
Epoch[54/1000] Learning-rate: 8e-05, Loss-Train: 9.6671, Loss-Test: 9.5152, Best-Accuracy-Train: 0.0173, Best-Accuracy-Test: 0.0320
Epoch[55/1000] Learning-rate: 8e-05, Loss-Train: 9.4351, Loss-Test: 9.3572, Best-Accuracy-Train: 0.0133, Best-Accuracy-Test: 0.0360
Epoch[56/1000] Learning-rate: 8e-05, Loss-Train: 9.2903, Loss-Test: 9.2146, Best-Accuracy-Train: 0.0173, Best-Accuracy-Test: 0.0360
Epoch[57/1000] Learning-rate: 8e-05, Loss-Train: 9.0667, Loss-Test: 9.0190, Best-Accuracy-Train: 0.0160, Best-Accuracy-Test: 0.0200
Epoch[58/1000] Learning-rate: 8e-05, Loss-Train: 8.8517, Loss-Test: 8.8872, Best-Accuracy-Train: 0.0227, Best-Accuracy-Test: 0.0160
Epoch[59/1000] Learning-rate: 8e-05, Loss-Train: 8.8438, Loss-Test: 8.7167, Best-Accuracy-Train: 0.0213, Best-Accuracy-Test: 0.0160
Epoch[60/1000] Learning-rate: 8e-05, Loss-Train: 8.5608, Loss-Test: 8.5989, Best-Accuracy-Train: 0.0133, Best-Accuracy-Test: 0.0200
Epoch[61/1000] Learning-rate: 8e-05, Loss-Train: 8.4498, Loss-Test: 8.5456, Best-Accuracy-Train: 0.0147, Best-Accuracy-Test: 0.0080
Epoch[62/1000] Learning-rate: 8e-05, Loss-Train: 8.3147, Loss-Test: 8.4088, Best-Accuracy-Train: 0.0213, Best-Accuracy-Test: 0.0200
Epoch[63/1000] Learning-rate: 8e-05, Loss-Train: 8.1798, Loss-Test: 8.2781, Best-Accuracy-Train: 0.0160, Best-Accuracy-Test: 0.0280
Epoch[64/1000] Learning-rate: 8e-05, Loss-Train: 8.1247, Loss-Test: 8.1950, Best-Accuracy-Train: 0.0187, Best-Accuracy-Test: 0.0360
Epoch[65/1000] Learning-rate: 8e-05, Loss-Train: 7.9774, Loss-Test: 8.0644, Best-Accuracy-Train: 0.0173, Best-Accuracy-Test: 0.0280
Epoch[66/1000] Learning-rate: 8e-05, Loss-Train: 7.8231, Loss-Test: 7.9833, Best-Accuracy-Train: 0.0213, Best-Accuracy-Test: 0.0240
Epoch[67/1000] Learning-rate: 8e-05, Loss-Train: 7.7264, Loss-Test: 7.9084, Best-Accuracy-Train: 0.0187, Best-Accuracy-Test: 0.0240
Epoch[68/1000] Learning-rate: 8e-05, Loss-Train: 7.6785, Loss-Test: 7.8056, Best-Accuracy-Train: 0.0240, Best-Accuracy-Test: 0.0280
Epoch[69/1000] Learning-rate: 8e-05, Loss-Train: 7.5948, Loss-Test: 7.7355, Best-Accuracy-Train: 0.0267, Best-Accuracy-Test: 0.0280
Epoch[70/1000] Learning-rate: 8e-05, Loss-Train: 7.5914, Loss-Test: 7.5904, Best-Accuracy-Train: 0.0267, Best-Accuracy-Test: 0.0240
Epoch[71/1000] Learning-rate: 8e-05, Loss-Train: 7.4153, Loss-Test: 7.5631, Best-Accuracy-Train: 0.0187, Best-Accuracy-Test: 0.0360
Epoch[72/1000] Learning-rate: 8e-05, Loss-Train: 7.3401, Loss-Test: 7.4356, Best-Accuracy-Train: 0.0253, Best-Accuracy-Test: 0.0400
Epoch[73/1000] Learning-rate: 8e-05, Loss-Train: 7.1487, Loss-Test: 7.3727, Best-Accuracy-Train: 0.0307, Best-Accuracy-Test: 0.0320
Epoch[74/1000] Learning-rate: 8e-05, Loss-Train: 7.1522, Loss-Test: 7.2876, Best-Accuracy-Train: 0.0253, Best-Accuracy-Test: 0.0200
Epoch[75/1000] Learning-rate: 8e-05, Loss-Train: 7.0389, Loss-Test: 7.2557, Best-Accuracy-Train: 0.0213, Best-Accuracy-Test: 0.0240
Epoch[76/1000] Learning-rate: 8e-05, Loss-Train: 6.9567, Loss-Test: 7.1892, Best-Accuracy-Train: 0.0227, Best-Accuracy-Test: 0.0160
Epoch[77/1000] Learning-rate: 8e-05, Loss-Train: 6.8529, Loss-Test: 7.0421, Best-Accuracy-Train: 0.0240, Best-Accuracy-Test: 0.0160
Epoch[78/1000] Learning-rate: 8e-05, Loss-Train: 6.7745, Loss-Test: 6.9685, Best-Accuracy-Train: 0.0173, Best-Accuracy-Test: 0.0120
Epoch[79/1000] Learning-rate: 8e-05, Loss-Train: 6.7973, Loss-Test: 6.9464, Best-Accuracy-Train: 0.0200, Best-Accuracy-Test: 0.0080
Epoch[80/1000] Learning-rate: 8e-05, Loss-Train: 6.6608, Loss-Test: 6.8648, Best-Accuracy-Train: 0.0160, Best-Accuracy-Test: 0.0240
Epoch[81/1000] Learning-rate: 8e-05, Loss-Train: 6.5440, Loss-Test: 6.8157, Best-Accuracy-Train: 0.0173, Best-Accuracy-Test: 0.0200
Epoch[82/1000] Learning-rate: 8e-05, Loss-Train: 6.5673, Loss-Test: 6.7284, Best-Accuracy-Train: 0.0213, Best-Accuracy-Test: 0.0080
Epoch[83/1000] Learning-rate: 8e-05, Loss-Train: 6.4820, Loss-Test: 6.7168, Best-Accuracy-Train: 0.0147, Best-Accuracy-Test: 0.0120
Epoch[84/1000] Learning-rate: 8e-05, Loss-Train: 6.3820, Loss-Test: 6.5957, Best-Accuracy-Train: 0.0160, Best-Accuracy-Test: 0.0160
Epoch[85/1000] Learning-rate: 8e-05, Loss-Train: 6.3532, Loss-Test: 6.4934, Best-Accuracy-Train: 0.0187, Best-Accuracy-Test: 0.0200
Epoch[86/1000] Learning-rate: 8e-05, Loss-Train: 6.2567, Loss-Test: 6.4750, Best-Accuracy-Train: 0.0240, Best-Accuracy-Test: 0.0160
Epoch[87/1000] Learning-rate: 8e-05, Loss-Train: 6.2172, Loss-Test: 6.4360, Best-Accuracy-Train: 0.0213, Best-Accuracy-Test: 0.0240
Epoch[88/1000] Learning-rate: 8e-05, Loss-Train: 6.1698, Loss-Test: 6.3894, Best-Accuracy-Train: 0.0267, Best-Accuracy-Test: 0.0200
Epoch[89/1000] Learning-rate: 8e-05, Loss-Train: 6.0977, Loss-Test: 6.3110, Best-Accuracy-Train: 0.0147, Best-Accuracy-Test: 0.0200
Epoch[90/1000] Learning-rate: 8e-05, Loss-Train: 6.0608, Loss-Test: 6.2496, Best-Accuracy-Train: 0.0173, Best-Accuracy-Test: 0.0200
Epoch[91/1000] Learning-rate: 8e-05, Loss-Train: 5.9742, Loss-Test: 6.1857, Best-Accuracy-Train: 0.0187, Best-Accuracy-Test: 0.0120
Epoch[92/1000] Learning-rate: 8e-05, Loss-Train: 5.9723, Loss-Test: 6.1336, Best-Accuracy-Train: 0.0160, Best-Accuracy-Test: 0.0120
Epoch[93/1000] Learning-rate: 8e-05, Loss-Train: 5.8433, Loss-Test: 6.0930, Best-Accuracy-Train: 0.0187, Best-Accuracy-Test: 0.0200
Epoch[94/1000] Learning-rate: 8e-05, Loss-Train: 5.8483, Loss-Test: 6.0039, Best-Accuracy-Train: 0.0227, Best-Accuracy-Test: 0.0160
Epoch[95/1000] Learning-rate: 8e-05, Loss-Train: 5.7423, Loss-Test: 5.9562, Best-Accuracy-Train: 0.0173, Best-Accuracy-Test: 0.0240
Epoch[96/1000] Learning-rate: 8e-05, Loss-Train: 5.7427, Loss-Test: 5.9491, Best-Accuracy-Train: 0.0280, Best-Accuracy-Test: 0.0200
Epoch[97/1000] Learning-rate: 8e-05, Loss-Train: 5.7096, Loss-Test: 5.9047, Best-Accuracy-Train: 0.0253, Best-Accuracy-Test: 0.0160
Epoch[98/1000] Learning-rate: 8e-05, Loss-Train: 5.5872, Loss-Test: 5.7816, Best-Accuracy-Train: 0.0267, Best-Accuracy-Test: 0.0240
Epoch[99/1000] Learning-rate: 8e-05, Loss-Train: 5.5256, Loss-Test: 5.7957, Best-Accuracy-Train: 0.0293, Best-Accuracy-Test: 0.0160
Epoch[100/1000] Learning-rate: 8e-05, Loss-Train: 5.4745, Loss-Test: 5.7216, Best-Accuracy-Train: 0.0307, Best-Accuracy-Test: 0.0240
Epoch[101/1000] Learning-rate: 8e-05, Loss-Train: 5.4633, Loss-Test: 5.6851, Best-Accuracy-Train: 0.0293, Best-Accuracy-Test: 0.0160
Epoch[102/1000] Learning-rate: 8e-05, Loss-Train: 5.3773, Loss-Test: 5.6314, Best-Accuracy-Train: 0.0267, Best-Accuracy-Test: 0.0280
Epoch[103/1000] Learning-rate: 8e-05, Loss-Train: 5.4021, Loss-Test: 5.5649, Best-Accuracy-Train: 0.0253, Best-Accuracy-Test: 0.0160
Epoch[104/1000] Learning-rate: 8e-05, Loss-Train: 5.3509, Loss-Test: 5.5739, Best-Accuracy-Train: 0.0293, Best-Accuracy-Test: 0.0160
Epoch[105/1000] Learning-rate: 8e-05, Loss-Train: 5.2659, Loss-Test: 5.4849, Best-Accuracy-Train: 0.0253, Best-Accuracy-Test: 0.0200
Epoch[106/1000] Learning-rate: 8e-05, Loss-Train: 5.2168, Loss-Test: 5.4226, Best-Accuracy-Train: 0.0213, Best-Accuracy-Test: 0.0120
Epoch[107/1000] Learning-rate: 8e-05, Loss-Train: 5.2226, Loss-Test: 5.4100, Best-Accuracy-Train: 0.0240, Best-Accuracy-Test: 0.0160
Epoch[108/1000] Learning-rate: 8e-05, Loss-Train: 5.2105, Loss-Test: 5.3589, Best-Accuracy-Train: 0.0267, Best-Accuracy-Test: 0.0200
Epoch[109/1000] Learning-rate: 8e-05, Loss-Train: 5.1477, Loss-Test: 5.3026, Best-Accuracy-Train: 0.0240, Best-Accuracy-Test: 0.0160
Epoch[110/1000] Learning-rate: 8e-05, Loss-Train: 5.0205, Loss-Test: 5.2850, Best-Accuracy-Train: 0.0240, Best-Accuracy-Test: 0.0160
Epoch[111/1000] Learning-rate: 8e-05, Loss-Train: 5.0166, Loss-Test: 5.2458, Best-Accuracy-Train: 0.0173, Best-Accuracy-Test: 0.0160
Epoch[112/1000] Learning-rate: 8e-05, Loss-Train: 4.9863, Loss-Test: 5.1769, Best-Accuracy-Train: 0.0213, Best-Accuracy-Test: 0.0200
Epoch[113/1000] Learning-rate: 8e-05, Loss-Train: 4.9710, Loss-Test: 5.1346, Best-Accuracy-Train: 0.0227, Best-Accuracy-Test: 0.0160
Epoch[114/1000] Learning-rate: 8e-05, Loss-Train: 4.8948, Loss-Test: 5.1276, Best-Accuracy-Train: 0.0227, Best-Accuracy-Test: 0.0160
Epoch[115/1000] Learning-rate: 8e-05, Loss-Train: 4.8848, Loss-Test: 5.0851, Best-Accuracy-Train: 0.0267, Best-Accuracy-Test: 0.0120
Epoch[116/1000] Learning-rate: 8e-05, Loss-Train: 4.7811, Loss-Test: 5.0528, Best-Accuracy-Train: 0.0293, Best-Accuracy-Test: 0.0080
Epoch[117/1000] Learning-rate: 8e-05, Loss-Train: 4.7747, Loss-Test: 5.0099, Best-Accuracy-Train: 0.0213, Best-Accuracy-Test: 0.0160
Epoch[118/1000] Learning-rate: 8e-05, Loss-Train: 4.7262, Loss-Test: 4.9770, Best-Accuracy-Train: 0.0187, Best-Accuracy-Test: 0.0120
Epoch[119/1000] Learning-rate: 8e-05, Loss-Train: 4.7657, Loss-Test: 4.9375, Best-Accuracy-Train: 0.0227, Best-Accuracy-Test: 0.0160
Epoch[120/1000] Learning-rate: 8e-05, Loss-Train: 4.6530, Loss-Test: 4.8810, Best-Accuracy-Train: 0.0227, Best-Accuracy-Test: 0.0120
Epoch[121/1000] Learning-rate: 8e-05, Loss-Train: 4.6294, Loss-Test: 4.8493, Best-Accuracy-Train: 0.0213, Best-Accuracy-Test: 0.0160
Epoch[122/1000] Learning-rate: 8e-05, Loss-Train: 4.6756, Loss-Test: 4.8187, Best-Accuracy-Train: 0.0253, Best-Accuracy-Test: 0.0240
Epoch[123/1000] Learning-rate: 8e-05, Loss-Train: 4.5340, Loss-Test: 4.8059, Best-Accuracy-Train: 0.0200, Best-Accuracy-Test: 0.0080
Epoch[124/1000] Learning-rate: 8e-05, Loss-Train: 4.5509, Loss-Test: 4.7283, Best-Accuracy-Train: 0.0187, Best-Accuracy-Test: 0.0280
Epoch[125/1000] Learning-rate: 8e-05, Loss-Train: 4.4805, Loss-Test: 4.7426, Best-Accuracy-Train: 0.0173, Best-Accuracy-Test: 0.0160
Epoch[126/1000] Learning-rate: 8e-05, Loss-Train: 4.5363, Loss-Test: 4.7076, Best-Accuracy-Train: 0.0227, Best-Accuracy-Test: 0.0160
Epoch[127/1000] Learning-rate: 8e-05, Loss-Train: 4.4242, Loss-Test: 4.6555, Best-Accuracy-Train: 0.0227, Best-Accuracy-Test: 0.0160
Epoch[128/1000] Learning-rate: 8e-05, Loss-Train: 4.4026, Loss-Test: 4.6465, Best-Accuracy-Train: 0.0240, Best-Accuracy-Test: 0.0200
Epoch[129/1000] Learning-rate: 8e-05, Loss-Train: 4.3727, Loss-Test: 4.5773, Best-Accuracy-Train: 0.0227, Best-Accuracy-Test: 0.0240
Epoch[130/1000] Learning-rate: 8e-05, Loss-Train: 4.3312, Loss-Test: 4.5694, Best-Accuracy-Train: 0.0293, Best-Accuracy-Test: 0.0200
Epoch[131/1000] Learning-rate: 8e-05, Loss-Train: 4.3083, Loss-Test: 4.5579, Best-Accuracy-Train: 0.0187, Best-Accuracy-Test: 0.0240
Epoch[132/1000] Learning-rate: 8e-05, Loss-Train: 4.2535, Loss-Test: 4.4934, Best-Accuracy-Train: 0.0253, Best-Accuracy-Test: 0.0240
Epoch[133/1000] Learning-rate: 8e-05, Loss-Train: 4.2785, Loss-Test: 4.4871, Best-Accuracy-Train: 0.0240, Best-Accuracy-Test: 0.0240
Epoch[134/1000] Learning-rate: 8e-05, Loss-Train: 4.2194, Loss-Test: 4.4743, Best-Accuracy-Train: 0.0227, Best-Accuracy-Test: 0.0280
Epoch[135/1000] Learning-rate: 8e-05, Loss-Train: 4.1656, Loss-Test: 4.3935, Best-Accuracy-Train: 0.0213, Best-Accuracy-Test: 0.0400
Epoch[136/1000] Learning-rate: 8e-05, Loss-Train: 4.1345, Loss-Test: 4.3747, Best-Accuracy-Train: 0.0173, Best-Accuracy-Test: 0.0360
Epoch[137/1000] Learning-rate: 8e-05, Loss-Train: 4.1563, Loss-Test: 4.3282, Best-Accuracy-Train: 0.0227, Best-Accuracy-Test: 0.0240
Epoch[138/1000] Learning-rate: 8e-05, Loss-Train: 4.0974, Loss-Test: 4.3391, Best-Accuracy-Train: 0.0293, Best-Accuracy-Test: 0.0400
Epoch[139/1000] Learning-rate: 8e-05, Loss-Train: 4.0777, Loss-Test: 4.2928, Best-Accuracy-Train: 0.0280, Best-Accuracy-Test: 0.0320
Epoch[140/1000] Learning-rate: 8e-05, Loss-Train: 4.0823, Loss-Test: 4.2550, Best-Accuracy-Train: 0.0280, Best-Accuracy-Test: 0.0200
Epoch[141/1000] Learning-rate: 8e-05, Loss-Train: 4.0119, Loss-Test: 4.2395, Best-Accuracy-Train: 0.0213, Best-Accuracy-Test: 0.0240
Epoch[142/1000] Learning-rate: 8e-05, Loss-Train: 3.9904, Loss-Test: 4.2308, Best-Accuracy-Train: 0.0213, Best-Accuracy-Test: 0.0320
Epoch[143/1000] Learning-rate: 8e-05, Loss-Train: 3.9484, Loss-Test: 4.1863, Best-Accuracy-Train: 0.0227, Best-Accuracy-Test: 0.0200
Epoch[144/1000] Learning-rate: 8e-05, Loss-Train: 3.9575, Loss-Test: 4.1903, Best-Accuracy-Train: 0.0200, Best-Accuracy-Test: 0.0240
Epoch[145/1000] Learning-rate: 8e-05, Loss-Train: 3.9562, Loss-Test: 4.1557, Best-Accuracy-Train: 0.0267, Best-Accuracy-Test: 0.0200
Epoch[146/1000] Learning-rate: 8e-05, Loss-Train: 3.8861, Loss-Test: 4.1524, Best-Accuracy-Train: 0.0253, Best-Accuracy-Test: 0.0320
Epoch[147/1000] Learning-rate: 8e-05, Loss-Train: 3.8657, Loss-Test: 4.0920, Best-Accuracy-Train: 0.0280, Best-Accuracy-Test: 0.0280
Epoch[148/1000] Learning-rate: 8e-05, Loss-Train: 3.8421, Loss-Test: 4.0679, Best-Accuracy-Train: 0.0240, Best-Accuracy-Test: 0.0200
Epoch[149/1000] Learning-rate: 8e-05, Loss-Train: 3.8026, Loss-Test: 4.0634, Best-Accuracy-Train: 0.0280, Best-Accuracy-Test: 0.0360
Epoch[150/1000] Learning-rate: 8e-05, Loss-Train: 3.8434, Loss-Test: 4.0380, Best-Accuracy-Train: 0.0293, Best-Accuracy-Test: 0.0280
Epoch[151/1000] Learning-rate: 8e-05, Loss-Train: 3.7871, Loss-Test: 3.9919, Best-Accuracy-Train: 0.0240, Best-Accuracy-Test: 0.0240
Epoch[152/1000] Learning-rate: 8e-05, Loss-Train: 3.7531, Loss-Test: 3.9763, Best-Accuracy-Train: 0.0240, Best-Accuracy-Test: 0.0280
Epoch[153/1000] Learning-rate: 8e-05, Loss-Train: 3.6955, Loss-Test: 3.9437, Best-Accuracy-Train: 0.0267, Best-Accuracy-Test: 0.0320
Epoch[154/1000] Learning-rate: 8e-05, Loss-Train: 3.7160, Loss-Test: 3.9194, Best-Accuracy-Train: 0.0280, Best-Accuracy-Test: 0.0280
Epoch[155/1000] Learning-rate: 8e-05, Loss-Train: 3.6715, Loss-Test: 3.9188, Best-Accuracy-Train: 0.0347, Best-Accuracy-Test: 0.0240
Epoch[156/1000] Learning-rate: 8e-05, Loss-Train: 3.6385, Loss-Test: 3.9126, Best-Accuracy-Train: 0.0293, Best-Accuracy-Test: 0.0280
Epoch[157/1000] Learning-rate: 8e-05, Loss-Train: 3.6455, Loss-Test: 3.8748, Best-Accuracy-Train: 0.0293, Best-Accuracy-Test: 0.0280
Epoch[158/1000] Learning-rate: 8e-05, Loss-Train: 3.5976, Loss-Test: 3.8388, Best-Accuracy-Train: 0.0240, Best-Accuracy-Test: 0.0200
Epoch[159/1000] Learning-rate: 8e-05, Loss-Train: 3.5895, Loss-Test: 3.8269, Best-Accuracy-Train: 0.0360, Best-Accuracy-Test: 0.0280
Epoch[160/1000] Learning-rate: 8e-05, Loss-Train: 3.5756, Loss-Test: 3.8042, Best-Accuracy-Train: 0.0320, Best-Accuracy-Test: 0.0280
Epoch[161/1000] Learning-rate: 8e-05, Loss-Train: 3.5806, Loss-Test: 3.7753, Best-Accuracy-Train: 0.0320, Best-Accuracy-Test: 0.0320
Epoch[162/1000] Learning-rate: 8e-05, Loss-Train: 3.5789, Loss-Test: 3.7581, Best-Accuracy-Train: 0.0427, Best-Accuracy-Test: 0.0320
Epoch[163/1000] Learning-rate: 8e-05, Loss-Train: 3.5077, Loss-Test: 3.7336, Best-Accuracy-Train: 0.0400, Best-Accuracy-Test: 0.0480
