Epoch[1/3000] Learning-rate: 0.001, Loss-Train: 762.9054, Loss-Test: 785.4552, Best-Accuracy-Train: 0.0000, Best-Accuracy-Test: 0.0000
Epoch[35/3000] Learning-rate: 0.001, Loss-Train: 16.5359, Loss-Test: 15.3100, Best-Accuracy-Train: 0.0040, Best-Accuracy-Test: 0.0120
Epoch[36/3000] Learning-rate: 0.001, Loss-Train: 15.2534, Loss-Test: 14.4580, Best-Accuracy-Train: 0.0040, Best-Accuracy-Test: 0.0160
Epoch[37/3000] Learning-rate: 0.001, Loss-Train: 14.3272, Loss-Test: 13.4807, Best-Accuracy-Train: 0.0080, Best-Accuracy-Test: 0.0120
Epoch[38/3000] Learning-rate: 0.001, Loss-Train: 13.4884, Loss-Test: 12.5988, Best-Accuracy-Train: 0.0040, Best-Accuracy-Test: 0.0080
Epoch[39/3000] Learning-rate: 0.001, Loss-Train: 12.6052, Loss-Test: 12.0384, Best-Accuracy-Train: 0.0107, Best-Accuracy-Test: 0.0120
Epoch[40/3000] Learning-rate: 0.001, Loss-Train: 12.1434, Loss-Test: 11.4931, Best-Accuracy-Train: 0.0093, Best-Accuracy-Test: 0.0040
Epoch[41/3000] Learning-rate: 0.001, Loss-Train: 11.3879, Loss-Test: 10.7542, Best-Accuracy-Train: 0.0053, Best-Accuracy-Test: 0.0120
Epoch[42/3000] Learning-rate: 0.001, Loss-Train: 10.8239, Loss-Test: 10.3118, Best-Accuracy-Train: 0.0067, Best-Accuracy-Test: 0.0040
Epoch[43/3000] Learning-rate: 0.001, Loss-Train: 10.4554, Loss-Test: 10.0485, Best-Accuracy-Train: 0.0160, Best-Accuracy-Test: 0.0080
Epoch[44/3000] Learning-rate: 0.001, Loss-Train: 10.0101, Loss-Test: 9.5531, Best-Accuracy-Train: 0.0107, Best-Accuracy-Test: 0.0160
Epoch[45/3000] Learning-rate: 0.001, Loss-Train: 9.5686, Loss-Test: 9.2012, Best-Accuracy-Train: 0.0093, Best-Accuracy-Test: 0.0000
Epoch[46/3000] Learning-rate: 0.001, Loss-Train: 9.1904, Loss-Test: 8.8148, Best-Accuracy-Train: 0.0107, Best-Accuracy-Test: 0.0080
Epoch[47/3000] Learning-rate: 0.001, Loss-Train: 8.8632, Loss-Test: 8.4527, Best-Accuracy-Train: 0.0080, Best-Accuracy-Test: 0.0040
Epoch[48/3000] Learning-rate: 0.001, Loss-Train: 8.5573, Loss-Test: 8.2852, Best-Accuracy-Train: 0.0147, Best-Accuracy-Test: 0.0200
Epoch[49/3000] Learning-rate: 0.001, Loss-Train: 8.2062, Loss-Test: 7.9015, Best-Accuracy-Train: 0.0093, Best-Accuracy-Test: 0.0040
Epoch[50/3000] Learning-rate: 0.001, Loss-Train: 7.9753, Loss-Test: 7.7127, Best-Accuracy-Train: 0.0147, Best-Accuracy-Test: 0.0080
Epoch[51/3000] Learning-rate: 0.001, Loss-Train: 7.6389, Loss-Test: 7.5706, Best-Accuracy-Train: 0.0080, Best-Accuracy-Test: 0.0000
Epoch[52/3000] Learning-rate: 0.001, Loss-Train: 7.4900, Loss-Test: 7.4924, Best-Accuracy-Train: 0.0133, Best-Accuracy-Test: 0.0080
Epoch[53/3000] Learning-rate: 0.001, Loss-Train: 7.3656, Loss-Test: 7.1442, Best-Accuracy-Train: 0.0093, Best-Accuracy-Test: 0.0120
Epoch[54/3000] Learning-rate: 0.001, Loss-Train: 7.0761, Loss-Test: 6.9254, Best-Accuracy-Train: 0.0120, Best-Accuracy-Test: 0.0080
Epoch[55/3000] Learning-rate: 0.001, Loss-Train: 6.9186, Loss-Test: 6.9991, Best-Accuracy-Train: 0.0147, Best-Accuracy-Test: 0.0000
Epoch[56/3000] Learning-rate: 0.001, Loss-Train: 6.7617, Loss-Test: 6.6130, Best-Accuracy-Train: 0.0093, Best-Accuracy-Test: 0.0000
Epoch[57/3000] Learning-rate: 0.001, Loss-Train: 6.5633, Loss-Test: 6.4567, Best-Accuracy-Train: 0.0107, Best-Accuracy-Test: 0.0000
Epoch[58/3000] Learning-rate: 0.001, Loss-Train: 6.4829, Loss-Test: 6.4894, Best-Accuracy-Train: 0.0067, Best-Accuracy-Test: 0.0080
Epoch[59/3000] Learning-rate: 0.001, Loss-Train: 6.2955, Loss-Test: 6.2615, Best-Accuracy-Train: 0.0093, Best-Accuracy-Test: 0.0040
Epoch[60/3000] Learning-rate: 0.001, Loss-Train: 6.1748, Loss-Test: 6.1952, Best-Accuracy-Train: 0.0120, Best-Accuracy-Test: 0.0120
Epoch[61/3000] Learning-rate: 0.001, Loss-Train: 6.0910, Loss-Test: 6.1305, Best-Accuracy-Train: 0.0093, Best-Accuracy-Test: 0.0000
Epoch[62/3000] Learning-rate: 0.001, Loss-Train: 5.9220, Loss-Test: 5.9610, Best-Accuracy-Train: 0.0147, Best-Accuracy-Test: 0.0160
Epoch[63/3000] Learning-rate: 0.001, Loss-Train: 5.7837, Loss-Test: 5.9142, Best-Accuracy-Train: 0.0080, Best-Accuracy-Test: 0.0120
Epoch[64/3000] Learning-rate: 0.001, Loss-Train: 5.7327, Loss-Test: 5.7161, Best-Accuracy-Train: 0.0093, Best-Accuracy-Test: 0.0320
Epoch[65/3000] Learning-rate: 0.001, Loss-Train: 5.6573, Loss-Test: 5.8070, Best-Accuracy-Train: 0.0133, Best-Accuracy-Test: 0.0200
Epoch[66/3000] Learning-rate: 0.001, Loss-Train: 5.5161, Loss-Test: 5.6478, Best-Accuracy-Train: 0.0107, Best-Accuracy-Test: 0.0160
Epoch[67/3000] Learning-rate: 0.001, Loss-Train: 5.4678, Loss-Test: 5.5953, Best-Accuracy-Train: 0.0173, Best-Accuracy-Test: 0.0080
Epoch[68/3000] Learning-rate: 0.001, Loss-Train: 5.3585, Loss-Test: 5.4055, Best-Accuracy-Train: 0.0133, Best-Accuracy-Test: 0.0120
Epoch[69/3000] Learning-rate: 0.001, Loss-Train: 5.2576, Loss-Test: 5.5574, Best-Accuracy-Train: 0.0120, Best-Accuracy-Test: 0.0120
Epoch[70/3000] Learning-rate: 0.001, Loss-Train: 5.2561, Loss-Test: 5.3821, Best-Accuracy-Train: 0.0160, Best-Accuracy-Test: 0.0080
Epoch[71/3000] Learning-rate: 0.001, Loss-Train: 5.1442, Loss-Test: 5.2430, Best-Accuracy-Train: 0.0080, Best-Accuracy-Test: 0.0080
Epoch[72/3000] Learning-rate: 0.001, Loss-Train: 5.0829, Loss-Test: 5.1498, Best-Accuracy-Train: 0.0200, Best-Accuracy-Test: 0.0240
Epoch[73/3000] Learning-rate: 0.001, Loss-Train: 5.0411, Loss-Test: 5.1349, Best-Accuracy-Train: 0.0253, Best-Accuracy-Test: 0.0200
Epoch[74/3000] Learning-rate: 0.001, Loss-Train: 5.0030, Loss-Test: 5.0605, Best-Accuracy-Train: 0.0080, Best-Accuracy-Test: 0.0120
Epoch[75/3000] Learning-rate: 0.001, Loss-Train: 4.8938, Loss-Test: 5.0538, Best-Accuracy-Train: 0.0240, Best-Accuracy-Test: 0.0160
Epoch[76/3000] Learning-rate: 0.001, Loss-Train: 4.8590, Loss-Test: 4.9692, Best-Accuracy-Train: 0.0093, Best-Accuracy-Test: 0.0200
Epoch[77/3000] Learning-rate: 0.001, Loss-Train: 4.7837, Loss-Test: 4.8636, Best-Accuracy-Train: 0.0120, Best-Accuracy-Test: 0.0080
Epoch[78/3000] Learning-rate: 0.001, Loss-Train: 4.7662, Loss-Test: 4.8522, Best-Accuracy-Train: 0.0160, Best-Accuracy-Test: 0.0000
Epoch[79/3000] Learning-rate: 0.001, Loss-Train: 4.7472, Loss-Test: 4.8703, Best-Accuracy-Train: 0.0160, Best-Accuracy-Test: 0.0240
Epoch[80/3000] Learning-rate: 0.001, Loss-Train: 4.6385, Loss-Test: 4.8005, Best-Accuracy-Train: 0.0173, Best-Accuracy-Test: 0.0160
Epoch[81/3000] Learning-rate: 0.001, Loss-Train: 4.5555, Loss-Test: 4.7049, Best-Accuracy-Train: 0.0120, Best-Accuracy-Test: 0.0080
Epoch[82/3000] Learning-rate: 0.001, Loss-Train: 4.5126, Loss-Test: 4.6345, Best-Accuracy-Train: 0.0160, Best-Accuracy-Test: 0.0120
Epoch[83/3000] Learning-rate: 0.001, Loss-Train: 4.4855, Loss-Test: 4.6493, Best-Accuracy-Train: 0.0160, Best-Accuracy-Test: 0.0080
Epoch[84/3000] Learning-rate: 0.001, Loss-Train: 4.4197, Loss-Test: 4.5710, Best-Accuracy-Train: 0.0213, Best-Accuracy-Test: 0.0160
Epoch[85/3000] Learning-rate: 0.001, Loss-Train: 4.4300, Loss-Test: 4.5515, Best-Accuracy-Train: 0.0173, Best-Accuracy-Test: 0.0120
Epoch[86/3000] Learning-rate: 0.001, Loss-Train: 4.3317, Loss-Test: 4.4704, Best-Accuracy-Train: 0.0187, Best-Accuracy-Test: 0.0160
Epoch[87/3000] Learning-rate: 0.001, Loss-Train: 4.3326, Loss-Test: 4.6357, Best-Accuracy-Train: 0.0147, Best-Accuracy-Test: 0.0080
Epoch[88/3000] Learning-rate: 0.001, Loss-Train: 4.2624, Loss-Test: 4.4336, Best-Accuracy-Train: 0.0253, Best-Accuracy-Test: 0.0000
Epoch[89/3000] Learning-rate: 0.001, Loss-Train: 4.2697, Loss-Test: 4.3355, Best-Accuracy-Train: 0.0160, Best-Accuracy-Test: 0.0240
Epoch[90/3000] Learning-rate: 0.001, Loss-Train: 4.2967, Loss-Test: 4.3717, Best-Accuracy-Train: 0.0227, Best-Accuracy-Test: 0.0240
Epoch[91/3000] Learning-rate: 0.001, Loss-Train: 4.0952, Loss-Test: 4.2382, Best-Accuracy-Train: 0.0133, Best-Accuracy-Test: 0.0080
Epoch[92/3000] Learning-rate: 0.001, Loss-Train: 4.0330, Loss-Test: 4.2508, Best-Accuracy-Train: 0.0213, Best-Accuracy-Test: 0.0120
Epoch[93/3000] Learning-rate: 0.001, Loss-Train: 4.0789, Loss-Test: 4.1395, Best-Accuracy-Train: 0.0120, Best-Accuracy-Test: 0.0280
Epoch[94/3000] Learning-rate: 0.001, Loss-Train: 4.0095, Loss-Test: 4.1499, Best-Accuracy-Train: 0.0160, Best-Accuracy-Test: 0.0160
Epoch[95/3000] Learning-rate: 0.001, Loss-Train: 3.9391, Loss-Test: 4.1096, Best-Accuracy-Train: 0.0160, Best-Accuracy-Test: 0.0160
Epoch[96/3000] Learning-rate: 0.001, Loss-Train: 3.9596, Loss-Test: 4.2232, Best-Accuracy-Train: 0.0187, Best-Accuracy-Test: 0.0040
Epoch[97/3000] Learning-rate: 0.001, Loss-Train: 3.9701, Loss-Test: 4.0535, Best-Accuracy-Train: 0.0187, Best-Accuracy-Test: 0.0040
Epoch[98/3000] Learning-rate: 0.001, Loss-Train: 3.8778, Loss-Test: 4.0591, Best-Accuracy-Train: 0.0200, Best-Accuracy-Test: 0.0040
Epoch[99/3000] Learning-rate: 0.001, Loss-Train: 3.8436, Loss-Test: 3.9241, Best-Accuracy-Train: 0.0120, Best-Accuracy-Test: 0.0160
Epoch[100/3000] Learning-rate: 0.001, Loss-Train: 3.8153, Loss-Test: 3.9486, Best-Accuracy-Train: 0.0173, Best-Accuracy-Test: 0.0200
Epoch[101/3000] Learning-rate: 0.001, Loss-Train: 3.8119, Loss-Test: 3.8730, Best-Accuracy-Train: 0.0160, Best-Accuracy-Test: 0.0080
Epoch[102/3000] Learning-rate: 0.001, Loss-Train: 3.7482, Loss-Test: 3.9610, Best-Accuracy-Train: 0.0120, Best-Accuracy-Test: 0.0160
Epoch[103/3000] Learning-rate: 0.001, Loss-Train: 3.7823, Loss-Test: 3.9940, Best-Accuracy-Train: 0.0067, Best-Accuracy-Test: 0.0160
Epoch[104/3000] Learning-rate: 0.001, Loss-Train: 3.6502, Loss-Test: 3.8325, Best-Accuracy-Train: 0.0253, Best-Accuracy-Test: 0.0120
Epoch[105/3000] Learning-rate: 0.001, Loss-Train: 3.7173, Loss-Test: 3.9094, Best-Accuracy-Train: 0.0173, Best-Accuracy-Test: 0.0160
Epoch[106/3000] Learning-rate: 0.001, Loss-Train: 3.6909, Loss-Test: 3.9921, Best-Accuracy-Train: 0.0093, Best-Accuracy-Test: 0.0120
Epoch[107/3000] Learning-rate: 0.001, Loss-Train: 3.6164, Loss-Test: 3.7643, Best-Accuracy-Train: 0.0200, Best-Accuracy-Test: 0.0080
Epoch[108/3000] Learning-rate: 0.001, Loss-Train: 3.5329, Loss-Test: 3.7319, Best-Accuracy-Train: 0.0240, Best-Accuracy-Test: 0.0120
Epoch[109/3000] Learning-rate: 0.001, Loss-Train: 3.5369, Loss-Test: 3.6672, Best-Accuracy-Train: 0.0240, Best-Accuracy-Test: 0.0320
Epoch[110/3000] Learning-rate: 0.001, Loss-Train: 3.5538, Loss-Test: 3.7606, Best-Accuracy-Train: 0.0147, Best-Accuracy-Test: 0.0000
Epoch[111/3000] Learning-rate: 0.001, Loss-Train: 3.5228, Loss-Test: 3.7087, Best-Accuracy-Train: 0.0147, Best-Accuracy-Test: 0.0240
Epoch[112/3000] Learning-rate: 0.001, Loss-Train: 3.4499, Loss-Test: 3.5818, Best-Accuracy-Train: 0.0120, Best-Accuracy-Test: 0.0200
Epoch[113/3000] Learning-rate: 0.001, Loss-Train: 3.4096, Loss-Test: 3.5898, Best-Accuracy-Train: 0.0213, Best-Accuracy-Test: 0.0240
Epoch[114/3000] Learning-rate: 0.001, Loss-Train: 3.4033, Loss-Test: 3.6062, Best-Accuracy-Train: 0.0267, Best-Accuracy-Test: 0.0240
Epoch[115/3000] Learning-rate: 0.001, Loss-Train: 3.3520, Loss-Test: 3.4893, Best-Accuracy-Train: 0.0173, Best-Accuracy-Test: 0.0080
Epoch[116/3000] Learning-rate: 0.001, Loss-Train: 3.3335, Loss-Test: 3.7833, Best-Accuracy-Train: 0.0200, Best-Accuracy-Test: 0.0080
Epoch[117/3000] Learning-rate: 0.001, Loss-Train: 3.3538, Loss-Test: 3.5326, Best-Accuracy-Train: 0.0160, Best-Accuracy-Test: 0.0240
Epoch[118/3000] Learning-rate: 0.001, Loss-Train: 3.3848, Loss-Test: 3.4486, Best-Accuracy-Train: 0.0173, Best-Accuracy-Test: 0.0320
Epoch[119/3000] Learning-rate: 0.001, Loss-Train: 3.2806, Loss-Test: 3.5771, Best-Accuracy-Train: 0.0213, Best-Accuracy-Test: 0.0080
Epoch[120/3000] Learning-rate: 0.001, Loss-Train: 3.2860, Loss-Test: 3.4874, Best-Accuracy-Train: 0.0200, Best-Accuracy-Test: 0.0120
Epoch[121/3000] Learning-rate: 0.001, Loss-Train: 3.3001, Loss-Test: 3.6627, Best-Accuracy-Train: 0.0227, Best-Accuracy-Test: 0.0320
Epoch[122/3000] Learning-rate: 0.001, Loss-Train: 3.2365, Loss-Test: 3.5604, Best-Accuracy-Train: 0.0160, Best-Accuracy-Test: 0.0160
Epoch[123/3000] Learning-rate: 0.001, Loss-Train: 3.2290, Loss-Test: 3.3080, Best-Accuracy-Train: 0.0173, Best-Accuracy-Test: 0.0200
Epoch[124/3000] Learning-rate: 0.001, Loss-Train: 3.2145, Loss-Test: 3.3104, Best-Accuracy-Train: 0.0200, Best-Accuracy-Test: 0.0200
Epoch[125/3000] Learning-rate: 0.001, Loss-Train: 3.1632, Loss-Test: 3.3093, Best-Accuracy-Train: 0.0240, Best-Accuracy-Test: 0.0120
Epoch[126/3000] Learning-rate: 0.001, Loss-Train: 3.1342, Loss-Test: 3.2596, Best-Accuracy-Train: 0.0147, Best-Accuracy-Test: 0.0160
Epoch[127/3000] Learning-rate: 0.001, Loss-Train: 3.0807, Loss-Test: 3.2885, Best-Accuracy-Train: 0.0107, Best-Accuracy-Test: 0.0040
Epoch[128/3000] Learning-rate: 0.001, Loss-Train: 3.0884, Loss-Test: 3.2420, Best-Accuracy-Train: 0.0173, Best-Accuracy-Test: 0.0160
Epoch[129/3000] Learning-rate: 0.001, Loss-Train: 3.0256, Loss-Test: 3.2275, Best-Accuracy-Train: 0.0093, Best-Accuracy-Test: 0.0160
Epoch[130/3000] Learning-rate: 0.001, Loss-Train: 3.0129, Loss-Test: 3.2485, Best-Accuracy-Train: 0.0173, Best-Accuracy-Test: 0.0080
Epoch[131/3000] Learning-rate: 0.001, Loss-Train: 3.0277, Loss-Test: 3.1621, Best-Accuracy-Train: 0.0147, Best-Accuracy-Test: 0.0160
Epoch[132/3000] Learning-rate: 0.001, Loss-Train: 2.9726, Loss-Test: 3.2012, Best-Accuracy-Train: 0.0187, Best-Accuracy-Test: 0.0160
Epoch[133/3000] Learning-rate: 0.001, Loss-Train: 2.9631, Loss-Test: 3.1980, Best-Accuracy-Train: 0.0240, Best-Accuracy-Test: 0.0120
Epoch[134/3000] Learning-rate: 0.001, Loss-Train: 2.9473, Loss-Test: 3.1551, Best-Accuracy-Train: 0.0200, Best-Accuracy-Test: 0.0080
Epoch[135/3000] Learning-rate: 0.001, Loss-Train: 2.8881, Loss-Test: 3.0758, Best-Accuracy-Train: 0.0240, Best-Accuracy-Test: 0.0120
Epoch[136/3000] Learning-rate: 0.001, Loss-Train: 2.9067, Loss-Test: 3.0590, Best-Accuracy-Train: 0.0147, Best-Accuracy-Test: 0.0080
Epoch[137/3000] Learning-rate: 0.001, Loss-Train: 2.9013, Loss-Test: 3.0316, Best-Accuracy-Train: 0.0160, Best-Accuracy-Test: 0.0240
Epoch[138/3000] Learning-rate: 0.001, Loss-Train: 2.8960, Loss-Test: 3.0423, Best-Accuracy-Train: 0.0120, Best-Accuracy-Test: 0.0040
Epoch[139/3000] Learning-rate: 0.001, Loss-Train: 2.8416, Loss-Test: 3.2504, Best-Accuracy-Train: 0.0040, Best-Accuracy-Test: 0.0120
Epoch[140/3000] Learning-rate: 0.001, Loss-Train: 2.9045, Loss-Test: 3.1677, Best-Accuracy-Train: 0.0147, Best-Accuracy-Test: 0.0120
Epoch[141/3000] Learning-rate: 0.001, Loss-Train: 2.9605, Loss-Test: 3.0090, Best-Accuracy-Train: 0.0173, Best-Accuracy-Test: 0.0280
Epoch[142/3000] Learning-rate: 0.001, Loss-Train: 2.8371, Loss-Test: 3.1081, Best-Accuracy-Train: 0.0187, Best-Accuracy-Test: 0.0200
Epoch[143/3000] Learning-rate: 0.001, Loss-Train: 2.8151, Loss-Test: 3.0061, Best-Accuracy-Train: 0.0213, Best-Accuracy-Test: 0.0240
Epoch[144/3000] Learning-rate: 0.001, Loss-Train: 2.7809, Loss-Test: 2.9059, Best-Accuracy-Train: 0.0160, Best-Accuracy-Test: 0.0280
Epoch[145/3000] Learning-rate: 0.001, Loss-Train: 2.7466, Loss-Test: 2.9955, Best-Accuracy-Train: 0.0227, Best-Accuracy-Test: 0.0120
Epoch[146/3000] Learning-rate: 0.001, Loss-Train: 2.7509, Loss-Test: 2.9005, Best-Accuracy-Train: 0.0173, Best-Accuracy-Test: 0.0200
Epoch[147/3000] Learning-rate: 0.001, Loss-Train: 2.8283, Loss-Test: 3.1002, Best-Accuracy-Train: 0.0187, Best-Accuracy-Test: 0.0320
Epoch[148/3000] Learning-rate: 0.001, Loss-Train: 2.7869, Loss-Test: 2.9939, Best-Accuracy-Train: 0.0173, Best-Accuracy-Test: 0.0200
Epoch[149/3000] Learning-rate: 0.001, Loss-Train: 2.6876, Loss-Test: 2.8403, Best-Accuracy-Train: 0.0173, Best-Accuracy-Test: 0.0240
Epoch[150/3000] Learning-rate: 0.001, Loss-Train: 2.6759, Loss-Test: 2.9399, Best-Accuracy-Train: 0.0173, Best-Accuracy-Test: 0.0160
Epoch[151/3000] Learning-rate: 0.001, Loss-Train: 2.6596, Loss-Test: 2.8402, Best-Accuracy-Train: 0.0227, Best-Accuracy-Test: 0.0200
Epoch[152/3000] Learning-rate: 0.001, Loss-Train: 2.6385, Loss-Test: 2.8686, Best-Accuracy-Train: 0.0147, Best-Accuracy-Test: 0.0080
Epoch[153/3000] Learning-rate: 0.001, Loss-Train: 2.6861, Loss-Test: 2.9053, Best-Accuracy-Train: 0.0133, Best-Accuracy-Test: 0.0240
Epoch[154/3000] Learning-rate: 0.001, Loss-Train: 2.7366, Loss-Test: 2.9196, Best-Accuracy-Train: 0.0173, Best-Accuracy-Test: 0.0080
Epoch[155/3000] Learning-rate: 0.001, Loss-Train: 2.6624, Loss-Test: 2.7916, Best-Accuracy-Train: 0.0147, Best-Accuracy-Test: 0.0040
Epoch[156/3000] Learning-rate: 0.001, Loss-Train: 2.6165, Loss-Test: 2.8755, Best-Accuracy-Train: 0.0147, Best-Accuracy-Test: 0.0120
Epoch[157/3000] Learning-rate: 0.001, Loss-Train: 2.5961, Loss-Test: 2.8362, Best-Accuracy-Train: 0.0173, Best-Accuracy-Test: 0.0160
Epoch[158/3000] Learning-rate: 0.001, Loss-Train: 2.5776, Loss-Test: 2.8195, Best-Accuracy-Train: 0.0160, Best-Accuracy-Test: 0.0120
Epoch[159/3000] Learning-rate: 0.001, Loss-Train: 2.5689, Loss-Test: 2.8091, Best-Accuracy-Train: 0.0173, Best-Accuracy-Test: 0.0080
Epoch[160/3000] Learning-rate: 0.001, Loss-Train: 2.4956, Loss-Test: 2.7196, Best-Accuracy-Train: 0.0240, Best-Accuracy-Test: 0.0240
Epoch[161/3000] Learning-rate: 0.001, Loss-Train: 2.4889, Loss-Test: 2.7366, Best-Accuracy-Train: 0.0160, Best-Accuracy-Test: 0.0080
Epoch[162/3000] Learning-rate: 0.001, Loss-Train: 2.5090, Loss-Test: 2.7127, Best-Accuracy-Train: 0.0093, Best-Accuracy-Test: 0.0200
Epoch[163/3000] Learning-rate: 0.001, Loss-Train: 2.5052, Loss-Test: 2.6873, Best-Accuracy-Train: 0.0173, Best-Accuracy-Test: 0.0120
Epoch[164/3000] Learning-rate: 0.001, Loss-Train: 2.4849, Loss-Test: 2.6942, Best-Accuracy-Train: 0.0187, Best-Accuracy-Test: 0.0160
Epoch[165/3000] Learning-rate: 0.001, Loss-Train: 2.4527, Loss-Test: 2.6486, Best-Accuracy-Train: 0.0227, Best-Accuracy-Test: 0.0120
