Epoch[1/2000] Learning-rate: 0.003, Loss-Train: 730.8140, Loss-test: 730.8140 MEE-Train: 42.8785, MEE-test: 42.1321
Epoch[33/2000] Learning-rate: 0.003, Loss-Train: 19.4673, Loss-test: 19.4673 MEE-Train: 16.7979, MEE-test: 15.7421
Epoch[34/2000] Learning-rate: 0.003, Loss-Train: 18.5526, Loss-test: 18.5526 MEE-Train: 16.5069, MEE-test: 15.4726
Epoch[35/2000] Learning-rate: 0.003, Loss-Train: 17.9152, Loss-test: 17.9152 MEE-Train: 16.2257, MEE-test: 15.2154
Epoch[36/2000] Learning-rate: 0.003, Loss-Train: 16.8381, Loss-test: 16.8381 MEE-Train: 15.9557, MEE-test: 14.9671
Epoch[37/2000] Learning-rate: 0.003, Loss-Train: 15.8137, Loss-test: 15.8137 MEE-Train: 15.6949, MEE-test: 14.7278
Epoch[38/2000] Learning-rate: 0.003, Loss-Train: 14.8121, Loss-test: 14.8121 MEE-Train: 15.4442, MEE-test: 14.4963
Epoch[39/2000] Learning-rate: 0.003, Loss-Train: 13.9046, Loss-test: 13.9046 MEE-Train: 15.2017, MEE-test: 14.2722
Epoch[40/2000] Learning-rate: 0.003, Loss-Train: 12.8514, Loss-test: 12.8514 MEE-Train: 14.9668, MEE-test: 14.0535
Epoch[41/2000] Learning-rate: 0.003, Loss-Train: 11.8490, Loss-test: 11.8490 MEE-Train: 14.7382, MEE-test: 13.8400
Epoch[42/2000] Learning-rate: 0.003, Loss-Train: 11.0430, Loss-test: 11.0430 MEE-Train: 14.5157, MEE-test: 13.6321
Epoch[43/2000] Learning-rate: 0.003, Loss-Train: 10.3153, Loss-test: 10.3153 MEE-Train: 14.2995, MEE-test: 13.4297
Epoch[44/2000] Learning-rate: 0.003, Loss-Train: 9.7228, Loss-test: 9.7228 MEE-Train: 14.0891, MEE-test: 13.2329
Epoch[45/2000] Learning-rate: 0.003, Loss-Train: 9.1664, Loss-test: 9.1664 MEE-Train: 13.8850, MEE-test: 13.0412
Epoch[46/2000] Learning-rate: 0.003, Loss-Train: 8.6587, Loss-test: 8.6587 MEE-Train: 13.6867, MEE-test: 12.8544
Epoch[47/2000] Learning-rate: 0.003, Loss-Train: 8.2337, Loss-test: 8.2337 MEE-Train: 13.4939, MEE-test: 12.6726
Epoch[48/2000] Learning-rate: 0.003, Loss-Train: 7.8729, Loss-test: 7.8729 MEE-Train: 13.3063, MEE-test: 12.4959
Epoch[49/2000] Learning-rate: 0.003, Loss-Train: 7.4945, Loss-test: 7.4945 MEE-Train: 13.1240, MEE-test: 12.3235
Epoch[50/2000] Learning-rate: 0.003, Loss-Train: 7.1188, Loss-test: 7.1188 MEE-Train: 12.9465, MEE-test: 12.1552
Epoch[51/2000] Learning-rate: 0.003, Loss-Train: 6.7911, Loss-test: 6.7911 MEE-Train: 12.7737, MEE-test: 11.9911
Epoch[52/2000] Learning-rate: 0.003, Loss-Train: 6.5150, Loss-test: 6.5150 MEE-Train: 12.6053, MEE-test: 11.8314
Epoch[53/2000] Learning-rate: 0.003, Loss-Train: 6.2838, Loss-test: 6.2838 MEE-Train: 12.4412, MEE-test: 11.6761
Epoch[54/2000] Learning-rate: 0.003, Loss-Train: 6.0646, Loss-test: 6.0646 MEE-Train: 12.2815, MEE-test: 11.5250
Epoch[55/2000] Learning-rate: 0.003, Loss-Train: 5.8690, Loss-test: 5.8690 MEE-Train: 12.1259, MEE-test: 11.3780
Epoch[56/2000] Learning-rate: 0.003, Loss-Train: 5.6954, Loss-test: 5.6954 MEE-Train: 11.9744, MEE-test: 11.2351
Epoch[57/2000] Learning-rate: 0.003, Loss-Train: 5.5343, Loss-test: 5.5343 MEE-Train: 11.8269, MEE-test: 11.0963
Epoch[58/2000] Learning-rate: 0.003, Loss-Train: 5.3770, Loss-test: 5.3770 MEE-Train: 11.6835, MEE-test: 10.9613
Epoch[59/2000] Learning-rate: 0.003, Loss-Train: 5.2283, Loss-test: 5.2283 MEE-Train: 11.5438, MEE-test: 10.8300
Epoch[60/2000] Learning-rate: 0.003, Loss-Train: 5.1014, Loss-test: 5.1014 MEE-Train: 11.4079, MEE-test: 10.7022
Epoch[61/2000] Learning-rate: 0.003, Loss-Train: 4.9921, Loss-test: 4.9921 MEE-Train: 11.2756, MEE-test: 10.5781
Epoch[62/2000] Learning-rate: 0.003, Loss-Train: 4.8912, Loss-test: 4.8912 MEE-Train: 11.1468, MEE-test: 10.4575
Epoch[63/2000] Learning-rate: 0.003, Loss-Train: 4.7926, Loss-test: 4.7926 MEE-Train: 11.0215, MEE-test: 10.3401
Epoch[64/2000] Learning-rate: 0.003, Loss-Train: 4.6996, Loss-test: 4.6996 MEE-Train: 10.8994, MEE-test: 10.2259
Epoch[65/2000] Learning-rate: 0.003, Loss-Train: 4.6129, Loss-test: 4.6129 MEE-Train: 10.7806, MEE-test: 10.1148
Epoch[66/2000] Learning-rate: 0.003, Loss-Train: 4.5269, Loss-test: 4.5269 MEE-Train: 10.6648, MEE-test: 10.0067
Epoch[67/2000] Learning-rate: 0.003, Loss-Train: 4.4403, Loss-test: 4.4403 MEE-Train: 10.5519, MEE-test: 9.9013
Epoch[68/2000] Learning-rate: 0.003, Loss-Train: 4.3577, Loss-test: 4.3577 MEE-Train: 10.4419, MEE-test: 9.7985
Epoch[69/2000] Learning-rate: 0.003, Loss-Train: 4.2807, Loss-test: 4.2807 MEE-Train: 10.3346, MEE-test: 9.6984
Epoch[70/2000] Learning-rate: 0.003, Loss-Train: 4.2060, Loss-test: 4.2060 MEE-Train: 10.2300, MEE-test: 9.6008
Epoch[71/2000] Learning-rate: 0.003, Loss-Train: 4.1308, Loss-test: 4.1308 MEE-Train: 10.1279, MEE-test: 9.5056
Epoch[72/2000] Learning-rate: 0.003, Loss-Train: 4.0582, Loss-test: 4.0582 MEE-Train: 10.0282, MEE-test: 9.4127
Epoch[73/2000] Learning-rate: 0.003, Loss-Train: 3.9912, Loss-test: 3.9912 MEE-Train: 9.9309, MEE-test: 9.3220
Epoch[74/2000] Learning-rate: 0.003, Loss-Train: 3.9283, Loss-test: 3.9283 MEE-Train: 9.8359, MEE-test: 9.2335
Epoch[75/2000] Learning-rate: 0.003, Loss-Train: 3.8659, Loss-test: 3.8659 MEE-Train: 9.7431, MEE-test: 9.1471
Epoch[76/2000] Learning-rate: 0.003, Loss-Train: 3.8036, Loss-test: 3.8036 MEE-Train: 9.6525, MEE-test: 9.0626
Epoch[77/2000] Learning-rate: 0.003, Loss-Train: 3.7438, Loss-test: 3.7438 MEE-Train: 9.5639, MEE-test: 8.9801
Epoch[78/2000] Learning-rate: 0.003, Loss-Train: 3.6873, Loss-test: 3.6873 MEE-Train: 9.4773, MEE-test: 8.8994
Epoch[79/2000] Learning-rate: 0.003, Loss-Train: 3.6329, Loss-test: 3.6329 MEE-Train: 9.3926, MEE-test: 8.8206
Epoch[80/2000] Learning-rate: 0.003, Loss-Train: 3.5797, Loss-test: 3.5797 MEE-Train: 9.3097, MEE-test: 8.7435
Epoch[81/2000] Learning-rate: 0.003, Loss-Train: 3.5280, Loss-test: 3.5280 MEE-Train: 9.2287, MEE-test: 8.6681
Epoch[82/2000] Learning-rate: 0.003, Loss-Train: 3.4782, Loss-test: 3.4782 MEE-Train: 9.1494, MEE-test: 8.5943
Epoch[83/2000] Learning-rate: 0.003, Loss-Train: 3.4295, Loss-test: 3.4295 MEE-Train: 9.0717, MEE-test: 8.5220
Epoch[84/2000] Learning-rate: 0.003, Loss-Train: 3.3815, Loss-test: 3.3815 MEE-Train: 8.9957, MEE-test: 8.4513
Epoch[85/2000] Learning-rate: 0.003, Loss-Train: 3.3345, Loss-test: 3.3345 MEE-Train: 8.9213, MEE-test: 8.3821
Epoch[86/2000] Learning-rate: 0.003, Loss-Train: 3.2888, Loss-test: 3.2888 MEE-Train: 8.8484, MEE-test: 8.3142
Epoch[87/2000] Learning-rate: 0.003, Loss-Train: 3.2443, Loss-test: 3.2443 MEE-Train: 8.7769, MEE-test: 8.2478
Epoch[88/2000] Learning-rate: 0.003, Loss-Train: 3.2010, Loss-test: 3.2010 MEE-Train: 8.7069, MEE-test: 8.1827
Epoch[89/2000] Learning-rate: 0.003, Loss-Train: 3.1592, Loss-test: 3.1592 MEE-Train: 8.6383, MEE-test: 8.1188
Epoch[90/2000] Learning-rate: 0.003, Loss-Train: 3.1187, Loss-test: 3.1187 MEE-Train: 8.5711, MEE-test: 8.0563
Epoch[91/2000] Learning-rate: 0.003, Loss-Train: 3.0791, Loss-test: 3.0791 MEE-Train: 8.5051, MEE-test: 7.9949
Epoch[92/2000] Learning-rate: 0.003, Loss-Train: 3.0401, Loss-test: 3.0401 MEE-Train: 8.4404, MEE-test: 7.9347
Epoch[93/2000] Learning-rate: 0.003, Loss-Train: 3.0020, Loss-test: 3.0020 MEE-Train: 8.3769, MEE-test: 7.8757
Epoch[94/2000] Learning-rate: 0.003, Loss-Train: 2.9651, Loss-test: 2.9651 MEE-Train: 8.3146, MEE-test: 7.8178
Epoch[95/2000] Learning-rate: 0.003, Loss-Train: 2.9292, Loss-test: 2.9292 MEE-Train: 8.2535, MEE-test: 7.7609
Epoch[96/2000] Learning-rate: 0.003, Loss-Train: 2.8941, Loss-test: 2.8941 MEE-Train: 8.1935, MEE-test: 7.7051
Epoch[97/2000] Learning-rate: 0.003, Loss-Train: 2.8597, Loss-test: 2.8597 MEE-Train: 8.1346, MEE-test: 7.6503
Epoch[98/2000] Learning-rate: 0.003, Loss-Train: 2.8263, Loss-test: 2.8263 MEE-Train: 8.0767, MEE-test: 7.5965
Epoch[99/2000] Learning-rate: 0.003, Loss-Train: 2.7938, Loss-test: 2.7938 MEE-Train: 8.0199, MEE-test: 7.5437
Epoch[100/2000] Learning-rate: 0.003, Loss-Train: 2.7619, Loss-test: 2.7619 MEE-Train: 7.9641, MEE-test: 7.4918
Epoch[101/2000] Learning-rate: 0.003, Loss-Train: 2.7307, Loss-test: 2.7307 MEE-Train: 7.9092, MEE-test: 7.4408
Epoch[102/2000] Learning-rate: 0.003, Loss-Train: 2.7003, Loss-test: 2.7003 MEE-Train: 7.8553, MEE-test: 7.3907
Epoch[103/2000] Learning-rate: 0.003, Loss-Train: 2.6705, Loss-test: 2.6705 MEE-Train: 7.8024, MEE-test: 7.3415
Epoch[104/2000] Learning-rate: 0.003, Loss-Train: 2.6415, Loss-test: 2.6415 MEE-Train: 7.7503, MEE-test: 7.2931
Epoch[105/2000] Learning-rate: 0.003, Loss-Train: 2.6131, Loss-test: 2.6131 MEE-Train: 7.6991, MEE-test: 7.2455
Epoch[106/2000] Learning-rate: 0.003, Loss-Train: 2.5853, Loss-test: 2.5853 MEE-Train: 7.6487, MEE-test: 7.1988
Epoch[107/2000] Learning-rate: 0.003, Loss-Train: 2.5582, Loss-test: 2.5582 MEE-Train: 7.5992, MEE-test: 7.1527
Epoch[108/2000] Learning-rate: 0.003, Loss-Train: 2.5317, Loss-test: 2.5317 MEE-Train: 7.5505, MEE-test: 7.1075
Epoch[109/2000] Learning-rate: 0.003, Loss-Train: 2.5058, Loss-test: 2.5058 MEE-Train: 7.5025, MEE-test: 7.0630
Epoch[110/2000] Learning-rate: 0.003, Loss-Train: 2.4805, Loss-test: 2.4805 MEE-Train: 7.4554, MEE-test: 7.0192
Epoch[111/2000] Learning-rate: 0.003, Loss-Train: 2.4558, Loss-test: 2.4558 MEE-Train: 7.4089, MEE-test: 6.9761
Epoch[112/2000] Learning-rate: 0.003, Loss-Train: 2.4315, Loss-test: 2.4315 MEE-Train: 7.3633, MEE-test: 6.9336
Epoch[113/2000] Learning-rate: 0.003, Loss-Train: 2.4078, Loss-test: 2.4078 MEE-Train: 7.3183, MEE-test: 6.8919
Epoch[114/2000] Learning-rate: 0.003, Loss-Train: 2.3847, Loss-test: 2.3847 MEE-Train: 7.2740, MEE-test: 6.8508
Epoch[115/2000] Learning-rate: 0.003, Loss-Train: 2.3621, Loss-test: 2.3621 MEE-Train: 7.2304, MEE-test: 6.8103
Epoch[116/2000] Learning-rate: 0.003, Loss-Train: 2.3399, Loss-test: 2.3399 MEE-Train: 7.1874, MEE-test: 6.7704
Epoch[117/2000] Learning-rate: 0.003, Loss-Train: 2.3183, Loss-test: 2.3183 MEE-Train: 7.1451, MEE-test: 6.7312
Epoch[118/2000] Learning-rate: 0.003, Loss-Train: 2.2970, Loss-test: 2.2970 MEE-Train: 7.1034, MEE-test: 6.6925
Epoch[119/2000] Learning-rate: 0.003, Loss-Train: 2.2763, Loss-test: 2.2763 MEE-Train: 7.0623, MEE-test: 6.6544
Epoch[120/2000] Learning-rate: 0.003, Loss-Train: 2.2560, Loss-test: 2.2560 MEE-Train: 7.0219, MEE-test: 6.6169
Epoch[121/2000] Learning-rate: 0.003, Loss-Train: 2.2361, Loss-test: 2.2361 MEE-Train: 6.9820, MEE-test: 6.5799
Epoch[122/2000] Learning-rate: 0.003, Loss-Train: 2.2166, Loss-test: 2.2166 MEE-Train: 6.9427, MEE-test: 6.5435
Epoch[123/2000] Learning-rate: 0.003, Loss-Train: 2.1976, Loss-test: 2.1976 MEE-Train: 6.9039, MEE-test: 6.5076
Epoch[124/2000] Learning-rate: 0.003, Loss-Train: 2.1790, Loss-test: 2.1790 MEE-Train: 6.8657, MEE-test: 6.4722
Epoch[125/2000] Learning-rate: 0.003, Loss-Train: 2.1607, Loss-test: 2.1607 MEE-Train: 6.8280, MEE-test: 6.4373
Epoch[126/2000] Learning-rate: 0.003, Loss-Train: 2.1429, Loss-test: 2.1429 MEE-Train: 6.7909, MEE-test: 6.4029
Epoch[127/2000] Learning-rate: 0.003, Loss-Train: 2.1254, Loss-test: 2.1254 MEE-Train: 6.7542, MEE-test: 6.3690
Epoch[128/2000] Learning-rate: 0.003, Loss-Train: 2.1083, Loss-test: 2.1083 MEE-Train: 6.7181, MEE-test: 6.3355
Epoch[129/2000] Learning-rate: 0.003, Loss-Train: 2.0915, Loss-test: 2.0915 MEE-Train: 6.6824, MEE-test: 6.3025
Epoch[130/2000] Learning-rate: 0.003, Loss-Train: 2.0751, Loss-test: 2.0751 MEE-Train: 6.6473, MEE-test: 6.2700
Epoch[131/2000] Learning-rate: 0.003, Loss-Train: 2.0590, Loss-test: 2.0590 MEE-Train: 6.6126, MEE-test: 6.2379
Epoch[132/2000] Learning-rate: 0.003, Loss-Train: 2.0432, Loss-test: 2.0432 MEE-Train: 6.5783, MEE-test: 6.2063
Epoch[133/2000] Learning-rate: 0.003, Loss-Train: 2.0278, Loss-test: 2.0278 MEE-Train: 6.5445, MEE-test: 6.1750
Epoch[134/2000] Learning-rate: 0.003, Loss-Train: 2.0127, Loss-test: 2.0127 MEE-Train: 6.5112, MEE-test: 6.1442
Epoch[135/2000] Learning-rate: 0.003, Loss-Train: 1.9978, Loss-test: 1.9978 MEE-Train: 6.4782, MEE-test: 6.1138
Epoch[136/2000] Learning-rate: 0.003, Loss-Train: 1.9833, Loss-test: 1.9833 MEE-Train: 6.4457, MEE-test: 6.0838
Epoch[137/2000] Learning-rate: 0.003, Loss-Train: 1.9690, Loss-test: 1.9690 MEE-Train: 6.4137, MEE-test: 6.0542
Epoch[138/2000] Learning-rate: 0.003, Loss-Train: 1.9551, Loss-test: 1.9551 MEE-Train: 6.3820, MEE-test: 6.0249
Epoch[139/2000] Learning-rate: 0.003, Loss-Train: 1.9414, Loss-test: 1.9414 MEE-Train: 6.3507, MEE-test: 5.9961
Epoch[140/2000] Learning-rate: 0.003, Loss-Train: 1.9279, Loss-test: 1.9279 MEE-Train: 6.3198, MEE-test: 5.9676
Epoch[141/2000] Learning-rate: 0.003, Loss-Train: 1.9148, Loss-test: 1.9148 MEE-Train: 6.2893, MEE-test: 5.9394
Epoch[142/2000] Learning-rate: 0.003, Loss-Train: 1.9018, Loss-test: 1.9018 MEE-Train: 6.2591, MEE-test: 5.9116
Epoch[143/2000] Learning-rate: 0.003, Loss-Train: 1.8891, Loss-test: 1.8891 MEE-Train: 6.2294, MEE-test: 5.8842
Epoch[144/2000] Learning-rate: 0.003, Loss-Train: 1.8767, Loss-test: 1.8767 MEE-Train: 6.2000, MEE-test: 5.8571
Epoch[145/2000] Learning-rate: 0.003, Loss-Train: 1.8645, Loss-test: 1.8645 MEE-Train: 6.1709, MEE-test: 5.8303
Epoch[146/2000] Learning-rate: 0.003, Loss-Train: 1.8525, Loss-test: 1.8525 MEE-Train: 6.1422, MEE-test: 5.8039
Epoch[147/2000] Learning-rate: 0.003, Loss-Train: 1.8407, Loss-test: 1.8407 MEE-Train: 6.1138, MEE-test: 5.7778
Epoch[148/2000] Learning-rate: 0.003, Loss-Train: 1.8291, Loss-test: 1.8291 MEE-Train: 6.0858, MEE-test: 5.7520
Epoch[149/2000] Learning-rate: 0.003, Loss-Train: 1.8177, Loss-test: 1.8177 MEE-Train: 6.0581, MEE-test: 5.7265
Epoch[150/2000] Learning-rate: 0.003, Loss-Train: 1.8066, Loss-test: 1.8066 MEE-Train: 6.0307, MEE-test: 5.7013
Epoch[151/2000] Learning-rate: 0.003, Loss-Train: 1.7956, Loss-test: 1.7956 MEE-Train: 6.0036, MEE-test: 5.6764
Epoch[152/2000] Learning-rate: 0.003, Loss-Train: 1.7848, Loss-test: 1.7848 MEE-Train: 5.9769, MEE-test: 5.6518
Epoch[153/2000] Learning-rate: 0.003, Loss-Train: 1.7742, Loss-test: 1.7742 MEE-Train: 5.9504, MEE-test: 5.6275
Epoch[154/2000] Learning-rate: 0.003, Loss-Train: 1.7638, Loss-test: 1.7638 MEE-Train: 5.9243, MEE-test: 5.6035
Epoch[155/2000] Learning-rate: 0.003, Loss-Train: 1.7536, Loss-test: 1.7536 MEE-Train: 5.8984, MEE-test: 5.5798
Epoch[156/2000] Learning-rate: 0.003, Loss-Train: 1.7435, Loss-test: 1.7435 MEE-Train: 5.8729, MEE-test: 5.5563
Epoch[157/2000] Learning-rate: 0.003, Loss-Train: 1.7336, Loss-test: 1.7336 MEE-Train: 5.8476, MEE-test: 5.5331
Epoch[158/2000] Learning-rate: 0.003, Loss-Train: 1.7238, Loss-test: 1.7238 MEE-Train: 5.8226, MEE-test: 5.5102
Epoch[159/2000] Learning-rate: 0.003, Loss-Train: 1.7142, Loss-test: 1.7142 MEE-Train: 5.7978, MEE-test: 5.4875
Epoch[160/2000] Learning-rate: 0.003, Loss-Train: 1.7047, Loss-test: 1.7047 MEE-Train: 5.7734, MEE-test: 5.4651
Epoch[161/2000] Learning-rate: 0.003, Loss-Train: 1.6954, Loss-test: 1.6954 MEE-Train: 5.7492, MEE-test: 5.4429
Epoch[162/2000] Learning-rate: 0.003, Loss-Train: 1.6863, Loss-test: 1.6863 MEE-Train: 5.7253, MEE-test: 5.4210
Epoch[163/2000] Learning-rate: 0.003, Loss-Train: 1.6772, Loss-test: 1.6772 MEE-Train: 5.7016, MEE-test: 5.3993
Epoch[164/2000] Learning-rate: 0.003, Loss-Train: 1.6683, Loss-test: 1.6683 MEE-Train: 5.6782, MEE-test: 5.3778
Epoch[165/2000] Learning-rate: 0.003, Loss-Train: 1.6596, Loss-test: 1.6596 MEE-Train: 5.6550, MEE-test: 5.3566
Epoch[166/2000] Learning-rate: 0.003, Loss-Train: 1.6510, Loss-test: 1.6510 MEE-Train: 5.6321, MEE-test: 5.3356
Epoch[167/2000] Learning-rate: 0.003, Loss-Train: 1.6425, Loss-test: 1.6425 MEE-Train: 5.6094, MEE-test: 5.3149
Epoch[168/2000] Learning-rate: 0.003, Loss-Train: 1.6341, Loss-test: 1.6341 MEE-Train: 5.5869, MEE-test: 5.2943
Epoch[169/2000] Learning-rate: 0.003, Loss-Train: 1.6258, Loss-test: 1.6258 MEE-Train: 5.5647, MEE-test: 5.2740
Epoch[170/2000] Learning-rate: 0.003, Loss-Train: 1.6177, Loss-test: 1.6177 MEE-Train: 5.5427, MEE-test: 5.2539
Epoch[171/2000] Learning-rate: 0.003, Loss-Train: 1.6097, Loss-test: 1.6097 MEE-Train: 5.5209, MEE-test: 5.2340
Epoch[172/2000] Learning-rate: 0.003, Loss-Train: 1.6018, Loss-test: 1.6018 MEE-Train: 5.4994, MEE-test: 5.2143
Epoch[173/2000] Learning-rate: 0.003, Loss-Train: 1.5940, Loss-test: 1.5940 MEE-Train: 5.4780, MEE-test: 5.1949
Epoch[174/2000] Learning-rate: 0.003, Loss-Train: 1.5863, Loss-test: 1.5863 MEE-Train: 5.4569, MEE-test: 5.1756
Epoch[175/2000] Learning-rate: 0.003, Loss-Train: 1.5788, Loss-test: 1.5788 MEE-Train: 5.4360, MEE-test: 5.1565
Epoch[176/2000] Learning-rate: 0.003, Loss-Train: 1.5713, Loss-test: 1.5713 MEE-Train: 5.4153, MEE-test: 5.1376
Epoch[177/2000] Learning-rate: 0.003, Loss-Train: 1.5640, Loss-test: 1.5640 MEE-Train: 5.3948, MEE-test: 5.1189
Epoch[178/2000] Learning-rate: 0.003, Loss-Train: 1.5567, Loss-test: 1.5567 MEE-Train: 5.3745, MEE-test: 5.1004
Epoch[179/2000] Learning-rate: 0.003, Loss-Train: 1.5496, Loss-test: 1.5496 MEE-Train: 5.3544, MEE-test: 5.0821
Epoch[180/2000] Learning-rate: 0.003, Loss-Train: 1.5425, Loss-test: 1.5425 MEE-Train: 5.3345, MEE-test: 5.0640
Epoch[181/2000] Learning-rate: 0.003, Loss-Train: 1.5356, Loss-test: 1.5356 MEE-Train: 5.3148, MEE-test: 5.0460
Epoch[182/2000] Learning-rate: 0.003, Loss-Train: 1.5287, Loss-test: 1.5287 MEE-Train: 5.2953, MEE-test: 5.0283
Epoch[183/2000] Learning-rate: 0.003, Loss-Train: 1.5219, Loss-test: 1.5219 MEE-Train: 5.2759, MEE-test: 5.0107
Epoch[184/2000] Learning-rate: 0.003, Loss-Train: 1.5152, Loss-test: 1.5152 MEE-Train: 5.2568, MEE-test: 4.9932
Epoch[185/2000] Learning-rate: 0.003, Loss-Train: 1.5086, Loss-test: 1.5086 MEE-Train: 5.2378, MEE-test: 4.9760
Epoch[186/2000] Learning-rate: 0.003, Loss-Train: 1.5021, Loss-test: 1.5021 MEE-Train: 5.2190, MEE-test: 4.9589
Epoch[187/2000] Learning-rate: 0.003, Loss-Train: 1.4957, Loss-test: 1.4957 MEE-Train: 5.2004, MEE-test: 4.9420
Epoch[188/2000] Learning-rate: 0.003, Loss-Train: 1.4893, Loss-test: 1.4893 MEE-Train: 5.1820, MEE-test: 4.9252
Epoch[189/2000] Learning-rate: 0.003, Loss-Train: 1.4830, Loss-test: 1.4830 MEE-Train: 5.1637, MEE-test: 4.9086
Epoch[190/2000] Learning-rate: 0.003, Loss-Train: 1.4768, Loss-test: 1.4768 MEE-Train: 5.1456, MEE-test: 4.8922
Epoch[191/2000] Learning-rate: 0.003, Loss-Train: 1.4706, Loss-test: 1.4706 MEE-Train: 5.1277, MEE-test: 4.8759
Epoch[192/2000] Learning-rate: 0.003, Loss-Train: 1.4645, Loss-test: 1.4645 MEE-Train: 5.1099, MEE-test: 4.8597
Epoch[193/2000] Learning-rate: 0.003, Loss-Train: 1.4585, Loss-test: 1.4585 MEE-Train: 5.0923, MEE-test: 4.8437
