Epoch[1/300] Learning-rate: 0.001, Loss-Train: 91.1977, Loss-test: 296.3925 MEE-Train: 36.3991, MEE-test: 28.1277
Epoch[22/300] Learning-rate: 0.001, Loss-Train: 0.4051, Loss-test: 1.3167 MEE-Train: 6.3457, MEE-test: 5.5349
Epoch[23/300] Learning-rate: 0.001, Loss-Train: 0.3851, Loss-test: 1.2515 MEE-Train: 6.1402, MEE-test: 5.3639
Epoch[24/300] Learning-rate: 0.001, Loss-Train: 0.4641, Loss-test: 1.5082 MEE-Train: 5.9497, MEE-test: 5.2125
Epoch[25/300] Learning-rate: 0.001, Loss-Train: 0.3544, Loss-test: 1.1517 MEE-Train: 5.7736, MEE-test: 5.0668
Epoch[26/300] Learning-rate: 0.001, Loss-Train: 0.4413, Loss-test: 1.4343 MEE-Train: 5.6089, MEE-test: 4.9331
Epoch[27/300] Learning-rate: 0.001, Loss-Train: 0.3261, Loss-test: 1.0599 MEE-Train: 5.4550, MEE-test: 4.8057
Epoch[28/300] Learning-rate: 0.001, Loss-Train: 0.2933, Loss-test: 0.9531 MEE-Train: 5.3114, MEE-test: 4.6852
Epoch[29/300] Learning-rate: 0.001, Loss-Train: 0.3818, Loss-test: 1.2408 MEE-Train: 5.1764, MEE-test: 4.5808
Epoch[30/300] Learning-rate: 0.001, Loss-Train: 0.2734, Loss-test: 0.8887 MEE-Train: 5.0492, MEE-test: 4.4731
Epoch[31/300] Learning-rate: 0.001, Loss-Train: 0.2507, Loss-test: 0.8148 MEE-Train: 4.9288, MEE-test: 4.3703
Epoch[32/300] Learning-rate: 0.001, Loss-Train: 0.3962, Loss-test: 1.2875 MEE-Train: 4.8148, MEE-test: 4.2837
Epoch[33/300] Learning-rate: 0.001, Loss-Train: 0.3017, Loss-test: 0.9806 MEE-Train: 4.7070, MEE-test: 4.1955
Epoch[34/300] Learning-rate: 0.001, Loss-Train: 0.2363, Loss-test: 0.7679 MEE-Train: 4.6049, MEE-test: 4.1086
Epoch[35/300] Learning-rate: 0.001, Loss-Train: 0.2241, Loss-test: 0.7282 MEE-Train: 4.5080, MEE-test: 4.0257
Epoch[36/300] Learning-rate: 0.001, Loss-Train: 0.2785, Loss-test: 0.9051 MEE-Train: 4.4157, MEE-test: 3.9523
Epoch[37/300] Learning-rate: 0.001, Loss-Train: 0.2417, Loss-test: 0.7855 MEE-Train: 4.3278, MEE-test: 3.8795
Epoch[38/300] Learning-rate: 0.001, Loss-Train: 0.2886, Loss-test: 0.9379 MEE-Train: 4.2443, MEE-test: 3.8125
Epoch[39/300] Learning-rate: 0.001, Loss-Train: 0.2231, Loss-test: 0.7252 MEE-Train: 4.1647, MEE-test: 3.7461
Epoch[40/300] Learning-rate: 0.001, Loss-Train: 0.2171, Loss-test: 0.7057 MEE-Train: 4.0889, MEE-test: 3.6827
Epoch[41/300] Learning-rate: 0.001, Loss-Train: 0.2070, Loss-test: 0.6729 MEE-Train: 4.0168, MEE-test: 3.6211
Epoch[42/300] Learning-rate: 0.001, Loss-Train: 0.3498, Loss-test: 1.1367 MEE-Train: 3.9469, MEE-test: 3.5685
Epoch[43/300] Learning-rate: 0.001, Loss-Train: 0.2900, Loss-test: 0.9425 MEE-Train: 3.8803, MEE-test: 3.5179
Epoch[44/300] Learning-rate: 0.001, Loss-Train: 0.1874, Loss-test: 0.6090 MEE-Train: 3.8163, MEE-test: 3.4625
Epoch[45/300] Learning-rate: 0.001, Loss-Train: 0.2035, Loss-test: 0.6614 MEE-Train: 3.7549, MEE-test: 3.4117
Epoch[46/300] Learning-rate: 0.001, Loss-Train: 0.2077, Loss-test: 0.6749 MEE-Train: 3.6953, MEE-test: 3.3625
Epoch[47/300] Learning-rate: 0.001, Loss-Train: 0.1880, Loss-test: 0.6110 MEE-Train: 3.6386, MEE-test: 3.3145
Epoch[48/300] Learning-rate: 0.001, Loss-Train: 0.2353, Loss-test: 0.7648 MEE-Train: 3.5838, MEE-test: 3.2711
Epoch[49/300] Learning-rate: 0.001, Loss-Train: 0.1966, Loss-test: 0.6389 MEE-Train: 3.5311, MEE-test: 3.2280
Epoch[50/300] Learning-rate: 0.001, Loss-Train: 0.1889, Loss-test: 0.6139 MEE-Train: 3.4803, MEE-test: 3.1857
Epoch[51/300] Learning-rate: 0.001, Loss-Train: 0.2105, Loss-test: 0.6842 MEE-Train: 3.4313, MEE-test: 3.1457
Epoch[52/300] Learning-rate: 0.001, Loss-Train: 0.2924, Loss-test: 0.9504 MEE-Train: 3.3840, MEE-test: 3.1099
Epoch[53/300] Learning-rate: 0.001, Loss-Train: 0.1834, Loss-test: 0.5959 MEE-Train: 3.3383, MEE-test: 3.0716
Epoch[54/300] Learning-rate: 0.001, Loss-Train: 0.2060, Loss-test: 0.6696 MEE-Train: 3.2938, MEE-test: 3.0356
Epoch[55/300] Learning-rate: 0.001, Loss-Train: 0.1814, Loss-test: 0.5897 MEE-Train: 3.2509, MEE-test: 3.0002
Epoch[56/300] Learning-rate: 0.001, Loss-Train: 0.1978, Loss-test: 0.6428 MEE-Train: 3.2097, MEE-test: 2.9675
Epoch[57/300] Learning-rate: 0.001, Loss-Train: 0.1724, Loss-test: 0.5601 MEE-Train: 3.1698, MEE-test: 2.9340
Epoch[58/300] Learning-rate: 0.001, Loss-Train: 0.1620, Loss-test: 0.5263 MEE-Train: 3.1313, MEE-test: 2.9011
Epoch[59/300] Learning-rate: 0.001, Loss-Train: 0.1956, Loss-test: 0.6357 MEE-Train: 3.0939, MEE-test: 2.8713
Epoch[60/300] Learning-rate: 0.001, Loss-Train: 0.1692, Loss-test: 0.5498 MEE-Train: 3.0576, MEE-test: 2.8411
Epoch[61/300] Learning-rate: 0.001, Loss-Train: 0.1617, Loss-test: 0.5257 MEE-Train: 3.0224, MEE-test: 2.8114
Epoch[62/300] Learning-rate: 0.001, Loss-Train: 0.1506, Loss-test: 0.4895 MEE-Train: 2.9884, MEE-test: 2.7817
Epoch[63/300] Learning-rate: 0.001, Loss-Train: 0.1684, Loss-test: 0.5473 MEE-Train: 2.9549, MEE-test: 2.7542
Epoch[64/300] Learning-rate: 0.001, Loss-Train: 0.1890, Loss-test: 0.6144 MEE-Train: 2.9223, MEE-test: 2.7285
Epoch[65/300] Learning-rate: 0.001, Loss-Train: 0.1705, Loss-test: 0.5541 MEE-Train: 2.8907, MEE-test: 2.7024
Epoch[66/300] Learning-rate: 0.001, Loss-Train: 0.1838, Loss-test: 0.5974 MEE-Train: 2.8599, MEE-test: 2.6777
Epoch[67/300] Learning-rate: 0.001, Loss-Train: 0.1432, Loss-test: 0.4653 MEE-Train: 2.8300, MEE-test: 2.6521
Epoch[68/300] Learning-rate: 0.001, Loss-Train: 0.1482, Loss-test: 0.4816 MEE-Train: 2.8009, MEE-test: 2.6274
Epoch[69/300] Learning-rate: 0.001, Loss-Train: 0.1572, Loss-test: 0.5109 MEE-Train: 2.7725, MEE-test: 2.6044
Epoch[70/300] Learning-rate: 0.001, Loss-Train: 0.1634, Loss-test: 0.5311 MEE-Train: 2.7450, MEE-test: 2.5819
Epoch[71/300] Learning-rate: 0.001, Loss-Train: 0.1454, Loss-test: 0.4726 MEE-Train: 2.7182, MEE-test: 2.5593
Epoch[72/300] Learning-rate: 0.001, Loss-Train: 0.1630, Loss-test: 0.5297 MEE-Train: 2.6921, MEE-test: 2.5380
Epoch[73/300] Learning-rate: 0.001, Loss-Train: 0.1978, Loss-test: 0.6429 MEE-Train: 2.6665, MEE-test: 2.5177
Epoch[74/300] Learning-rate: 0.001, Loss-Train: 0.1714, Loss-test: 0.5571 MEE-Train: 2.6416, MEE-test: 2.4974
Epoch[75/300] Learning-rate: 0.001, Loss-Train: 0.1398, Loss-test: 0.4545 MEE-Train: 2.6172, MEE-test: 2.4766
Epoch[76/300] Learning-rate: 0.001, Loss-Train: 0.1471, Loss-test: 0.4781 MEE-Train: 2.5935, MEE-test: 2.4567
Epoch[77/300] Learning-rate: 0.001, Loss-Train: 0.1467, Loss-test: 0.4768 MEE-Train: 2.5705, MEE-test: 2.4372
Epoch[78/300] Learning-rate: 0.001, Loss-Train: 0.1508, Loss-test: 0.4899 MEE-Train: 2.5479, MEE-test: 2.4188
Epoch[79/300] Learning-rate: 0.001, Loss-Train: 0.1889, Loss-test: 0.6140 MEE-Train: 2.5259, MEE-test: 2.4010
Epoch[80/300] Learning-rate: 0.001, Loss-Train: 0.1379, Loss-test: 0.4483 MEE-Train: 2.5043, MEE-test: 2.3827
Epoch[81/300] Learning-rate: 0.001, Loss-Train: 0.1353, Loss-test: 0.4396 MEE-Train: 2.4831, MEE-test: 2.3646
Epoch[82/300] Learning-rate: 0.001, Loss-Train: 0.1568, Loss-test: 0.5095 MEE-Train: 2.4623, MEE-test: 2.3479
Epoch[83/300] Learning-rate: 0.001, Loss-Train: 0.1529, Loss-test: 0.4969 MEE-Train: 2.4420, MEE-test: 2.3312
Epoch[84/300] Learning-rate: 0.001, Loss-Train: 0.1375, Loss-test: 0.4469 MEE-Train: 2.4221, MEE-test: 2.3144
Epoch[85/300] Learning-rate: 0.001, Loss-Train: 0.1502, Loss-test: 0.4881 MEE-Train: 2.4027, MEE-test: 2.2985
Epoch[86/300] Learning-rate: 0.001, Loss-Train: 0.1285, Loss-test: 0.4177 MEE-Train: 2.3835, MEE-test: 2.2820
Epoch[87/300] Learning-rate: 0.001, Loss-Train: 0.1970, Loss-test: 0.6403 MEE-Train: 2.3649, MEE-test: 2.2680
Epoch[88/300] Learning-rate: 0.001, Loss-Train: 0.1440, Loss-test: 0.4681 MEE-Train: 2.3466, MEE-test: 2.2526
Epoch[89/300] Learning-rate: 0.001, Loss-Train: 0.1382, Loss-test: 0.4492 MEE-Train: 2.3286, MEE-test: 2.2376
Epoch[90/300] Learning-rate: 0.001, Loss-Train: 0.2811, Loss-test: 0.9135 MEE-Train: 2.3111, MEE-test: 2.2258
Epoch[91/300] Learning-rate: 0.001, Loss-Train: 0.1310, Loss-test: 0.4259 MEE-Train: 2.2939, MEE-test: 2.2107
Epoch[92/300] Learning-rate: 0.001, Loss-Train: 0.1370, Loss-test: 0.4453 MEE-Train: 2.2771, MEE-test: 2.1968
Epoch[93/300] Learning-rate: 0.001, Loss-Train: 0.1258, Loss-test: 0.4088 MEE-Train: 2.2605, MEE-test: 2.1825
Epoch[94/300] Learning-rate: 0.001, Loss-Train: 0.1173, Loss-test: 0.3811 MEE-Train: 2.2443, MEE-test: 2.1681
Epoch[95/300] Learning-rate: 0.001, Loss-Train: 0.1358, Loss-test: 0.4413 MEE-Train: 2.2283, MEE-test: 2.1552
Epoch[96/300] Learning-rate: 0.001, Loss-Train: 0.1500, Loss-test: 0.4875 MEE-Train: 2.2127, MEE-test: 2.1429
Epoch[97/300] Learning-rate: 0.001, Loss-Train: 0.1434, Loss-test: 0.4662 MEE-Train: 2.1974, MEE-test: 2.1308
Epoch[98/300] Learning-rate: 0.001, Loss-Train: 0.1755, Loss-test: 0.5704 MEE-Train: 2.1825, MEE-test: 2.1191
Epoch[99/300] Learning-rate: 0.001, Loss-Train: 0.1197, Loss-test: 0.3890 MEE-Train: 2.1677, MEE-test: 2.1064
Epoch[100/300] Learning-rate: 0.001, Loss-Train: 0.1239, Loss-test: 0.4026 MEE-Train: 2.1531, MEE-test: 2.0939
Epoch[101/300] Learning-rate: 0.001, Loss-Train: 0.1160, Loss-test: 0.3770 MEE-Train: 2.1389, MEE-test: 2.0815
Epoch[102/300] Learning-rate: 0.001, Loss-Train: 0.1338, Loss-test: 0.4350 MEE-Train: 2.1251, MEE-test: 2.0702
Epoch[103/300] Learning-rate: 0.001, Loss-Train: 0.1141, Loss-test: 0.3708 MEE-Train: 2.1115, MEE-test: 2.0582
Epoch[104/300] Learning-rate: 0.001, Loss-Train: 0.1234, Loss-test: 0.4010 MEE-Train: 2.0981, MEE-test: 2.0469
Epoch[105/300] Learning-rate: 0.001, Loss-Train: 0.1164, Loss-test: 0.3783 MEE-Train: 2.0849, MEE-test: 2.0354
Epoch[106/300] Learning-rate: 0.001, Loss-Train: 0.1356, Loss-test: 0.4407 MEE-Train: 2.0719, MEE-test: 2.0251
Epoch[107/300] Learning-rate: 0.001, Loss-Train: 0.1293, Loss-test: 0.4202 MEE-Train: 2.0590, MEE-test: 2.0145
Epoch[108/300] Learning-rate: 0.001, Loss-Train: 0.1267, Loss-test: 0.4116 MEE-Train: 2.0463, MEE-test: 2.0042
Epoch[109/300] Learning-rate: 0.001, Loss-Train: 0.1244, Loss-test: 0.4044 MEE-Train: 2.0338, MEE-test: 1.9939
Epoch[110/300] Learning-rate: 0.001, Loss-Train: 0.1227, Loss-test: 0.3987 MEE-Train: 2.0216, MEE-test: 1.9838
Epoch[111/300] Learning-rate: 0.001, Loss-Train: 0.1195, Loss-test: 0.3883 MEE-Train: 2.0095, MEE-test: 1.9737
Epoch[112/300] Learning-rate: 0.001, Loss-Train: 0.1186, Loss-test: 0.3853 MEE-Train: 1.9977, MEE-test: 1.9639
Epoch[113/300] Learning-rate: 0.001, Loss-Train: 0.1172, Loss-test: 0.3809 MEE-Train: 1.9862, MEE-test: 1.9541
Epoch[114/300] Learning-rate: 0.001, Loss-Train: 0.1157, Loss-test: 0.3761 MEE-Train: 1.9748, MEE-test: 1.9443
Epoch[115/300] Learning-rate: 0.001, Loss-Train: 0.2313, Loss-test: 0.7518 MEE-Train: 1.9635, MEE-test: 1.9362
Epoch[116/300] Learning-rate: 0.001, Loss-Train: 0.1243, Loss-test: 0.4040 MEE-Train: 1.9526, MEE-test: 1.9273
Epoch[117/300] Learning-rate: 0.001, Loss-Train: 0.1577, Loss-test: 0.5127 MEE-Train: 1.9418, MEE-test: 1.9186
Epoch[118/300] Learning-rate: 0.001, Loss-Train: 0.1125, Loss-test: 0.3657 MEE-Train: 1.9312, MEE-test: 1.9093
Epoch[119/300] Learning-rate: 0.001, Loss-Train: 0.1233, Loss-test: 0.4009 MEE-Train: 1.9204, MEE-test: 1.9004
Epoch[120/300] Learning-rate: 0.001, Loss-Train: 0.1296, Loss-test: 0.4211 MEE-Train: 1.9099, MEE-test: 1.8922
Epoch[121/300] Learning-rate: 0.001, Loss-Train: 0.1160, Loss-test: 0.3771 MEE-Train: 1.8997, MEE-test: 1.8835
Epoch[122/300] Learning-rate: 0.001, Loss-Train: 0.1187, Loss-test: 0.3857 MEE-Train: 1.8895, MEE-test: 1.8751
Epoch[123/300] Learning-rate: 0.001, Loss-Train: 0.1069, Loss-test: 0.3476 MEE-Train: 1.8795, MEE-test: 1.8662
Epoch[124/300] Learning-rate: 0.001, Loss-Train: 0.1054, Loss-test: 0.3425 MEE-Train: 1.8696, MEE-test: 1.8575
Epoch[125/300] Learning-rate: 0.001, Loss-Train: 0.1174, Loss-test: 0.3814 MEE-Train: 1.8600, MEE-test: 1.8494
Epoch[126/300] Learning-rate: 0.001, Loss-Train: 0.1158, Loss-test: 0.3763 MEE-Train: 1.8504, MEE-test: 1.8416
Epoch[127/300] Learning-rate: 0.001, Loss-Train: 0.1236, Loss-test: 0.4019 MEE-Train: 1.8410, MEE-test: 1.8338
Epoch[128/300] Learning-rate: 0.001, Loss-Train: 0.1089, Loss-test: 0.3540 MEE-Train: 1.8318, MEE-test: 1.8258
Epoch[129/300] Learning-rate: 0.001, Loss-Train: 0.1429, Loss-test: 0.4643 MEE-Train: 1.8226, MEE-test: 1.8188
Epoch[130/300] Learning-rate: 0.001, Loss-Train: 0.1211, Loss-test: 0.3934 MEE-Train: 1.8135, MEE-test: 1.8114
Epoch[131/300] Learning-rate: 0.001, Loss-Train: 0.1021, Loss-test: 0.3319 MEE-Train: 1.8046, MEE-test: 1.8034
Epoch[132/300] Learning-rate: 0.001, Loss-Train: 0.1019, Loss-test: 0.3310 MEE-Train: 1.7958, MEE-test: 1.7956
Epoch[133/300] Learning-rate: 0.001, Loss-Train: 0.1036, Loss-test: 0.3368 MEE-Train: 1.7872, MEE-test: 1.7881
Epoch[134/300] Learning-rate: 0.001, Loss-Train: 0.1044, Loss-test: 0.3392 MEE-Train: 1.7786, MEE-test: 1.7808
Epoch[135/300] Learning-rate: 0.001, Loss-Train: 0.1012, Loss-test: 0.3288 MEE-Train: 1.7701, MEE-test: 1.7734
Epoch[136/300] Learning-rate: 0.001, Loss-Train: 0.1099, Loss-test: 0.3572 MEE-Train: 1.7617, MEE-test: 1.7665
Epoch[137/300] Learning-rate: 0.001, Loss-Train: 0.1133, Loss-test: 0.3681 MEE-Train: 1.7535, MEE-test: 1.7597
Epoch[138/300] Learning-rate: 0.001, Loss-Train: 0.1011, Loss-test: 0.3286 MEE-Train: 1.7454, MEE-test: 1.7526
Epoch[139/300] Learning-rate: 0.001, Loss-Train: 0.1075, Loss-test: 0.3494 MEE-Train: 1.7373, MEE-test: 1.7458
Epoch[140/300] Learning-rate: 0.001, Loss-Train: 0.1023, Loss-test: 0.3325 MEE-Train: 1.7293, MEE-test: 1.7389
Epoch[141/300] Learning-rate: 0.001, Loss-Train: 0.0986, Loss-test: 0.3204 MEE-Train: 1.7215, MEE-test: 1.7319
Epoch[142/300] Learning-rate: 0.001, Loss-Train: 0.2187, Loss-test: 0.7107 MEE-Train: 1.7136, MEE-test: 1.7264
Epoch[143/300] Learning-rate: 0.001, Loss-Train: 0.1030, Loss-test: 0.3348 MEE-Train: 1.7060, MEE-test: 1.7198
Epoch[144/300] Learning-rate: 0.001, Loss-Train: 0.1001, Loss-test: 0.3252 MEE-Train: 1.6984, MEE-test: 1.7132
Epoch[145/300] Learning-rate: 0.001, Loss-Train: 0.1127, Loss-test: 0.3662 MEE-Train: 1.6909, MEE-test: 1.7072
Epoch[146/300] Learning-rate: 0.001, Loss-Train: 0.1061, Loss-test: 0.3449 MEE-Train: 1.6836, MEE-test: 1.7010
Epoch[147/300] Learning-rate: 0.001, Loss-Train: 0.1008, Loss-test: 0.3277 MEE-Train: 1.6762, MEE-test: 1.6947
Epoch[148/300] Learning-rate: 0.001, Loss-Train: 0.1003, Loss-test: 0.3260 MEE-Train: 1.6689, MEE-test: 1.6885
Epoch[149/300] Learning-rate: 0.001, Loss-Train: 0.1029, Loss-test: 0.3343 MEE-Train: 1.6618, MEE-test: 1.6826
Epoch[150/300] Learning-rate: 0.001, Loss-Train: 0.1113, Loss-test: 0.3617 MEE-Train: 1.6548, MEE-test: 1.6767
Epoch[151/300] Learning-rate: 0.001, Loss-Train: 0.1051, Loss-test: 0.3416 MEE-Train: 1.6478, MEE-test: 1.6710
Epoch[152/300] Learning-rate: 0.001, Loss-Train: 0.1124, Loss-test: 0.3654 MEE-Train: 1.6410, MEE-test: 1.6655
Epoch[153/300] Learning-rate: 0.001, Loss-Train: 0.0926, Loss-test: 0.3009 MEE-Train: 1.6342, MEE-test: 1.6595
Epoch[154/300] Learning-rate: 0.001, Loss-Train: 0.1010, Loss-test: 0.3283 MEE-Train: 1.6275, MEE-test: 1.6538
Epoch[155/300] Learning-rate: 0.001, Loss-Train: 0.1053, Loss-test: 0.3423 MEE-Train: 1.6210, MEE-test: 1.6484
Epoch[156/300] Learning-rate: 0.001, Loss-Train: 0.1028, Loss-test: 0.3342 MEE-Train: 1.6144, MEE-test: 1.6429
Epoch[157/300] Learning-rate: 0.001, Loss-Train: 0.1211, Loss-test: 0.3937 MEE-Train: 1.6081, MEE-test: 1.6381
Epoch[158/300] Learning-rate: 0.001, Loss-Train: 0.0986, Loss-test: 0.3205 MEE-Train: 1.6017, MEE-test: 1.6326
Epoch[159/300] Learning-rate: 0.001, Loss-Train: 0.1026, Loss-test: 0.3334 MEE-Train: 1.5954, MEE-test: 1.6272
Epoch[160/300] Learning-rate: 0.001, Loss-Train: 0.1293, Loss-test: 0.4201 MEE-Train: 1.5891, MEE-test: 1.6224
Epoch[161/300] Learning-rate: 0.001, Loss-Train: 0.1104, Loss-test: 0.3587 MEE-Train: 1.5829, MEE-test: 1.6175
Epoch[162/300] Learning-rate: 0.001, Loss-Train: 0.1079, Loss-test: 0.3508 MEE-Train: 1.5769, MEE-test: 1.6126
Epoch[163/300] Learning-rate: 0.001, Loss-Train: 0.1019, Loss-test: 0.3313 MEE-Train: 1.5709, MEE-test: 1.6075
Epoch[164/300] Learning-rate: 0.001, Loss-Train: 0.1045, Loss-test: 0.3397 MEE-Train: 1.5650, MEE-test: 1.6026
Epoch[165/300] Learning-rate: 0.001, Loss-Train: 0.0937, Loss-test: 0.3047 MEE-Train: 1.5590, MEE-test: 1.5974
Epoch[166/300] Learning-rate: 0.001, Loss-Train: 0.1984, Loss-test: 0.6448 MEE-Train: 1.5532, MEE-test: 1.5931
Epoch[167/300] Learning-rate: 0.001, Loss-Train: 0.0909, Loss-test: 0.2956 MEE-Train: 1.5474, MEE-test: 1.5879
Epoch[168/300] Learning-rate: 0.001, Loss-Train: 0.0971, Loss-test: 0.3157 MEE-Train: 1.5417, MEE-test: 1.5829
Epoch[169/300] Learning-rate: 0.001, Loss-Train: 0.0997, Loss-test: 0.3239 MEE-Train: 1.5360, MEE-test: 1.5780
Epoch[170/300] Learning-rate: 0.001, Loss-Train: 0.1148, Loss-test: 0.3731 MEE-Train: 1.5304, MEE-test: 1.5736
Epoch[171/300] Learning-rate: 0.001, Loss-Train: 0.1018, Loss-test: 0.3309 MEE-Train: 1.5249, MEE-test: 1.5690
Epoch[172/300] Learning-rate: 0.001, Loss-Train: 0.0923, Loss-test: 0.2998 MEE-Train: 1.5193, MEE-test: 1.5641
Epoch[173/300] Learning-rate: 0.001, Loss-Train: 0.0890, Loss-test: 0.2893 MEE-Train: 1.5138, MEE-test: 1.5592
Epoch[174/300] Learning-rate: 0.001, Loss-Train: 0.0953, Loss-test: 0.3099 MEE-Train: 1.5084, MEE-test: 1.5546
Epoch[175/300] Learning-rate: 0.001, Loss-Train: 0.1093, Loss-test: 0.3554 MEE-Train: 1.5030, MEE-test: 1.5504
Epoch[176/300] Learning-rate: 0.001, Loss-Train: 0.1097, Loss-test: 0.3566 MEE-Train: 1.4977, MEE-test: 1.5460
Epoch[177/300] Learning-rate: 0.001, Loss-Train: 0.1330, Loss-test: 0.4323 MEE-Train: 1.4925, MEE-test: 1.5421
Epoch[178/300] Learning-rate: 0.001, Loss-Train: 0.0991, Loss-test: 0.3221 MEE-Train: 1.4872, MEE-test: 1.5377
Epoch[179/300] Learning-rate: 0.001, Loss-Train: 0.0937, Loss-test: 0.3045 MEE-Train: 1.4821, MEE-test: 1.5334
Epoch[180/300] Learning-rate: 0.001, Loss-Train: 0.1194, Loss-test: 0.3880 MEE-Train: 1.4770, MEE-test: 1.5297
Epoch[181/300] Learning-rate: 0.001, Loss-Train: 0.0847, Loss-test: 0.2754 MEE-Train: 1.4719, MEE-test: 1.5250
Epoch[182/300] Learning-rate: 0.001, Loss-Train: 0.1110, Loss-test: 0.3609 MEE-Train: 1.4669, MEE-test: 1.5210
Epoch[183/300] Learning-rate: 0.001, Loss-Train: 0.0931, Loss-test: 0.3026 MEE-Train: 1.4619, MEE-test: 1.5168
Epoch[184/300] Learning-rate: 0.001, Loss-Train: 0.1250, Loss-test: 0.4061 MEE-Train: 1.4569, MEE-test: 1.5130
Epoch[185/300] Learning-rate: 0.001, Loss-Train: 0.0988, Loss-test: 0.3210 MEE-Train: 1.4521, MEE-test: 1.5091
Epoch[186/300] Learning-rate: 0.001, Loss-Train: 0.1025, Loss-test: 0.3331 MEE-Train: 1.4472, MEE-test: 1.5053
Epoch[187/300] Learning-rate: 0.001, Loss-Train: 0.0922, Loss-test: 0.2997 MEE-Train: 1.4426, MEE-test: 1.5012
Epoch[188/300] Learning-rate: 0.001, Loss-Train: 0.0924, Loss-test: 0.3004 MEE-Train: 1.4378, MEE-test: 1.4971
Epoch[189/300] Learning-rate: 0.001, Loss-Train: 0.0874, Loss-test: 0.2840 MEE-Train: 1.4332, MEE-test: 1.4930
Epoch[190/300] Learning-rate: 0.001, Loss-Train: 0.1157, Loss-test: 0.3760 MEE-Train: 1.4286, MEE-test: 1.4896
Epoch[191/300] Learning-rate: 0.001, Loss-Train: 0.0872, Loss-test: 0.2833 MEE-Train: 1.4240, MEE-test: 1.4856
Epoch[192/300] Learning-rate: 0.001, Loss-Train: 0.1020, Loss-test: 0.3316 MEE-Train: 1.4195, MEE-test: 1.4819
Epoch[193/300] Learning-rate: 0.001, Loss-Train: 0.1084, Loss-test: 0.3523 MEE-Train: 1.4149, MEE-test: 1.4784
Epoch[194/300] Learning-rate: 0.001, Loss-Train: 0.0894, Loss-test: 0.2905 MEE-Train: 1.4104, MEE-test: 1.4745
Epoch[195/300] Learning-rate: 0.001, Loss-Train: 0.0877, Loss-test: 0.2851 MEE-Train: 1.4059, MEE-test: 1.4706
Epoch[196/300] Learning-rate: 0.001, Loss-Train: 0.0934, Loss-test: 0.3036 MEE-Train: 1.4015, MEE-test: 1.4669
