Epoch[1/300] Learning-rate: 0.003, Loss-Train: 25.5670, Loss-test: 83.0928 MEE-Train: 30.7842, MEE-test: 15.0073
Epoch[21/300] Learning-rate: 0.003, Loss-Train: 0.3021, Loss-test: 0.9817 MEE-Train: 4.5695, MEE-test: 3.5450
Epoch[22/300] Learning-rate: 0.003, Loss-Train: 0.2708, Loss-test: 0.8801 MEE-Train: 4.4234, MEE-test: 3.4464
Epoch[23/300] Learning-rate: 0.003, Loss-Train: 0.2326, Loss-test: 0.7558 MEE-Train: 4.2846, MEE-test: 3.3530
Epoch[24/300] Learning-rate: 0.003, Loss-Train: 0.2245, Loss-test: 0.7295 MEE-Train: 4.1559, MEE-test: 3.2656
Epoch[25/300] Learning-rate: 0.003, Loss-Train: 0.1952, Loss-test: 0.6343 MEE-Train: 4.0382, MEE-test: 3.1813
Epoch[26/300] Learning-rate: 0.003, Loss-Train: 0.2371, Loss-test: 0.7705 MEE-Train: 3.9303, MEE-test: 3.1096
Epoch[27/300] Learning-rate: 0.003, Loss-Train: 0.2232, Loss-test: 0.7255 MEE-Train: 3.8301, MEE-test: 3.0413
Epoch[28/300] Learning-rate: 0.003, Loss-Train: 0.2014, Loss-test: 0.6546 MEE-Train: 3.7338, MEE-test: 2.9744
Epoch[29/300] Learning-rate: 0.003, Loss-Train: 0.1828, Loss-test: 0.5941 MEE-Train: 3.6444, MEE-test: 2.9102
Epoch[30/300] Learning-rate: 0.003, Loss-Train: 0.2699, Loss-test: 0.8773 MEE-Train: 3.5597, MEE-test: 2.8585
Epoch[31/300] Learning-rate: 0.003, Loss-Train: 0.1861, Loss-test: 0.6049 MEE-Train: 3.4798, MEE-test: 2.8036
Epoch[32/300] Learning-rate: 0.003, Loss-Train: 0.1639, Loss-test: 0.5327 MEE-Train: 3.4054, MEE-test: 2.7485
Epoch[33/300] Learning-rate: 0.003, Loss-Train: 0.1747, Loss-test: 0.5679 MEE-Train: 3.3347, MEE-test: 2.6991
Epoch[34/300] Learning-rate: 0.003, Loss-Train: 0.2072, Loss-test: 0.6734 MEE-Train: 3.2675, MEE-test: 2.6555
Epoch[35/300] Learning-rate: 0.003, Loss-Train: 0.1748, Loss-test: 0.5682 MEE-Train: 3.2049, MEE-test: 2.6113
Epoch[36/300] Learning-rate: 0.003, Loss-Train: 0.1951, Loss-test: 0.6342 MEE-Train: 3.1448, MEE-test: 2.5718
Epoch[37/300] Learning-rate: 0.003, Loss-Train: 0.1711, Loss-test: 0.5560 MEE-Train: 3.0879, MEE-test: 2.5316
Epoch[38/300] Learning-rate: 0.003, Loss-Train: 0.2363, Loss-test: 0.7681 MEE-Train: 3.0329, MEE-test: 2.4979
Epoch[39/300] Learning-rate: 0.003, Loss-Train: 0.1784, Loss-test: 0.5797 MEE-Train: 2.9802, MEE-test: 2.4626
Epoch[40/300] Learning-rate: 0.003, Loss-Train: 0.1487, Loss-test: 0.4832 MEE-Train: 2.9295, MEE-test: 2.4258
Epoch[41/300] Learning-rate: 0.003, Loss-Train: 0.1546, Loss-test: 0.5026 MEE-Train: 2.8804, MEE-test: 2.3918
Epoch[42/300] Learning-rate: 0.003, Loss-Train: 0.1504, Loss-test: 0.4890 MEE-Train: 2.8338, MEE-test: 2.3588
Epoch[43/300] Learning-rate: 0.003, Loss-Train: 0.1677, Loss-test: 0.5449 MEE-Train: 2.7892, MEE-test: 2.3294
Epoch[44/300] Learning-rate: 0.003, Loss-Train: 0.1439, Loss-test: 0.4676 MEE-Train: 2.7464, MEE-test: 2.2985
Epoch[45/300] Learning-rate: 0.003, Loss-Train: 0.1657, Loss-test: 0.5386 MEE-Train: 2.7055, MEE-test: 2.2706
Epoch[46/300] Learning-rate: 0.003, Loss-Train: 0.1648, Loss-test: 0.5357 MEE-Train: 2.6663, MEE-test: 2.2446
Epoch[47/300] Learning-rate: 0.003, Loss-Train: 0.1572, Loss-test: 0.5108 MEE-Train: 2.6286, MEE-test: 2.2189
Epoch[48/300] Learning-rate: 0.003, Loss-Train: 0.1529, Loss-test: 0.4968 MEE-Train: 2.5921, MEE-test: 2.1937
Epoch[49/300] Learning-rate: 0.003, Loss-Train: 0.1463, Loss-test: 0.4756 MEE-Train: 2.5582, MEE-test: 2.1695
Epoch[50/300] Learning-rate: 0.003, Loss-Train: 0.1627, Loss-test: 0.5289 MEE-Train: 2.5245, MEE-test: 2.1470
Epoch[51/300] Learning-rate: 0.003, Loss-Train: 0.1715, Loss-test: 0.5573 MEE-Train: 2.4928, MEE-test: 2.1258
Epoch[52/300] Learning-rate: 0.003, Loss-Train: 0.1529, Loss-test: 0.4969 MEE-Train: 2.4615, MEE-test: 2.1031
Epoch[53/300] Learning-rate: 0.003, Loss-Train: 0.1629, Loss-test: 0.5296 MEE-Train: 2.4312, MEE-test: 2.0832
Epoch[54/300] Learning-rate: 0.003, Loss-Train: 0.1382, Loss-test: 0.4491 MEE-Train: 2.4019, MEE-test: 2.0626
Epoch[55/300] Learning-rate: 0.003, Loss-Train: 0.1427, Loss-test: 0.4637 MEE-Train: 2.3744, MEE-test: 2.0432
Epoch[56/300] Learning-rate: 0.003, Loss-Train: 0.1392, Loss-test: 0.4523 MEE-Train: 2.3475, MEE-test: 2.0238
Epoch[57/300] Learning-rate: 0.003, Loss-Train: 0.1312, Loss-test: 0.4264 MEE-Train: 2.3209, MEE-test: 2.0045
Epoch[58/300] Learning-rate: 0.003, Loss-Train: 0.2060, Loss-test: 0.6695 MEE-Train: 2.2952, MEE-test: 1.9886
Epoch[59/300] Learning-rate: 0.003, Loss-Train: 0.1619, Loss-test: 0.5261 MEE-Train: 2.2700, MEE-test: 1.9732
Epoch[60/300] Learning-rate: 0.003, Loss-Train: 0.1301, Loss-test: 0.4229 MEE-Train: 2.2464, MEE-test: 1.9562
Epoch[61/300] Learning-rate: 0.003, Loss-Train: 0.1642, Loss-test: 0.5336 MEE-Train: 2.2228, MEE-test: 1.9409
Epoch[62/300] Learning-rate: 0.003, Loss-Train: 0.1410, Loss-test: 0.4583 MEE-Train: 2.1999, MEE-test: 1.9252
Epoch[63/300] Learning-rate: 0.003, Loss-Train: 0.1355, Loss-test: 0.4403 MEE-Train: 2.1780, MEE-test: 1.9099
Epoch[64/300] Learning-rate: 0.003, Loss-Train: 0.1484, Loss-test: 0.4824 MEE-Train: 2.1564, MEE-test: 1.8959
Epoch[65/300] Learning-rate: 0.003, Loss-Train: 0.1307, Loss-test: 0.4248 MEE-Train: 2.1353, MEE-test: 1.8811
Epoch[66/300] Learning-rate: 0.003, Loss-Train: 0.1497, Loss-test: 0.4864 MEE-Train: 2.1152, MEE-test: 1.8675
Epoch[67/300] Learning-rate: 0.003, Loss-Train: 0.1251, Loss-test: 0.4067 MEE-Train: 2.0954, MEE-test: 1.8533
Epoch[68/300] Learning-rate: 0.003, Loss-Train: 0.1185, Loss-test: 0.3850 MEE-Train: 2.0761, MEE-test: 1.8390
Epoch[69/300] Learning-rate: 0.003, Loss-Train: 0.1191, Loss-test: 0.3872 MEE-Train: 2.0573, MEE-test: 1.8251
Epoch[70/300] Learning-rate: 0.003, Loss-Train: 0.1203, Loss-test: 0.3911 MEE-Train: 2.0395, MEE-test: 1.8116
Epoch[71/300] Learning-rate: 0.003, Loss-Train: 0.1217, Loss-test: 0.3954 MEE-Train: 2.0215, MEE-test: 1.7987
Epoch[72/300] Learning-rate: 0.003, Loss-Train: 0.1233, Loss-test: 0.4007 MEE-Train: 2.0040, MEE-test: 1.7861
Epoch[73/300] Learning-rate: 0.003, Loss-Train: 0.1636, Loss-test: 0.5318 MEE-Train: 1.9871, MEE-test: 1.7758
Epoch[74/300] Learning-rate: 0.003, Loss-Train: 0.1405, Loss-test: 0.4567 MEE-Train: 1.9705, MEE-test: 1.7650
Epoch[75/300] Learning-rate: 0.003, Loss-Train: 0.1238, Loss-test: 0.4024 MEE-Train: 1.9540, MEE-test: 1.7534
Epoch[76/300] Learning-rate: 0.003, Loss-Train: 0.1189, Loss-test: 0.3865 MEE-Train: 1.9377, MEE-test: 1.7420
Epoch[77/300] Learning-rate: 0.003, Loss-Train: 0.1895, Loss-test: 0.6158 MEE-Train: 1.9218, MEE-test: 1.7334
Epoch[78/300] Learning-rate: 0.003, Loss-Train: 0.1305, Loss-test: 0.4243 MEE-Train: 1.9064, MEE-test: 1.7233
Epoch[79/300] Learning-rate: 0.003, Loss-Train: 0.1206, Loss-test: 0.3920 MEE-Train: 1.8912, MEE-test: 1.7128
Epoch[80/300] Learning-rate: 0.003, Loss-Train: 0.1264, Loss-test: 0.4107 MEE-Train: 1.8765, MEE-test: 1.7027
Epoch[81/300] Learning-rate: 0.003, Loss-Train: 0.1197, Loss-test: 0.3889 MEE-Train: 1.8624, MEE-test: 1.6925
Epoch[82/300] Learning-rate: 0.003, Loss-Train: 0.1038, Loss-test: 0.3373 MEE-Train: 1.8481, MEE-test: 1.6816
Epoch[83/300] Learning-rate: 0.003, Loss-Train: 0.1162, Loss-test: 0.3776 MEE-Train: 1.8344, MEE-test: 1.6715
Epoch[84/300] Learning-rate: 0.003, Loss-Train: 0.1025, Loss-test: 0.3332 MEE-Train: 1.8206, MEE-test: 1.6612
Epoch[85/300] Learning-rate: 0.003, Loss-Train: 0.1455, Loss-test: 0.4729 MEE-Train: 1.8074, MEE-test: 1.6528
Epoch[86/300] Learning-rate: 0.003, Loss-Train: 0.1038, Loss-test: 0.3374 MEE-Train: 1.7944, MEE-test: 1.6431
Epoch[87/300] Learning-rate: 0.003, Loss-Train: 0.1211, Loss-test: 0.3936 MEE-Train: 1.7815, MEE-test: 1.6344
Epoch[88/300] Learning-rate: 0.003, Loss-Train: 0.1093, Loss-test: 0.3552 MEE-Train: 1.7690, MEE-test: 1.6253
Epoch[89/300] Learning-rate: 0.003, Loss-Train: 0.1602, Loss-test: 0.5206 MEE-Train: 1.7569, MEE-test: 1.6183
Epoch[90/300] Learning-rate: 0.003, Loss-Train: 0.1166, Loss-test: 0.3789 MEE-Train: 1.7450, MEE-test: 1.6100
Epoch[91/300] Learning-rate: 0.003, Loss-Train: 0.1051, Loss-test: 0.3415 MEE-Train: 1.7330, MEE-test: 1.6012
Epoch[92/300] Learning-rate: 0.003, Loss-Train: 0.1168, Loss-test: 0.3795 MEE-Train: 1.7215, MEE-test: 1.5933
Epoch[93/300] Learning-rate: 0.003, Loss-Train: 0.1286, Loss-test: 0.4181 MEE-Train: 1.7102, MEE-test: 1.5862
Epoch[94/300] Learning-rate: 0.003, Loss-Train: 0.0963, Loss-test: 0.3131 MEE-Train: 1.6992, MEE-test: 1.5776
Epoch[95/300] Learning-rate: 0.003, Loss-Train: 0.0992, Loss-test: 0.3223 MEE-Train: 1.6881, MEE-test: 1.5695
Epoch[96/300] Learning-rate: 0.003, Loss-Train: 0.1067, Loss-test: 0.3467 MEE-Train: 1.6775, MEE-test: 1.5620
Epoch[97/300] Learning-rate: 0.003, Loss-Train: 0.1119, Loss-test: 0.3637 MEE-Train: 1.6672, MEE-test: 1.5546
Epoch[98/300] Learning-rate: 0.003, Loss-Train: 0.1201, Loss-test: 0.3904 MEE-Train: 1.6574, MEE-test: 1.5481
Epoch[99/300] Learning-rate: 0.003, Loss-Train: 0.1029, Loss-test: 0.3344 MEE-Train: 1.6479, MEE-test: 1.5407
Epoch[100/300] Learning-rate: 0.003, Loss-Train: 0.1168, Loss-test: 0.3795 MEE-Train: 1.6381, MEE-test: 1.5342
Epoch[101/300] Learning-rate: 0.003, Loss-Train: 0.0922, Loss-test: 0.2998 MEE-Train: 1.6287, MEE-test: 1.5263
Epoch[102/300] Learning-rate: 0.003, Loss-Train: 0.1000, Loss-test: 0.3250 MEE-Train: 1.6190, MEE-test: 1.5192
Epoch[103/300] Learning-rate: 0.003, Loss-Train: 0.1111, Loss-test: 0.3611 MEE-Train: 1.6095, MEE-test: 1.5126
Epoch[104/300] Learning-rate: 0.003, Loss-Train: 0.1182, Loss-test: 0.3840 MEE-Train: 1.6002, MEE-test: 1.5063
Epoch[105/300] Learning-rate: 0.003, Loss-Train: 0.1116, Loss-test: 0.3627 MEE-Train: 1.5910, MEE-test: 1.4999
Epoch[106/300] Learning-rate: 0.003, Loss-Train: 0.1137, Loss-test: 0.3694 MEE-Train: 1.5821, MEE-test: 1.4940
Epoch[107/300] Learning-rate: 0.003, Loss-Train: 0.1036, Loss-test: 0.3366 MEE-Train: 1.5734, MEE-test: 1.4875
Epoch[108/300] Learning-rate: 0.003, Loss-Train: 0.0952, Loss-test: 0.3095 MEE-Train: 1.5648, MEE-test: 1.4809
Epoch[109/300] Learning-rate: 0.003, Loss-Train: 0.1420, Loss-test: 0.4617 MEE-Train: 1.5562, MEE-test: 1.4749
Epoch[110/300] Learning-rate: 0.003, Loss-Train: 0.0974, Loss-test: 0.3165 MEE-Train: 1.5476, MEE-test: 1.4689
Epoch[111/300] Learning-rate: 0.003, Loss-Train: 0.1030, Loss-test: 0.3349 MEE-Train: 1.5393, MEE-test: 1.4630
Epoch[112/300] Learning-rate: 0.003, Loss-Train: 0.1059, Loss-test: 0.3441 MEE-Train: 1.5310, MEE-test: 1.4572
Epoch[113/300] Learning-rate: 0.003, Loss-Train: 0.0900, Loss-test: 0.2924 MEE-Train: 1.5231, MEE-test: 1.4510
Epoch[114/300] Learning-rate: 0.003, Loss-Train: 0.1126, Loss-test: 0.3659 MEE-Train: 1.5151, MEE-test: 1.4454
Epoch[115/300] Learning-rate: 0.003, Loss-Train: 0.0947, Loss-test: 0.3078 MEE-Train: 1.5072, MEE-test: 1.4397
Epoch[116/300] Learning-rate: 0.003, Loss-Train: 0.0995, Loss-test: 0.3235 MEE-Train: 1.4995, MEE-test: 1.4340
Epoch[117/300] Learning-rate: 0.003, Loss-Train: 0.0948, Loss-test: 0.3083 MEE-Train: 1.4919, MEE-test: 1.4287
Epoch[118/300] Learning-rate: 0.003, Loss-Train: 0.0985, Loss-test: 0.3202 MEE-Train: 1.4847, MEE-test: 1.4232
Epoch[119/300] Learning-rate: 0.003, Loss-Train: 0.0916, Loss-test: 0.2977 MEE-Train: 1.4774, MEE-test: 1.4176
Epoch[120/300] Learning-rate: 0.003, Loss-Train: 0.0884, Loss-test: 0.2872 MEE-Train: 1.4702, MEE-test: 1.4121
Epoch[121/300] Learning-rate: 0.003, Loss-Train: 0.0977, Loss-test: 0.3174 MEE-Train: 1.4630, MEE-test: 1.4069
Epoch[122/300] Learning-rate: 0.003, Loss-Train: 0.0883, Loss-test: 0.2870 MEE-Train: 1.4559, MEE-test: 1.4014
Epoch[123/300] Learning-rate: 0.003, Loss-Train: 0.0935, Loss-test: 0.3040 MEE-Train: 1.4488, MEE-test: 1.3962
Epoch[124/300] Learning-rate: 0.003, Loss-Train: 0.0884, Loss-test: 0.2874 MEE-Train: 1.4419, MEE-test: 1.3911
Epoch[125/300] Learning-rate: 0.003, Loss-Train: 0.0869, Loss-test: 0.2824 MEE-Train: 1.4352, MEE-test: 1.3859
Epoch[126/300] Learning-rate: 0.003, Loss-Train: 0.0975, Loss-test: 0.3168 MEE-Train: 1.4286, MEE-test: 1.3813
Epoch[127/300] Learning-rate: 0.003, Loss-Train: 0.0867, Loss-test: 0.2819 MEE-Train: 1.4221, MEE-test: 1.3763
Epoch[128/300] Learning-rate: 0.003, Loss-Train: 0.0905, Loss-test: 0.2940 MEE-Train: 1.4156, MEE-test: 1.3716
Epoch[129/300] Learning-rate: 0.003, Loss-Train: 0.1059, Loss-test: 0.3442 MEE-Train: 1.4092, MEE-test: 1.3674
Epoch[130/300] Learning-rate: 0.003, Loss-Train: 0.0928, Loss-test: 0.3015 MEE-Train: 1.4030, MEE-test: 1.3629
Epoch[131/300] Learning-rate: 0.003, Loss-Train: 0.0946, Loss-test: 0.3074 MEE-Train: 1.3967, MEE-test: 1.3584
Epoch[132/300] Learning-rate: 0.003, Loss-Train: 0.0879, Loss-test: 0.2857 MEE-Train: 1.3905, MEE-test: 1.3537
Epoch[133/300] Learning-rate: 0.003, Loss-Train: 0.0880, Loss-test: 0.2861 MEE-Train: 1.3843, MEE-test: 1.3492
Epoch[134/300] Learning-rate: 0.003, Loss-Train: 0.1025, Loss-test: 0.3330 MEE-Train: 1.3782, MEE-test: 1.3450
Epoch[135/300] Learning-rate: 0.003, Loss-Train: 0.0925, Loss-test: 0.3005 MEE-Train: 1.3722, MEE-test: 1.3407
Epoch[136/300] Learning-rate: 0.003, Loss-Train: 0.0926, Loss-test: 0.3009 MEE-Train: 1.3664, MEE-test: 1.3364
Epoch[137/300] Learning-rate: 0.003, Loss-Train: 0.0870, Loss-test: 0.2828 MEE-Train: 1.3607, MEE-test: 1.3320
Epoch[138/300] Learning-rate: 0.003, Loss-Train: 0.0887, Loss-test: 0.2882 MEE-Train: 1.3551, MEE-test: 1.3280
Epoch[139/300] Learning-rate: 0.003, Loss-Train: 0.0948, Loss-test: 0.3080 MEE-Train: 1.3498, MEE-test: 1.3242
Epoch[140/300] Learning-rate: 0.003, Loss-Train: 0.0833, Loss-test: 0.2707 MEE-Train: 1.3443, MEE-test: 1.3199
Epoch[141/300] Learning-rate: 0.003, Loss-Train: 0.0996, Loss-test: 0.3237 MEE-Train: 1.3388, MEE-test: 1.3163
Epoch[142/300] Learning-rate: 0.003, Loss-Train: 0.0903, Loss-test: 0.2934 MEE-Train: 1.3335, MEE-test: 1.3123
Epoch[143/300] Learning-rate: 0.003, Loss-Train: 0.0944, Loss-test: 0.3069 MEE-Train: 1.3283, MEE-test: 1.3084
Epoch[144/300] Learning-rate: 0.003, Loss-Train: 0.0829, Loss-test: 0.2695 MEE-Train: 1.3230, MEE-test: 1.3044
Epoch[145/300] Learning-rate: 0.003, Loss-Train: 0.0834, Loss-test: 0.2711 MEE-Train: 1.3177, MEE-test: 1.3005
Epoch[146/300] Learning-rate: 0.003, Loss-Train: 0.0914, Loss-test: 0.2971 MEE-Train: 1.3126, MEE-test: 1.2969
Epoch[147/300] Learning-rate: 0.003, Loss-Train: 0.0974, Loss-test: 0.3166 MEE-Train: 1.3075, MEE-test: 1.2933
Epoch[148/300] Learning-rate: 0.003, Loss-Train: 0.1258, Loss-test: 0.4089 MEE-Train: 1.3023, MEE-test: 1.2903
Epoch[149/300] Learning-rate: 0.003, Loss-Train: 0.0825, Loss-test: 0.2682 MEE-Train: 1.2973, MEE-test: 1.2864
Epoch[150/300] Learning-rate: 0.003, Loss-Train: 0.0883, Loss-test: 0.2870 MEE-Train: 1.2925, MEE-test: 1.2829
Epoch[151/300] Learning-rate: 0.003, Loss-Train: 0.0740, Loss-test: 0.2406 MEE-Train: 1.2877, MEE-test: 1.2787
Epoch[152/300] Learning-rate: 0.003, Loss-Train: 0.1536, Loss-test: 0.4993 MEE-Train: 1.2827, MEE-test: 1.2761
Epoch[153/300] Learning-rate: 0.003, Loss-Train: 0.0846, Loss-test: 0.2750 MEE-Train: 1.2779, MEE-test: 1.2725
Epoch[154/300] Learning-rate: 0.003, Loss-Train: 0.0936, Loss-test: 0.3042 MEE-Train: 1.2731, MEE-test: 1.2693
Epoch[155/300] Learning-rate: 0.003, Loss-Train: 0.1150, Loss-test: 0.3738 MEE-Train: 1.2684, MEE-test: 1.2663
Epoch[156/300] Learning-rate: 0.003, Loss-Train: 0.0905, Loss-test: 0.2941 MEE-Train: 1.2638, MEE-test: 1.2629
Epoch[157/300] Learning-rate: 0.003, Loss-Train: 0.0837, Loss-test: 0.2720 MEE-Train: 1.2592, MEE-test: 1.2596
Epoch[158/300] Learning-rate: 0.003, Loss-Train: 0.0823, Loss-test: 0.2673 MEE-Train: 1.2549, MEE-test: 1.2562
Epoch[159/300] Learning-rate: 0.003, Loss-Train: 0.0786, Loss-test: 0.2555 MEE-Train: 1.2505, MEE-test: 1.2527
Epoch[160/300] Learning-rate: 0.003, Loss-Train: 0.0741, Loss-test: 0.2407 MEE-Train: 1.2461, MEE-test: 1.2489
Epoch[161/300] Learning-rate: 0.003, Loss-Train: 0.0810, Loss-test: 0.2631 MEE-Train: 1.2416, MEE-test: 1.2455
Epoch[162/300] Learning-rate: 0.003, Loss-Train: 0.0789, Loss-test: 0.2563 MEE-Train: 1.2372, MEE-test: 1.2421
Epoch[163/300] Learning-rate: 0.003, Loss-Train: 0.0772, Loss-test: 0.2510 MEE-Train: 1.2328, MEE-test: 1.2389
Epoch[164/300] Learning-rate: 0.003, Loss-Train: 0.0812, Loss-test: 0.2640 MEE-Train: 1.2286, MEE-test: 1.2357
Epoch[165/300] Learning-rate: 0.003, Loss-Train: 0.0760, Loss-test: 0.2471 MEE-Train: 1.2244, MEE-test: 1.2325
Epoch[166/300] Learning-rate: 0.003, Loss-Train: 0.1404, Loss-test: 0.4564 MEE-Train: 1.2203, MEE-test: 1.2299
Epoch[167/300] Learning-rate: 0.003, Loss-Train: 0.0753, Loss-test: 0.2446 MEE-Train: 1.2162, MEE-test: 1.2266
Epoch[168/300] Learning-rate: 0.003, Loss-Train: 0.0920, Loss-test: 0.2989 MEE-Train: 1.2121, MEE-test: 1.2239
Epoch[169/300] Learning-rate: 0.003, Loss-Train: 0.0756, Loss-test: 0.2456 MEE-Train: 1.2081, MEE-test: 1.2208
Epoch[170/300] Learning-rate: 0.003, Loss-Train: 0.0738, Loss-test: 0.2399 MEE-Train: 1.2041, MEE-test: 1.2174
Epoch[171/300] Learning-rate: 0.003, Loss-Train: 0.0959, Loss-test: 0.3115 MEE-Train: 1.2001, MEE-test: 1.2147
Epoch[172/300] Learning-rate: 0.003, Loss-Train: 0.1097, Loss-test: 0.3565 MEE-Train: 1.1961, MEE-test: 1.2122
Epoch[173/300] Learning-rate: 0.003, Loss-Train: 0.1342, Loss-test: 0.4360 MEE-Train: 1.1923, MEE-test: 1.2099
Epoch[174/300] Learning-rate: 0.003, Loss-Train: 0.0759, Loss-test: 0.2467 MEE-Train: 1.1884, MEE-test: 1.2069
Epoch[175/300] Learning-rate: 0.003, Loss-Train: 0.0719, Loss-test: 0.2337 MEE-Train: 1.1846, MEE-test: 1.2038
Epoch[176/300] Learning-rate: 0.003, Loss-Train: 0.0704, Loss-test: 0.2289 MEE-Train: 1.1808, MEE-test: 1.2006
Epoch[177/300] Learning-rate: 0.003, Loss-Train: 0.0848, Loss-test: 0.2756 MEE-Train: 1.1772, MEE-test: 1.1979
Epoch[178/300] Learning-rate: 0.003, Loss-Train: 0.0696, Loss-test: 0.2261 MEE-Train: 1.1735, MEE-test: 1.1947
Epoch[179/300] Learning-rate: 0.003, Loss-Train: 0.0722, Loss-test: 0.2345 MEE-Train: 1.1698, MEE-test: 1.1917
Epoch[180/300] Learning-rate: 0.003, Loss-Train: 0.0675, Loss-test: 0.2193 MEE-Train: 1.1662, MEE-test: 1.1887
Epoch[181/300] Learning-rate: 0.003, Loss-Train: 0.0799, Loss-test: 0.2597 MEE-Train: 1.1625, MEE-test: 1.1860
Epoch[182/300] Learning-rate: 0.003, Loss-Train: 0.0679, Loss-test: 0.2208 MEE-Train: 1.1588, MEE-test: 1.1830
Epoch[183/300] Learning-rate: 0.003, Loss-Train: 0.0778, Loss-test: 0.2527 MEE-Train: 1.1553, MEE-test: 1.1803
Epoch[184/300] Learning-rate: 0.003, Loss-Train: 0.0815, Loss-test: 0.2647 MEE-Train: 1.1518, MEE-test: 1.1777
Epoch[185/300] Learning-rate: 0.003, Loss-Train: 0.0741, Loss-test: 0.2409 MEE-Train: 1.1483, MEE-test: 1.1751
Epoch[186/300] Learning-rate: 0.003, Loss-Train: 0.0850, Loss-test: 0.2763 MEE-Train: 1.1449, MEE-test: 1.1726
Epoch[187/300] Learning-rate: 0.003, Loss-Train: 0.0701, Loss-test: 0.2278 MEE-Train: 1.1416, MEE-test: 1.1698
Epoch[188/300] Learning-rate: 0.003, Loss-Train: 0.0760, Loss-test: 0.2469 MEE-Train: 1.1382, MEE-test: 1.1672
Epoch[189/300] Learning-rate: 0.003, Loss-Train: 0.1394, Loss-test: 0.4530 MEE-Train: 1.1349, MEE-test: 1.1653
Epoch[190/300] Learning-rate: 0.003, Loss-Train: 0.0746, Loss-test: 0.2426 MEE-Train: 1.1315, MEE-test: 1.1626
Epoch[191/300] Learning-rate: 0.003, Loss-Train: 0.0810, Loss-test: 0.2631 MEE-Train: 1.1281, MEE-test: 1.1604
Epoch[192/300] Learning-rate: 0.003, Loss-Train: 0.0791, Loss-test: 0.2570 MEE-Train: 1.1248, MEE-test: 1.1580
Epoch[193/300] Learning-rate: 0.003, Loss-Train: 0.0860, Loss-test: 0.2794 MEE-Train: 1.1216, MEE-test: 1.1558
Epoch[194/300] Learning-rate: 0.003, Loss-Train: 0.0951, Loss-test: 0.3092 MEE-Train: 1.1184, MEE-test: 1.1538
Epoch[195/300] Learning-rate: 0.003, Loss-Train: 0.1300, Loss-test: 0.4226 MEE-Train: 1.1153, MEE-test: 1.1519
Epoch[196/300] Learning-rate: 0.003, Loss-Train: 0.0693, Loss-test: 0.2252 MEE-Train: 1.1121, MEE-test: 1.1492
