Epoch[1/300] Learning-rate: 0.003, Loss-Train: 23.7684, Loss-test: 77.2472 MEE-Train: 28.7505, MEE-test: 14.0829
Epoch[53/300] Learning-rate: 0.003, Loss-Train: 0.1722, Loss-test: 0.5595 MEE-Train: 2.5009, MEE-test: 2.1981
Epoch[54/300] Learning-rate: 0.003, Loss-Train: 0.2064, Loss-test: 0.6708 MEE-Train: 2.4740, MEE-test: 2.1800
Epoch[55/300] Learning-rate: 0.003, Loss-Train: 0.2063, Loss-test: 0.6706 MEE-Train: 2.4472, MEE-test: 2.1623
Epoch[56/300] Learning-rate: 0.003, Loss-Train: 0.1667, Loss-test: 0.5419 MEE-Train: 2.4207, MEE-test: 2.1431
Epoch[57/300] Learning-rate: 0.003, Loss-Train: 0.2078, Loss-test: 0.6754 MEE-Train: 2.3952, MEE-test: 2.1264
Epoch[58/300] Learning-rate: 0.003, Loss-Train: 0.2141, Loss-test: 0.6957 MEE-Train: 2.3705, MEE-test: 2.1115
Epoch[59/300] Learning-rate: 0.003, Loss-Train: 0.2075, Loss-test: 0.6743 MEE-Train: 2.3480, MEE-test: 2.0964
Epoch[60/300] Learning-rate: 0.003, Loss-Train: 0.2001, Loss-test: 0.6502 MEE-Train: 2.3250, MEE-test: 2.0813
Epoch[61/300] Learning-rate: 0.003, Loss-Train: 0.1670, Loss-test: 0.5429 MEE-Train: 2.3020, MEE-test: 2.0647
Epoch[62/300] Learning-rate: 0.003, Loss-Train: 0.1737, Loss-test: 0.5644 MEE-Train: 2.2801, MEE-test: 2.0495
Epoch[63/300] Learning-rate: 0.003, Loss-Train: 0.1583, Loss-test: 0.5144 MEE-Train: 2.2588, MEE-test: 2.0338
Epoch[64/300] Learning-rate: 0.003, Loss-Train: 0.1936, Loss-test: 0.6291 MEE-Train: 2.2391, MEE-test: 2.0211
Epoch[65/300] Learning-rate: 0.003, Loss-Train: 0.1751, Loss-test: 0.5690 MEE-Train: 2.2195, MEE-test: 2.0071
Epoch[66/300] Learning-rate: 0.003, Loss-Train: 0.1616, Loss-test: 0.5251 MEE-Train: 2.1994, MEE-test: 1.9929
Epoch[67/300] Learning-rate: 0.003, Loss-Train: 0.1559, Loss-test: 0.5067 MEE-Train: 2.1799, MEE-test: 1.9786
Epoch[68/300] Learning-rate: 0.003, Loss-Train: 0.2079, Loss-test: 0.6757 MEE-Train: 2.1611, MEE-test: 1.9665
Epoch[69/300] Learning-rate: 0.003, Loss-Train: 0.1433, Loss-test: 0.4657 MEE-Train: 2.1426, MEE-test: 1.9526
Epoch[70/300] Learning-rate: 0.003, Loss-Train: 0.1592, Loss-test: 0.5176 MEE-Train: 2.1250, MEE-test: 1.9394
Epoch[71/300] Learning-rate: 0.003, Loss-Train: 0.1477, Loss-test: 0.4800 MEE-Train: 2.1076, MEE-test: 1.9265
Epoch[72/300] Learning-rate: 0.003, Loss-Train: 0.1457, Loss-test: 0.4735 MEE-Train: 2.0908, MEE-test: 1.9142
Epoch[73/300] Learning-rate: 0.003, Loss-Train: 0.1605, Loss-test: 0.5217 MEE-Train: 2.0747, MEE-test: 1.9025
Epoch[74/300] Learning-rate: 0.003, Loss-Train: 0.1424, Loss-test: 0.4628 MEE-Train: 2.0592, MEE-test: 1.8903
Epoch[75/300] Learning-rate: 0.003, Loss-Train: 0.1798, Loss-test: 0.5843 MEE-Train: 2.0436, MEE-test: 1.8807
Epoch[76/300] Learning-rate: 0.003, Loss-Train: 0.1332, Loss-test: 0.4329 MEE-Train: 2.0286, MEE-test: 1.8688
Epoch[77/300] Learning-rate: 0.003, Loss-Train: 0.1506, Loss-test: 0.4894 MEE-Train: 2.0135, MEE-test: 1.8580
Epoch[78/300] Learning-rate: 0.003, Loss-Train: 0.1488, Loss-test: 0.4835 MEE-Train: 1.9983, MEE-test: 1.8470
Epoch[79/300] Learning-rate: 0.003, Loss-Train: 0.2106, Loss-test: 0.6845 MEE-Train: 1.9836, MEE-test: 1.8379
Epoch[80/300] Learning-rate: 0.003, Loss-Train: 0.1533, Loss-test: 0.4982 MEE-Train: 1.9689, MEE-test: 1.8276
Epoch[81/300] Learning-rate: 0.003, Loss-Train: 0.1925, Loss-test: 0.6256 MEE-Train: 1.9544, MEE-test: 1.8182
Epoch[82/300] Learning-rate: 0.003, Loss-Train: 0.1438, Loss-test: 0.4673 MEE-Train: 1.9404, MEE-test: 1.8078
Epoch[83/300] Learning-rate: 0.003, Loss-Train: 0.1701, Loss-test: 0.5528 MEE-Train: 1.9280, MEE-test: 1.7993
Epoch[84/300] Learning-rate: 0.003, Loss-Train: 0.1420, Loss-test: 0.4614 MEE-Train: 1.9148, MEE-test: 1.7901
Epoch[85/300] Learning-rate: 0.003, Loss-Train: 0.1698, Loss-test: 0.5519 MEE-Train: 1.9017, MEE-test: 1.7815
Epoch[86/300] Learning-rate: 0.003, Loss-Train: 0.1388, Loss-test: 0.4510 MEE-Train: 1.8892, MEE-test: 1.7721
Epoch[87/300] Learning-rate: 0.003, Loss-Train: 0.1350, Loss-test: 0.4388 MEE-Train: 1.8769, MEE-test: 1.7629
Epoch[88/300] Learning-rate: 0.003, Loss-Train: 0.1297, Loss-test: 0.4215 MEE-Train: 1.8647, MEE-test: 1.7538
Epoch[89/300] Learning-rate: 0.003, Loss-Train: 0.1885, Loss-test: 0.6125 MEE-Train: 1.8531, MEE-test: 1.7456
Epoch[90/300] Learning-rate: 0.003, Loss-Train: 0.1266, Loss-test: 0.4113 MEE-Train: 1.8413, MEE-test: 1.7365
Epoch[91/300] Learning-rate: 0.003, Loss-Train: 0.2125, Loss-test: 0.6907 MEE-Train: 1.8301, MEE-test: 1.7306
Epoch[92/300] Learning-rate: 0.003, Loss-Train: 0.1494, Loss-test: 0.4854 MEE-Train: 1.8193, MEE-test: 1.7228
Epoch[93/300] Learning-rate: 0.003, Loss-Train: 0.1746, Loss-test: 0.5674 MEE-Train: 1.8087, MEE-test: 1.7162
Epoch[94/300] Learning-rate: 0.003, Loss-Train: 0.1088, Loss-test: 0.3536 MEE-Train: 1.7981, MEE-test: 1.7069
Epoch[95/300] Learning-rate: 0.003, Loss-Train: 0.1383, Loss-test: 0.4493 MEE-Train: 1.7875, MEE-test: 1.6995
Epoch[96/300] Learning-rate: 0.003, Loss-Train: 0.1121, Loss-test: 0.3642 MEE-Train: 1.7769, MEE-test: 1.6910
Epoch[97/300] Learning-rate: 0.003, Loss-Train: 0.2057, Loss-test: 0.6685 MEE-Train: 1.7666, MEE-test: 1.6853
Epoch[98/300] Learning-rate: 0.003, Loss-Train: 0.1324, Loss-test: 0.4305 MEE-Train: 1.7570, MEE-test: 1.6783
Epoch[99/300] Learning-rate: 0.003, Loss-Train: 0.1264, Loss-test: 0.4108 MEE-Train: 1.7471, MEE-test: 1.6710
Epoch[100/300] Learning-rate: 0.003, Loss-Train: 0.1188, Loss-test: 0.3861 MEE-Train: 1.7371, MEE-test: 1.6635
Epoch[101/300] Learning-rate: 0.003, Loss-Train: 0.1194, Loss-test: 0.3881 MEE-Train: 1.7271, MEE-test: 1.6561
Epoch[102/300] Learning-rate: 0.003, Loss-Train: 0.1668, Loss-test: 0.5420 MEE-Train: 1.7174, MEE-test: 1.6496
Epoch[103/300] Learning-rate: 0.003, Loss-Train: 0.1164, Loss-test: 0.3782 MEE-Train: 1.7078, MEE-test: 1.6422
Epoch[104/300] Learning-rate: 0.003, Loss-Train: 0.1160, Loss-test: 0.3770 MEE-Train: 1.6988, MEE-test: 1.6347
Epoch[105/300] Learning-rate: 0.003, Loss-Train: 0.1177, Loss-test: 0.3825 MEE-Train: 1.6894, MEE-test: 1.6276
Epoch[106/300] Learning-rate: 0.003, Loss-Train: 0.1336, Loss-test: 0.4343 MEE-Train: 1.6803, MEE-test: 1.6218
Epoch[107/300] Learning-rate: 0.003, Loss-Train: 0.1581, Loss-test: 0.5137 MEE-Train: 1.6719, MEE-test: 1.6162
Epoch[108/300] Learning-rate: 0.003, Loss-Train: 0.1404, Loss-test: 0.4562 MEE-Train: 1.6637, MEE-test: 1.6103
Epoch[109/300] Learning-rate: 0.003, Loss-Train: 0.1271, Loss-test: 0.4130 MEE-Train: 1.6553, MEE-test: 1.6040
Epoch[110/300] Learning-rate: 0.003, Loss-Train: 0.1143, Loss-test: 0.3715 MEE-Train: 1.6467, MEE-test: 1.5974
Epoch[111/300] Learning-rate: 0.003, Loss-Train: 0.1233, Loss-test: 0.4007 MEE-Train: 1.6381, MEE-test: 1.5912
Epoch[112/300] Learning-rate: 0.003, Loss-Train: 0.1664, Loss-test: 0.5407 MEE-Train: 1.6300, MEE-test: 1.5864
Epoch[113/300] Learning-rate: 0.003, Loss-Train: 0.1341, Loss-test: 0.4358 MEE-Train: 1.6217, MEE-test: 1.5807
Epoch[114/300] Learning-rate: 0.003, Loss-Train: 0.1204, Loss-test: 0.3913 MEE-Train: 1.6137, MEE-test: 1.5747
Epoch[115/300] Learning-rate: 0.003, Loss-Train: 0.1052, Loss-test: 0.3420 MEE-Train: 1.6057, MEE-test: 1.5684
Epoch[116/300] Learning-rate: 0.003, Loss-Train: 0.1138, Loss-test: 0.3700 MEE-Train: 1.5979, MEE-test: 1.5626
Epoch[117/300] Learning-rate: 0.003, Loss-Train: 0.1136, Loss-test: 0.3693 MEE-Train: 1.5904, MEE-test: 1.5570
Epoch[118/300] Learning-rate: 0.003, Loss-Train: 0.0987, Loss-test: 0.3209 MEE-Train: 1.5832, MEE-test: 1.5505
Epoch[119/300] Learning-rate: 0.003, Loss-Train: 0.1157, Loss-test: 0.3760 MEE-Train: 1.5760, MEE-test: 1.5447
Epoch[120/300] Learning-rate: 0.003, Loss-Train: 0.1193, Loss-test: 0.3878 MEE-Train: 1.5686, MEE-test: 1.5394
Epoch[121/300] Learning-rate: 0.003, Loss-Train: 0.0977, Loss-test: 0.3175 MEE-Train: 1.5613, MEE-test: 1.5333
Epoch[122/300] Learning-rate: 0.003, Loss-Train: 0.1119, Loss-test: 0.3638 MEE-Train: 1.5541, MEE-test: 1.5280
Epoch[123/300] Learning-rate: 0.003, Loss-Train: 0.1596, Loss-test: 0.5188 MEE-Train: 1.5470, MEE-test: 1.5231
Epoch[124/300] Learning-rate: 0.003, Loss-Train: 0.1095, Loss-test: 0.3559 MEE-Train: 1.5399, MEE-test: 1.5177
Epoch[125/300] Learning-rate: 0.003, Loss-Train: 0.1154, Loss-test: 0.3752 MEE-Train: 1.5330, MEE-test: 1.5127
Epoch[126/300] Learning-rate: 0.003, Loss-Train: 0.1250, Loss-test: 0.4063 MEE-Train: 1.5261, MEE-test: 1.5074
Epoch[127/300] Learning-rate: 0.003, Loss-Train: 0.1673, Loss-test: 0.5437 MEE-Train: 1.5197, MEE-test: 1.5034
Epoch[128/300] Learning-rate: 0.003, Loss-Train: 0.1172, Loss-test: 0.3809 MEE-Train: 1.5136, MEE-test: 1.4987
Epoch[129/300] Learning-rate: 0.003, Loss-Train: 0.1223, Loss-test: 0.3974 MEE-Train: 1.5071, MEE-test: 1.4940
Epoch[130/300] Learning-rate: 0.003, Loss-Train: 0.1757, Loss-test: 0.5712 MEE-Train: 1.5008, MEE-test: 1.4906
Epoch[131/300] Learning-rate: 0.003, Loss-Train: 0.1065, Loss-test: 0.3460 MEE-Train: 1.4946, MEE-test: 1.4858
Epoch[132/300] Learning-rate: 0.003, Loss-Train: 0.1175, Loss-test: 0.3819 MEE-Train: 1.4883, MEE-test: 1.4811
Epoch[133/300] Learning-rate: 0.003, Loss-Train: 0.1113, Loss-test: 0.3619 MEE-Train: 1.4821, MEE-test: 1.4768
Epoch[134/300] Learning-rate: 0.003, Loss-Train: 0.1122, Loss-test: 0.3648 MEE-Train: 1.4762, MEE-test: 1.4724
Epoch[135/300] Learning-rate: 0.003, Loss-Train: 0.0933, Loss-test: 0.3032 MEE-Train: 1.4702, MEE-test: 1.4673
Epoch[136/300] Learning-rate: 0.003, Loss-Train: 0.0937, Loss-test: 0.3045 MEE-Train: 1.4640, MEE-test: 1.4622
Epoch[137/300] Learning-rate: 0.003, Loss-Train: 0.1282, Loss-test: 0.4166 MEE-Train: 1.4582, MEE-test: 1.4582
Epoch[138/300] Learning-rate: 0.003, Loss-Train: 0.0919, Loss-test: 0.2986 MEE-Train: 1.4524, MEE-test: 1.4532
Epoch[139/300] Learning-rate: 0.003, Loss-Train: 0.1126, Loss-test: 0.3659 MEE-Train: 1.4465, MEE-test: 1.4490
Epoch[140/300] Learning-rate: 0.003, Loss-Train: 0.0938, Loss-test: 0.3049 MEE-Train: 1.4406, MEE-test: 1.4443
Epoch[141/300] Learning-rate: 0.003, Loss-Train: 0.1263, Loss-test: 0.4106 MEE-Train: 1.4348, MEE-test: 1.4404
Epoch[142/300] Learning-rate: 0.003, Loss-Train: 0.1258, Loss-test: 0.4090 MEE-Train: 1.4291, MEE-test: 1.4366
Epoch[143/300] Learning-rate: 0.003, Loss-Train: 0.0931, Loss-test: 0.3025 MEE-Train: 1.4234, MEE-test: 1.4319
Epoch[144/300] Learning-rate: 0.003, Loss-Train: 0.1026, Loss-test: 0.3333 MEE-Train: 1.4180, MEE-test: 1.4277
Epoch[145/300] Learning-rate: 0.003, Loss-Train: 0.1033, Loss-test: 0.3356 MEE-Train: 1.4127, MEE-test: 1.4237
Epoch[146/300] Learning-rate: 0.003, Loss-Train: 0.0974, Loss-test: 0.3166 MEE-Train: 1.4073, MEE-test: 1.4195
Epoch[147/300] Learning-rate: 0.003, Loss-Train: 0.1210, Loss-test: 0.3933 MEE-Train: 1.4020, MEE-test: 1.4158
Epoch[148/300] Learning-rate: 0.003, Loss-Train: 0.0945, Loss-test: 0.3070 MEE-Train: 1.3969, MEE-test: 1.4115
Epoch[149/300] Learning-rate: 0.003, Loss-Train: 0.0997, Loss-test: 0.3240 MEE-Train: 1.3919, MEE-test: 1.4076
Epoch[150/300] Learning-rate: 0.003, Loss-Train: 0.0981, Loss-test: 0.3190 MEE-Train: 1.3868, MEE-test: 1.4035
Epoch[151/300] Learning-rate: 0.003, Loss-Train: 0.0940, Loss-test: 0.3055 MEE-Train: 1.3816, MEE-test: 1.3996
Epoch[152/300] Learning-rate: 0.003, Loss-Train: 0.0918, Loss-test: 0.2984 MEE-Train: 1.3764, MEE-test: 1.3955
Epoch[153/300] Learning-rate: 0.003, Loss-Train: 0.0969, Loss-test: 0.3151 MEE-Train: 1.3716, MEE-test: 1.3916
Epoch[154/300] Learning-rate: 0.003, Loss-Train: 0.1231, Loss-test: 0.4000 MEE-Train: 1.3668, MEE-test: 1.3884
Epoch[155/300] Learning-rate: 0.003, Loss-Train: 0.1252, Loss-test: 0.4071 MEE-Train: 1.3622, MEE-test: 1.3855
Epoch[156/300] Learning-rate: 0.003, Loss-Train: 0.1001, Loss-test: 0.3254 MEE-Train: 1.3578, MEE-test: 1.3819
Epoch[157/300] Learning-rate: 0.003, Loss-Train: 0.0925, Loss-test: 0.3006 MEE-Train: 1.3530, MEE-test: 1.3781
Epoch[158/300] Learning-rate: 0.003, Loss-Train: 0.1257, Loss-test: 0.4084 MEE-Train: 1.3485, MEE-test: 1.3752
Epoch[159/300] Learning-rate: 0.003, Loss-Train: 0.0938, Loss-test: 0.3048 MEE-Train: 1.3440, MEE-test: 1.3715
Epoch[160/300] Learning-rate: 0.003, Loss-Train: 0.0837, Loss-test: 0.2721 MEE-Train: 1.3394, MEE-test: 1.3674
Epoch[161/300] Learning-rate: 0.003, Loss-Train: 0.0918, Loss-test: 0.2985 MEE-Train: 1.3348, MEE-test: 1.3638
Epoch[162/300] Learning-rate: 0.003, Loss-Train: 0.0878, Loss-test: 0.2853 MEE-Train: 1.3302, MEE-test: 1.3599
Epoch[163/300] Learning-rate: 0.003, Loss-Train: 0.1010, Loss-test: 0.3282 MEE-Train: 1.3257, MEE-test: 1.3566
Epoch[164/300] Learning-rate: 0.003, Loss-Train: 0.1237, Loss-test: 0.4019 MEE-Train: 1.3213, MEE-test: 1.3538
Epoch[165/300] Learning-rate: 0.003, Loss-Train: 0.0941, Loss-test: 0.3057 MEE-Train: 1.3171, MEE-test: 1.3505
Epoch[166/300] Learning-rate: 0.003, Loss-Train: 0.0905, Loss-test: 0.2943 MEE-Train: 1.3127, MEE-test: 1.3468
Epoch[167/300] Learning-rate: 0.003, Loss-Train: 0.1007, Loss-test: 0.3272 MEE-Train: 1.3084, MEE-test: 1.3437
Epoch[168/300] Learning-rate: 0.003, Loss-Train: 0.1129, Loss-test: 0.3670 MEE-Train: 1.3042, MEE-test: 1.3405
Epoch[169/300] Learning-rate: 0.003, Loss-Train: 0.0959, Loss-test: 0.3117 MEE-Train: 1.3001, MEE-test: 1.3373
Epoch[170/300] Learning-rate: 0.003, Loss-Train: 0.0905, Loss-test: 0.2943 MEE-Train: 1.2960, MEE-test: 1.3338
Epoch[171/300] Learning-rate: 0.003, Loss-Train: 0.0766, Loss-test: 0.2488 MEE-Train: 1.2917, MEE-test: 1.3301
Epoch[172/300] Learning-rate: 0.003, Loss-Train: 0.1034, Loss-test: 0.3359 MEE-Train: 1.2875, MEE-test: 1.3272
Epoch[173/300] Learning-rate: 0.003, Loss-Train: 0.0811, Loss-test: 0.2635 MEE-Train: 1.2833, MEE-test: 1.3236
Epoch[174/300] Learning-rate: 0.003, Loss-Train: 0.0840, Loss-test: 0.2730 MEE-Train: 1.2791, MEE-test: 1.3200
Epoch[175/300] Learning-rate: 0.003, Loss-Train: 0.0949, Loss-test: 0.3084 MEE-Train: 1.2751, MEE-test: 1.3171
Epoch[176/300] Learning-rate: 0.003, Loss-Train: 0.1007, Loss-test: 0.3271 MEE-Train: 1.2713, MEE-test: 1.3141
Epoch[177/300] Learning-rate: 0.003, Loss-Train: 0.1055, Loss-test: 0.3430 MEE-Train: 1.2676, MEE-test: 1.3113
Epoch[178/300] Learning-rate: 0.003, Loss-Train: 0.0852, Loss-test: 0.2767 MEE-Train: 1.2637, MEE-test: 1.3081
Epoch[179/300] Learning-rate: 0.003, Loss-Train: 0.1003, Loss-test: 0.3259 MEE-Train: 1.2599, MEE-test: 1.3053
Epoch[180/300] Learning-rate: 0.003, Loss-Train: 0.1010, Loss-test: 0.3283 MEE-Train: 1.2561, MEE-test: 1.3025
Epoch[181/300] Learning-rate: 0.003, Loss-Train: 0.0856, Loss-test: 0.2782 MEE-Train: 1.2523, MEE-test: 1.2995
Epoch[182/300] Learning-rate: 0.003, Loss-Train: 0.0769, Loss-test: 0.2498 MEE-Train: 1.2485, MEE-test: 1.2963
Epoch[183/300] Learning-rate: 0.003, Loss-Train: 0.0811, Loss-test: 0.2634 MEE-Train: 1.2447, MEE-test: 1.2932
Epoch[184/300] Learning-rate: 0.003, Loss-Train: 0.0874, Loss-test: 0.2841 MEE-Train: 1.2410, MEE-test: 1.2903
Epoch[185/300] Learning-rate: 0.003, Loss-Train: 0.0826, Loss-test: 0.2686 MEE-Train: 1.2373, MEE-test: 1.2874
Epoch[186/300] Learning-rate: 0.003, Loss-Train: 0.1151, Loss-test: 0.3742 MEE-Train: 1.2337, MEE-test: 1.2850
Epoch[187/300] Learning-rate: 0.003, Loss-Train: 0.0823, Loss-test: 0.2675 MEE-Train: 1.2301, MEE-test: 1.2820
Epoch[188/300] Learning-rate: 0.003, Loss-Train: 0.0946, Loss-test: 0.3075 MEE-Train: 1.2265, MEE-test: 1.2794
Epoch[189/300] Learning-rate: 0.003, Loss-Train: 0.0810, Loss-test: 0.2634 MEE-Train: 1.2229, MEE-test: 1.2767
Epoch[190/300] Learning-rate: 0.003, Loss-Train: 0.0793, Loss-test: 0.2576 MEE-Train: 1.2193, MEE-test: 1.2738
Epoch[191/300] Learning-rate: 0.003, Loss-Train: 0.0711, Loss-test: 0.2309 MEE-Train: 1.2158, MEE-test: 1.2706
Epoch[192/300] Learning-rate: 0.003, Loss-Train: 0.0932, Loss-test: 0.3029 MEE-Train: 1.2123, MEE-test: 1.2680
Epoch[193/300] Learning-rate: 0.003, Loss-Train: 0.0802, Loss-test: 0.2606 MEE-Train: 1.2088, MEE-test: 1.2650
Epoch[194/300] Learning-rate: 0.003, Loss-Train: 0.0878, Loss-test: 0.2852 MEE-Train: 1.2053, MEE-test: 1.2625
Epoch[195/300] Learning-rate: 0.003, Loss-Train: 0.0999, Loss-test: 0.3248 MEE-Train: 1.2019, MEE-test: 1.2601
Epoch[196/300] Learning-rate: 0.003, Loss-Train: 0.0751, Loss-test: 0.2442 MEE-Train: 1.1985, MEE-test: 1.2573
