Epoch[1/5000] Learning-rate: 0.003, Loss-Train: 19.7122, Loss-test: 315.3947 MEE-Train: 26.4558, MEE-test: 30.7601
Epoch[55/5000] Learning-rate: 0.003, Loss-Train: 0.0388, Loss-test: 0.6204 MEE-Train: 2.1512, MEE-test: 3.0513
Epoch[56/5000] Learning-rate: 0.003, Loss-Train: 0.0270, Loss-test: 0.4320 MEE-Train: 2.1293, MEE-test: 3.0171
Epoch[57/5000] Learning-rate: 0.003, Loss-Train: 0.0243, Loss-test: 0.3882 MEE-Train: 2.1076, MEE-test: 2.9831
Epoch[58/5000] Learning-rate: 0.003, Loss-Train: 0.0157, Loss-test: 0.2506 MEE-Train: 2.0865, MEE-test: 2.9466
Epoch[59/5000] Learning-rate: 0.003, Loss-Train: 0.0218, Loss-test: 0.3486 MEE-Train: 2.0653, MEE-test: 2.9140
Epoch[60/5000] Learning-rate: 0.003, Loss-Train: 0.0204, Loss-test: 0.3256 MEE-Train: 2.0451, MEE-test: 2.8819
Epoch[61/5000] Learning-rate: 0.003, Loss-Train: 0.0309, Loss-test: 0.4939 MEE-Train: 2.0252, MEE-test: 2.8546
Epoch[62/5000] Learning-rate: 0.003, Loss-Train: 0.0117, Loss-test: 0.1877 MEE-Train: 2.0061, MEE-test: 2.8207
Epoch[63/5000] Learning-rate: 0.003, Loss-Train: 0.0139, Loss-test: 0.2225 MEE-Train: 1.9875, MEE-test: 2.7889
Epoch[64/5000] Learning-rate: 0.003, Loss-Train: 0.0247, Loss-test: 0.3949 MEE-Train: 1.9690, MEE-test: 2.7623
Epoch[65/5000] Learning-rate: 0.003, Loss-Train: 0.0284, Loss-test: 0.4540 MEE-Train: 1.9511, MEE-test: 2.7378
Epoch[66/5000] Learning-rate: 0.003, Loss-Train: 0.0237, Loss-test: 0.3793 MEE-Train: 1.9338, MEE-test: 2.7125
Epoch[67/5000] Learning-rate: 0.003, Loss-Train: 0.0203, Loss-test: 0.3246 MEE-Train: 1.9169, MEE-test: 2.6867
Epoch[68/5000] Learning-rate: 0.003, Loss-Train: 0.0330, Loss-test: 0.5274 MEE-Train: 1.9003, MEE-test: 2.6657
Epoch[69/5000] Learning-rate: 0.003, Loss-Train: 0.0159, Loss-test: 0.2543 MEE-Train: 1.8843, MEE-test: 2.6397
Epoch[70/5000] Learning-rate: 0.003, Loss-Train: 0.0104, Loss-test: 0.1664 MEE-Train: 1.8683, MEE-test: 2.6121
Epoch[71/5000] Learning-rate: 0.003, Loss-Train: 0.0188, Loss-test: 0.3008 MEE-Train: 1.8527, MEE-test: 2.5887
Epoch[72/5000] Learning-rate: 0.003, Loss-Train: 0.0375, Loss-test: 0.6008 MEE-Train: 1.8377, MEE-test: 2.5714
Epoch[73/5000] Learning-rate: 0.003, Loss-Train: 0.0213, Loss-test: 0.3410 MEE-Train: 1.8234, MEE-test: 2.5500
Epoch[74/5000] Learning-rate: 0.003, Loss-Train: 0.0230, Loss-test: 0.3673 MEE-Train: 1.8094, MEE-test: 2.5297
Epoch[75/5000] Learning-rate: 0.003, Loss-Train: 0.0194, Loss-test: 0.3107 MEE-Train: 1.7956, MEE-test: 2.5089
Epoch[76/5000] Learning-rate: 0.003, Loss-Train: 0.0141, Loss-test: 0.2254 MEE-Train: 1.7820, MEE-test: 2.4867
Epoch[77/5000] Learning-rate: 0.003, Loss-Train: 0.0338, Loss-test: 0.5415 MEE-Train: 1.7689, MEE-test: 2.4709
Epoch[78/5000] Learning-rate: 0.003, Loss-Train: 0.0226, Loss-test: 0.3610 MEE-Train: 1.7562, MEE-test: 2.4526
Epoch[79/5000] Learning-rate: 0.003, Loss-Train: 0.0285, Loss-test: 0.4552 MEE-Train: 1.7436, MEE-test: 2.4364
Epoch[80/5000] Learning-rate: 0.003, Loss-Train: 0.0207, Loss-test: 0.3306 MEE-Train: 1.7312, MEE-test: 2.4184
Epoch[81/5000] Learning-rate: 0.003, Loss-Train: 0.0229, Loss-test: 0.3666 MEE-Train: 1.7194, MEE-test: 2.4014
Epoch[82/5000] Learning-rate: 0.003, Loss-Train: 0.0159, Loss-test: 0.2551 MEE-Train: 1.7075, MEE-test: 2.3828
Epoch[83/5000] Learning-rate: 0.003, Loss-Train: 0.0287, Loss-test: 0.4587 MEE-Train: 1.6958, MEE-test: 2.3683
Epoch[84/5000] Learning-rate: 0.003, Loss-Train: 0.0191, Loss-test: 0.3050 MEE-Train: 1.6842, MEE-test: 2.3514
Epoch[85/5000] Learning-rate: 0.003, Loss-Train: 0.0349, Loss-test: 0.5589 MEE-Train: 1.6729, MEE-test: 2.3390
Epoch[86/5000] Learning-rate: 0.003, Loss-Train: 0.0287, Loss-test: 0.4592 MEE-Train: 1.6622, MEE-test: 2.3255
Epoch[87/5000] Learning-rate: 0.003, Loss-Train: 0.0257, Loss-test: 0.4115 MEE-Train: 1.6517, MEE-test: 2.3115
Epoch[88/5000] Learning-rate: 0.003, Loss-Train: 0.0209, Loss-test: 0.3350 MEE-Train: 1.6411, MEE-test: 2.2966
Epoch[89/5000] Learning-rate: 0.003, Loss-Train: 0.0180, Loss-test: 0.2880 MEE-Train: 1.6308, MEE-test: 2.2813
Epoch[90/5000] Learning-rate: 0.003, Loss-Train: 0.0249, Loss-test: 0.3988 MEE-Train: 1.6206, MEE-test: 2.2681
Epoch[91/5000] Learning-rate: 0.003, Loss-Train: 0.0363, Loss-test: 0.5807 MEE-Train: 1.6105, MEE-test: 2.2577
Epoch[92/5000] Learning-rate: 0.003, Loss-Train: 0.0321, Loss-test: 0.5138 MEE-Train: 1.6004, MEE-test: 2.2466
Epoch[93/5000] Learning-rate: 0.003, Loss-Train: 0.0211, Loss-test: 0.3372 MEE-Train: 1.5905, MEE-test: 2.2333
Epoch[94/5000] Learning-rate: 0.003, Loss-Train: 0.0244, Loss-test: 0.3904 MEE-Train: 1.5809, MEE-test: 2.2210
Epoch[95/5000] Learning-rate: 0.003, Loss-Train: 0.0338, Loss-test: 0.5413 MEE-Train: 1.5717, MEE-test: 2.2111
Epoch[96/5000] Learning-rate: 0.003, Loss-Train: 0.0132, Loss-test: 0.2110 MEE-Train: 1.5627, MEE-test: 2.1963
Epoch[97/5000] Learning-rate: 0.003, Loss-Train: 0.0298, Loss-test: 0.4770 MEE-Train: 1.5538, MEE-test: 2.1860
Epoch[98/5000] Learning-rate: 0.003, Loss-Train: 0.0436, Loss-test: 0.6974 MEE-Train: 1.5449, MEE-test: 2.1785
Epoch[99/5000] Learning-rate: 0.003, Loss-Train: 0.0195, Loss-test: 0.3120 MEE-Train: 1.5358, MEE-test: 2.1662
Epoch[100/5000] Learning-rate: 0.003, Loss-Train: 0.0134, Loss-test: 0.2147 MEE-Train: 1.5271, MEE-test: 2.1526
Epoch[101/5000] Learning-rate: 0.003, Loss-Train: 0.0360, Loss-test: 0.5755 MEE-Train: 1.5188, MEE-test: 2.1443
Epoch[102/5000] Learning-rate: 0.003, Loss-Train: 0.0165, Loss-test: 0.2640 MEE-Train: 1.5108, MEE-test: 2.1320
Epoch[103/5000] Learning-rate: 0.003, Loss-Train: 0.0202, Loss-test: 0.3232 MEE-Train: 1.5025, MEE-test: 2.1208
Epoch[104/5000] Learning-rate: 0.003, Loss-Train: 0.0373, Loss-test: 0.5971 MEE-Train: 1.4945, MEE-test: 2.1133
Epoch[105/5000] Learning-rate: 0.003, Loss-Train: 0.0313, Loss-test: 0.5009 MEE-Train: 1.4869, MEE-test: 2.1049
Epoch[106/5000] Learning-rate: 0.003, Loss-Train: 0.0245, Loss-test: 0.3917 MEE-Train: 1.4794, MEE-test: 2.0952
Epoch[107/5000] Learning-rate: 0.003, Loss-Train: 0.0219, Loss-test: 0.3504 MEE-Train: 1.4717, MEE-test: 2.0852
Epoch[108/5000] Learning-rate: 0.003, Loss-Train: 0.0126, Loss-test: 0.2019 MEE-Train: 1.4642, MEE-test: 2.0731
Epoch[109/5000] Learning-rate: 0.003, Loss-Train: 0.0251, Loss-test: 0.4021 MEE-Train: 1.4569, MEE-test: 2.0642
Epoch[110/5000] Learning-rate: 0.003, Loss-Train: 0.0145, Loss-test: 0.2313 MEE-Train: 1.4495, MEE-test: 2.0530
Epoch[111/5000] Learning-rate: 0.003, Loss-Train: 0.0123, Loss-test: 0.1970 MEE-Train: 1.4423, MEE-test: 2.0414
Epoch[112/5000] Learning-rate: 0.003, Loss-Train: 0.0157, Loss-test: 0.2511 MEE-Train: 1.4353, MEE-test: 2.0310
Epoch[113/5000] Learning-rate: 0.003, Loss-Train: 0.0154, Loss-test: 0.2462 MEE-Train: 1.4283, MEE-test: 2.0206
Epoch[114/5000] Learning-rate: 0.003, Loss-Train: 0.0162, Loss-test: 0.2600 MEE-Train: 1.4212, MEE-test: 2.0106
Epoch[115/5000] Learning-rate: 0.003, Loss-Train: 0.0142, Loss-test: 0.2278 MEE-Train: 1.4146, MEE-test: 2.0003
Epoch[116/5000] Learning-rate: 0.003, Loss-Train: 0.0156, Loss-test: 0.2495 MEE-Train: 1.4079, MEE-test: 1.9905
Epoch[117/5000] Learning-rate: 0.003, Loss-Train: 0.0401, Loss-test: 0.6418 MEE-Train: 1.4013, MEE-test: 1.9854
Epoch[118/5000] Learning-rate: 0.003, Loss-Train: 0.0211, Loss-test: 0.3378 MEE-Train: 1.3951, MEE-test: 1.9771
Epoch[119/5000] Learning-rate: 0.003, Loss-Train: 0.0296, Loss-test: 0.4736 MEE-Train: 1.3887, MEE-test: 1.9705
Epoch[120/5000] Learning-rate: 0.003, Loss-Train: 0.0254, Loss-test: 0.4058 MEE-Train: 1.3824, MEE-test: 1.9633
Epoch[121/5000] Learning-rate: 0.003, Loss-Train: 0.0244, Loss-test: 0.3899 MEE-Train: 1.3761, MEE-test: 1.9560
Epoch[122/5000] Learning-rate: 0.003, Loss-Train: 0.0273, Loss-test: 0.4370 MEE-Train: 1.3699, MEE-test: 1.9493
Epoch[123/5000] Learning-rate: 0.003, Loss-Train: 0.0237, Loss-test: 0.3795 MEE-Train: 1.3639, MEE-test: 1.9422
Epoch[124/5000] Learning-rate: 0.003, Loss-Train: 0.0196, Loss-test: 0.3131 MEE-Train: 1.3579, MEE-test: 1.9343
Epoch[125/5000] Learning-rate: 0.003, Loss-Train: 0.0230, Loss-test: 0.3675 MEE-Train: 1.3518, MEE-test: 1.9272
Epoch[126/5000] Learning-rate: 0.003, Loss-Train: 0.0239, Loss-test: 0.3822 MEE-Train: 1.3461, MEE-test: 1.9204
Epoch[127/5000] Learning-rate: 0.003, Loss-Train: 0.0246, Loss-test: 0.3928 MEE-Train: 1.3405, MEE-test: 1.9139
Epoch[128/5000] Learning-rate: 0.003, Loss-Train: 0.0202, Loss-test: 0.3226 MEE-Train: 1.3348, MEE-test: 1.9066
Epoch[129/5000] Learning-rate: 0.003, Loss-Train: 0.0323, Loss-test: 0.5176 MEE-Train: 1.3295, MEE-test: 1.9015
Epoch[130/5000] Learning-rate: 0.003, Loss-Train: 0.0165, Loss-test: 0.2647 MEE-Train: 1.3238, MEE-test: 1.8937
Epoch[131/5000] Learning-rate: 0.003, Loss-Train: 0.0191, Loss-test: 0.3058 MEE-Train: 1.3182, MEE-test: 1.8866
Epoch[132/5000] Learning-rate: 0.003, Loss-Train: 0.0275, Loss-test: 0.4392 MEE-Train: 1.3127, MEE-test: 1.8810
Epoch[133/5000] Learning-rate: 0.003, Loss-Train: 0.0143, Loss-test: 0.2288 MEE-Train: 1.3074, MEE-test: 1.8730
Epoch[134/5000] Learning-rate: 0.003, Loss-Train: 0.0261, Loss-test: 0.4182 MEE-Train: 1.3020, MEE-test: 1.8674
Epoch[135/5000] Learning-rate: 0.003, Loss-Train: 0.0172, Loss-test: 0.2751 MEE-Train: 1.2967, MEE-test: 1.8603
Epoch[136/5000] Learning-rate: 0.003, Loss-Train: 0.0233, Loss-test: 0.3728 MEE-Train: 1.2915, MEE-test: 1.8544
Epoch[137/5000] Learning-rate: 0.003, Loss-Train: 0.0169, Loss-test: 0.2697 MEE-Train: 1.2863, MEE-test: 1.8475
Epoch[138/5000] Learning-rate: 0.003, Loss-Train: 0.0271, Loss-test: 0.4335 MEE-Train: 1.2812, MEE-test: 1.8423
Epoch[139/5000] Learning-rate: 0.003, Loss-Train: 0.0157, Loss-test: 0.2518 MEE-Train: 1.2762, MEE-test: 1.8353
Epoch[140/5000] Learning-rate: 0.003, Loss-Train: 0.0228, Loss-test: 0.3643 MEE-Train: 1.2715, MEE-test: 1.8297
Epoch[141/5000] Learning-rate: 0.003, Loss-Train: 0.0269, Loss-test: 0.4312 MEE-Train: 1.2668, MEE-test: 1.8248
Epoch[142/5000] Learning-rate: 0.003, Loss-Train: 0.0149, Loss-test: 0.2389 MEE-Train: 1.2619, MEE-test: 1.8179
Epoch[143/5000] Learning-rate: 0.003, Loss-Train: 0.0184, Loss-test: 0.2941 MEE-Train: 1.2572, MEE-test: 1.8117
Epoch[144/5000] Learning-rate: 0.003, Loss-Train: 0.0175, Loss-test: 0.2792 MEE-Train: 1.2526, MEE-test: 1.8055
Epoch[145/5000] Learning-rate: 0.003, Loss-Train: 0.0167, Loss-test: 0.2665 MEE-Train: 1.2480, MEE-test: 1.7992
Epoch[146/5000] Learning-rate: 0.003, Loss-Train: 0.0142, Loss-test: 0.2280 MEE-Train: 1.2432, MEE-test: 1.7926
Epoch[147/5000] Learning-rate: 0.003, Loss-Train: 0.0232, Loss-test: 0.3713 MEE-Train: 1.2388, MEE-test: 1.7876
Epoch[148/5000] Learning-rate: 0.003, Loss-Train: 0.0234, Loss-test: 0.3738 MEE-Train: 1.2342, MEE-test: 1.7826
Epoch[149/5000] Learning-rate: 0.003, Loss-Train: 0.0201, Loss-test: 0.3217 MEE-Train: 1.2298, MEE-test: 1.7773
Epoch[150/5000] Learning-rate: 0.003, Loss-Train: 0.0117, Loss-test: 0.1867 MEE-Train: 1.2254, MEE-test: 1.7704
Epoch[151/5000] Learning-rate: 0.003, Loss-Train: 0.0145, Loss-test: 0.2323 MEE-Train: 1.2210, MEE-test: 1.7642
Epoch[152/5000] Learning-rate: 0.003, Loss-Train: 0.0100, Loss-test: 0.1604 MEE-Train: 1.2165, MEE-test: 1.7572
Epoch[153/5000] Learning-rate: 0.003, Loss-Train: 0.0341, Loss-test: 0.5462 MEE-Train: 1.2122, MEE-test: 1.7540
Epoch[154/5000] Learning-rate: 0.003, Loss-Train: 0.0206, Loss-test: 0.3288 MEE-Train: 1.2079, MEE-test: 1.7491
Epoch[155/5000] Learning-rate: 0.003, Loss-Train: 0.0141, Loss-test: 0.2248 MEE-Train: 1.2036, MEE-test: 1.7431
Epoch[156/5000] Learning-rate: 0.003, Loss-Train: 0.0158, Loss-test: 0.2525 MEE-Train: 1.1995, MEE-test: 1.7375
Epoch[157/5000] Learning-rate: 0.003, Loss-Train: 0.0138, Loss-test: 0.2210 MEE-Train: 1.1953, MEE-test: 1.7316
Epoch[158/5000] Learning-rate: 0.003, Loss-Train: 0.0137, Loss-test: 0.2199 MEE-Train: 1.1912, MEE-test: 1.7258
Epoch[159/5000] Learning-rate: 0.003, Loss-Train: 0.0119, Loss-test: 0.1900 MEE-Train: 1.1871, MEE-test: 1.7197
Epoch[160/5000] Learning-rate: 0.003, Loss-Train: 0.0235, Loss-test: 0.3754 MEE-Train: 1.1831, MEE-test: 1.7156
Epoch[161/5000] Learning-rate: 0.003, Loss-Train: 0.0132, Loss-test: 0.2113 MEE-Train: 1.1792, MEE-test: 1.7099
Epoch[162/5000] Learning-rate: 0.003, Loss-Train: 0.0188, Loss-test: 0.3001 MEE-Train: 1.1752, MEE-test: 1.7052
Epoch[163/5000] Learning-rate: 0.003, Loss-Train: 0.0137, Loss-test: 0.2187 MEE-Train: 1.1715, MEE-test: 1.6997
Epoch[164/5000] Learning-rate: 0.003, Loss-Train: 0.0091, Loss-test: 0.1452 MEE-Train: 1.1680, MEE-test: 1.6934
Epoch[165/5000] Learning-rate: 0.003, Loss-Train: 0.0117, Loss-test: 0.1869 MEE-Train: 1.1643, MEE-test: 1.6876
Epoch[166/5000] Learning-rate: 0.003, Loss-Train: 0.0152, Loss-test: 0.2436 MEE-Train: 1.1606, MEE-test: 1.6826
Epoch[167/5000] Learning-rate: 0.003, Loss-Train: 0.0195, Loss-test: 0.3126 MEE-Train: 1.1569, MEE-test: 1.6783
Epoch[168/5000] Learning-rate: 0.003, Loss-Train: 0.0134, Loss-test: 0.2137 MEE-Train: 1.1533, MEE-test: 1.6731
Epoch[169/5000] Learning-rate: 0.003, Loss-Train: 0.0272, Loss-test: 0.4355 MEE-Train: 1.1495, MEE-test: 1.6700
Epoch[170/5000] Learning-rate: 0.003, Loss-Train: 0.0115, Loss-test: 0.1838 MEE-Train: 1.1459, MEE-test: 1.6645
Epoch[171/5000] Learning-rate: 0.003, Loss-Train: 0.0104, Loss-test: 0.1657 MEE-Train: 1.1423, MEE-test: 1.6589
Epoch[172/5000] Learning-rate: 0.003, Loss-Train: 0.0099, Loss-test: 0.1587 MEE-Train: 1.1388, MEE-test: 1.6533
Epoch[173/5000] Learning-rate: 0.003, Loss-Train: 0.0214, Loss-test: 0.3419 MEE-Train: 1.1354, MEE-test: 1.6496
Epoch[174/5000] Learning-rate: 0.003, Loss-Train: 0.0099, Loss-test: 0.1580 MEE-Train: 1.1318, MEE-test: 1.6441
Epoch[175/5000] Learning-rate: 0.003, Loss-Train: 0.0112, Loss-test: 0.1795 MEE-Train: 1.1283, MEE-test: 1.6389
Epoch[176/5000] Learning-rate: 0.003, Loss-Train: 0.0212, Loss-test: 0.3394 MEE-Train: 1.1249, MEE-test: 1.6353
Epoch[177/5000] Learning-rate: 0.003, Loss-Train: 0.0123, Loss-test: 0.1972 MEE-Train: 1.1215, MEE-test: 1.6304
Epoch[178/5000] Learning-rate: 0.003, Loss-Train: 0.0063, Loss-test: 0.1005 MEE-Train: 1.1182, MEE-test: 1.6243
Epoch[179/5000] Learning-rate: 0.003, Loss-Train: 0.0131, Loss-test: 0.2100 MEE-Train: 1.1148, MEE-test: 1.6197
Epoch[180/5000] Learning-rate: 0.003, Loss-Train: 0.0162, Loss-test: 0.2599 MEE-Train: 1.1116, MEE-test: 1.6156
Epoch[181/5000] Learning-rate: 0.003, Loss-Train: 0.0093, Loss-test: 0.1487 MEE-Train: 1.1083, MEE-test: 1.6103
Epoch[182/5000] Learning-rate: 0.003, Loss-Train: 0.0223, Loss-test: 0.3572 MEE-Train: 1.1051, MEE-test: 1.6072
Epoch[183/5000] Learning-rate: 0.003, Loss-Train: 0.0348, Loss-test: 0.5567 MEE-Train: 1.1019, MEE-test: 1.6055
Epoch[184/5000] Learning-rate: 0.003, Loss-Train: 0.0127, Loss-test: 0.2039 MEE-Train: 1.0987, MEE-test: 1.6010
Epoch[185/5000] Learning-rate: 0.003, Loss-Train: 0.0161, Loss-test: 0.2583 MEE-Train: 1.0955, MEE-test: 1.5971
Epoch[186/5000] Learning-rate: 0.003, Loss-Train: 0.0141, Loss-test: 0.2263 MEE-Train: 1.0924, MEE-test: 1.5929
Epoch[187/5000] Learning-rate: 0.003, Loss-Train: 0.0151, Loss-test: 0.2412 MEE-Train: 1.0892, MEE-test: 1.5890
Epoch[188/5000] Learning-rate: 0.003, Loss-Train: 0.0107, Loss-test: 0.1710 MEE-Train: 1.0861, MEE-test: 1.5843
Epoch[189/5000] Learning-rate: 0.003, Loss-Train: 0.0207, Loss-test: 0.3310 MEE-Train: 1.0831, MEE-test: 1.5812
Epoch[190/5000] Learning-rate: 0.003, Loss-Train: 0.0125, Loss-test: 0.2003 MEE-Train: 1.0800, MEE-test: 1.5770
Epoch[191/5000] Learning-rate: 0.003, Loss-Train: 0.0172, Loss-test: 0.2750 MEE-Train: 1.0770, MEE-test: 1.5735
Epoch[192/5000] Learning-rate: 0.003, Loss-Train: 0.0163, Loss-test: 0.2602 MEE-Train: 1.0740, MEE-test: 1.5699
Epoch[193/5000] Learning-rate: 0.003, Loss-Train: 0.0230, Loss-test: 0.3684 MEE-Train: 1.0711, MEE-test: 1.5672
