Epoch[1/300] Learning-rate: 0.003, Loss-Train: 24.8085, Loss-test: 80.6277 MEE-Train: 29.8245, MEE-test: 14.4653
Epoch[20/300] Learning-rate: 0.003, Loss-Train: 0.4309, Loss-test: 1.4003 MEE-Train: 4.9144, MEE-test: 3.8349
Epoch[21/300] Learning-rate: 0.003, Loss-Train: 0.2881, Loss-test: 0.9364 MEE-Train: 4.7483, MEE-test: 3.7212
Epoch[22/300] Learning-rate: 0.003, Loss-Train: 0.2645, Loss-test: 0.8598 MEE-Train: 4.5941, MEE-test: 3.6144
Epoch[23/300] Learning-rate: 0.003, Loss-Train: 0.2329, Loss-test: 0.7570 MEE-Train: 4.4506, MEE-test: 3.5126
Epoch[24/300] Learning-rate: 0.003, Loss-Train: 0.2575, Loss-test: 0.8367 MEE-Train: 4.3176, MEE-test: 3.4233
Epoch[25/300] Learning-rate: 0.003, Loss-Train: 0.2707, Loss-test: 0.8797 MEE-Train: 4.1951, MEE-test: 3.3420
Epoch[26/300] Learning-rate: 0.003, Loss-Train: 0.2404, Loss-test: 0.7811 MEE-Train: 4.0823, MEE-test: 3.2628
Epoch[27/300] Learning-rate: 0.003, Loss-Train: 0.3013, Loss-test: 0.9792 MEE-Train: 3.9756, MEE-test: 3.1977
Epoch[28/300] Learning-rate: 0.003, Loss-Train: 0.2164, Loss-test: 0.7033 MEE-Train: 3.8762, MEE-test: 3.1280
Epoch[29/300] Learning-rate: 0.003, Loss-Train: 0.2740, Loss-test: 0.8904 MEE-Train: 3.7828, MEE-test: 3.0658
Epoch[30/300] Learning-rate: 0.003, Loss-Train: 0.2718, Loss-test: 0.8834 MEE-Train: 3.6939, MEE-test: 3.0078
Epoch[31/300] Learning-rate: 0.003, Loss-Train: 0.2561, Loss-test: 0.8322 MEE-Train: 3.6104, MEE-test: 2.9539
Epoch[32/300] Learning-rate: 0.003, Loss-Train: 0.2563, Loss-test: 0.8330 MEE-Train: 3.5337, MEE-test: 2.9020
Epoch[33/300] Learning-rate: 0.003, Loss-Train: 0.1930, Loss-test: 0.6272 MEE-Train: 3.4603, MEE-test: 2.8494
Epoch[34/300] Learning-rate: 0.003, Loss-Train: 0.2146, Loss-test: 0.6973 MEE-Train: 3.3914, MEE-test: 2.8015
Epoch[35/300] Learning-rate: 0.003, Loss-Train: 0.1669, Loss-test: 0.5425 MEE-Train: 3.3237, MEE-test: 2.7522
Epoch[36/300] Learning-rate: 0.003, Loss-Train: 0.1581, Loss-test: 0.5138 MEE-Train: 3.2595, MEE-test: 2.7048
Epoch[37/300] Learning-rate: 0.003, Loss-Train: 0.1696, Loss-test: 0.5511 MEE-Train: 3.1979, MEE-test: 2.6611
Epoch[38/300] Learning-rate: 0.003, Loss-Train: 0.2151, Loss-test: 0.6989 MEE-Train: 3.1398, MEE-test: 2.6225
Epoch[39/300] Learning-rate: 0.003, Loss-Train: 0.1667, Loss-test: 0.5417 MEE-Train: 3.0849, MEE-test: 2.5831
Epoch[40/300] Learning-rate: 0.003, Loss-Train: 0.1679, Loss-test: 0.5456 MEE-Train: 3.0327, MEE-test: 2.5459
Epoch[41/300] Learning-rate: 0.003, Loss-Train: 0.1523, Loss-test: 0.4949 MEE-Train: 2.9835, MEE-test: 2.5093
Epoch[42/300] Learning-rate: 0.003, Loss-Train: 0.2316, Loss-test: 0.7528 MEE-Train: 2.9350, MEE-test: 2.4785
Epoch[43/300] Learning-rate: 0.003, Loss-Train: 0.2342, Loss-test: 0.7613 MEE-Train: 2.8892, MEE-test: 2.4479
Epoch[44/300] Learning-rate: 0.003, Loss-Train: 0.1636, Loss-test: 0.5318 MEE-Train: 2.8448, MEE-test: 2.4160
Epoch[45/300] Learning-rate: 0.003, Loss-Train: 0.1522, Loss-test: 0.4948 MEE-Train: 2.8018, MEE-test: 2.3850
Epoch[46/300] Learning-rate: 0.003, Loss-Train: 0.1697, Loss-test: 0.5516 MEE-Train: 2.7603, MEE-test: 2.3559
Epoch[47/300] Learning-rate: 0.003, Loss-Train: 0.1492, Loss-test: 0.4848 MEE-Train: 2.7202, MEE-test: 2.3267
Epoch[48/300] Learning-rate: 0.003, Loss-Train: 0.1662, Loss-test: 0.5401 MEE-Train: 2.6819, MEE-test: 2.3002
Epoch[49/300] Learning-rate: 0.003, Loss-Train: 0.1465, Loss-test: 0.4762 MEE-Train: 2.6452, MEE-test: 2.2732
Epoch[50/300] Learning-rate: 0.003, Loss-Train: 0.1386, Loss-test: 0.4506 MEE-Train: 2.6097, MEE-test: 2.2474
Epoch[51/300] Learning-rate: 0.003, Loss-Train: 0.1495, Loss-test: 0.4859 MEE-Train: 2.5753, MEE-test: 2.2232
Epoch[52/300] Learning-rate: 0.003, Loss-Train: 0.1457, Loss-test: 0.4734 MEE-Train: 2.5421, MEE-test: 2.2000
Epoch[53/300] Learning-rate: 0.003, Loss-Train: 0.1397, Loss-test: 0.4541 MEE-Train: 2.5102, MEE-test: 2.1770
Epoch[54/300] Learning-rate: 0.003, Loss-Train: 0.1300, Loss-test: 0.4225 MEE-Train: 2.4794, MEE-test: 2.1540
Epoch[55/300] Learning-rate: 0.003, Loss-Train: 0.1232, Loss-test: 0.4006 MEE-Train: 2.4495, MEE-test: 2.1318
Epoch[56/300] Learning-rate: 0.003, Loss-Train: 0.1462, Loss-test: 0.4751 MEE-Train: 2.4206, MEE-test: 2.1116
Epoch[57/300] Learning-rate: 0.003, Loss-Train: 0.1329, Loss-test: 0.4319 MEE-Train: 2.3927, MEE-test: 2.0913
Epoch[58/300] Learning-rate: 0.003, Loss-Train: 0.1326, Loss-test: 0.4311 MEE-Train: 2.3661, MEE-test: 2.0716
Epoch[59/300] Learning-rate: 0.003, Loss-Train: 0.1151, Loss-test: 0.3740 MEE-Train: 2.3397, MEE-test: 2.0517
Epoch[60/300] Learning-rate: 0.003, Loss-Train: 0.1453, Loss-test: 0.4723 MEE-Train: 2.3142, MEE-test: 2.0340
Epoch[61/300] Learning-rate: 0.003, Loss-Train: 0.1638, Loss-test: 0.5322 MEE-Train: 2.2892, MEE-test: 2.0170
Epoch[62/300] Learning-rate: 0.003, Loss-Train: 0.1194, Loss-test: 0.3880 MEE-Train: 2.2651, MEE-test: 1.9992
Epoch[63/300] Learning-rate: 0.003, Loss-Train: 0.1343, Loss-test: 0.4363 MEE-Train: 2.2418, MEE-test: 1.9830
Epoch[64/300] Learning-rate: 0.003, Loss-Train: 0.1309, Loss-test: 0.4255 MEE-Train: 2.2190, MEE-test: 1.9667
Epoch[65/300] Learning-rate: 0.003, Loss-Train: 0.1293, Loss-test: 0.4201 MEE-Train: 2.1970, MEE-test: 1.9509
Epoch[66/300] Learning-rate: 0.003, Loss-Train: 0.1231, Loss-test: 0.4000 MEE-Train: 2.1755, MEE-test: 1.9349
Epoch[67/300] Learning-rate: 0.003, Loss-Train: 0.1319, Loss-test: 0.4287 MEE-Train: 2.1544, MEE-test: 1.9200
Epoch[68/300] Learning-rate: 0.003, Loss-Train: 0.1225, Loss-test: 0.3982 MEE-Train: 2.1344, MEE-test: 1.9051
Epoch[69/300] Learning-rate: 0.003, Loss-Train: 0.1202, Loss-test: 0.3906 MEE-Train: 2.1142, MEE-test: 1.8909
Epoch[70/300] Learning-rate: 0.003, Loss-Train: 0.1843, Loss-test: 0.5990 MEE-Train: 2.0947, MEE-test: 1.8784
Epoch[71/300] Learning-rate: 0.003, Loss-Train: 0.1164, Loss-test: 0.3782 MEE-Train: 2.0755, MEE-test: 1.8647
Epoch[72/300] Learning-rate: 0.003, Loss-Train: 0.1357, Loss-test: 0.4412 MEE-Train: 2.0569, MEE-test: 1.8526
Epoch[73/300] Learning-rate: 0.003, Loss-Train: 0.1184, Loss-test: 0.3848 MEE-Train: 2.0389, MEE-test: 1.8395
Epoch[74/300] Learning-rate: 0.003, Loss-Train: 0.1203, Loss-test: 0.3910 MEE-Train: 2.0209, MEE-test: 1.8263
Epoch[75/300] Learning-rate: 0.003, Loss-Train: 0.1101, Loss-test: 0.3578 MEE-Train: 2.0038, MEE-test: 1.8133
Epoch[76/300] Learning-rate: 0.003, Loss-Train: 0.1078, Loss-test: 0.3503 MEE-Train: 1.9869, MEE-test: 1.8007
Epoch[77/300] Learning-rate: 0.003, Loss-Train: 0.1069, Loss-test: 0.3474 MEE-Train: 1.9703, MEE-test: 1.7883
Epoch[78/300] Learning-rate: 0.003, Loss-Train: 0.0980, Loss-test: 0.3186 MEE-Train: 1.9540, MEE-test: 1.7756
Epoch[79/300] Learning-rate: 0.003, Loss-Train: 0.1365, Loss-test: 0.4436 MEE-Train: 1.9381, MEE-test: 1.7654
Epoch[80/300] Learning-rate: 0.003, Loss-Train: 0.1359, Loss-test: 0.4417 MEE-Train: 1.9231, MEE-test: 1.7550
Epoch[81/300] Learning-rate: 0.003, Loss-Train: 0.1148, Loss-test: 0.3730 MEE-Train: 1.9082, MEE-test: 1.7438
Epoch[82/300] Learning-rate: 0.003, Loss-Train: 0.0996, Loss-test: 0.3237 MEE-Train: 1.8934, MEE-test: 1.7324
Epoch[83/300] Learning-rate: 0.003, Loss-Train: 0.1141, Loss-test: 0.3710 MEE-Train: 1.8790, MEE-test: 1.7221
Epoch[84/300] Learning-rate: 0.003, Loss-Train: 0.1182, Loss-test: 0.3843 MEE-Train: 1.8650, MEE-test: 1.7125
Epoch[85/300] Learning-rate: 0.003, Loss-Train: 0.1677, Loss-test: 0.5452 MEE-Train: 1.8512, MEE-test: 1.7035
Epoch[86/300] Learning-rate: 0.003, Loss-Train: 0.1106, Loss-test: 0.3594 MEE-Train: 1.8377, MEE-test: 1.6940
Epoch[87/300] Learning-rate: 0.003, Loss-Train: 0.0994, Loss-test: 0.3231 MEE-Train: 1.8246, MEE-test: 1.6839
Epoch[88/300] Learning-rate: 0.003, Loss-Train: 0.1264, Loss-test: 0.4109 MEE-Train: 1.8113, MEE-test: 1.6743
Epoch[89/300] Learning-rate: 0.003, Loss-Train: 0.1060, Loss-test: 0.3444 MEE-Train: 1.7984, MEE-test: 1.6647
Epoch[90/300] Learning-rate: 0.003, Loss-Train: 0.1578, Loss-test: 0.5127 MEE-Train: 1.7859, MEE-test: 1.6563
Epoch[91/300] Learning-rate: 0.003, Loss-Train: 0.1048, Loss-test: 0.3407 MEE-Train: 1.7736, MEE-test: 1.6470
Epoch[92/300] Learning-rate: 0.003, Loss-Train: 0.0928, Loss-test: 0.3017 MEE-Train: 1.7615, MEE-test: 1.6373
Epoch[93/300] Learning-rate: 0.003, Loss-Train: 0.0964, Loss-test: 0.3133 MEE-Train: 1.7495, MEE-test: 1.6280
Epoch[94/300] Learning-rate: 0.003, Loss-Train: 0.1146, Loss-test: 0.3723 MEE-Train: 1.7377, MEE-test: 1.6200
Epoch[95/300] Learning-rate: 0.003, Loss-Train: 0.1252, Loss-test: 0.4068 MEE-Train: 1.7262, MEE-test: 1.6121
Epoch[96/300] Learning-rate: 0.003, Loss-Train: 0.1193, Loss-test: 0.3877 MEE-Train: 1.7151, MEE-test: 1.6043
Epoch[97/300] Learning-rate: 0.003, Loss-Train: 0.0935, Loss-test: 0.3038 MEE-Train: 1.7041, MEE-test: 1.5957
Epoch[98/300] Learning-rate: 0.003, Loss-Train: 0.1310, Loss-test: 0.4258 MEE-Train: 1.6935, MEE-test: 1.5890
Epoch[99/300] Learning-rate: 0.003, Loss-Train: 0.1803, Loss-test: 0.5861 MEE-Train: 1.6832, MEE-test: 1.5830
Epoch[100/300] Learning-rate: 0.003, Loss-Train: 0.0915, Loss-test: 0.2975 MEE-Train: 1.6731, MEE-test: 1.5749
Epoch[101/300] Learning-rate: 0.003, Loss-Train: 0.0975, Loss-test: 0.3168 MEE-Train: 1.6629, MEE-test: 1.5674
Epoch[102/300] Learning-rate: 0.003, Loss-Train: 0.1159, Loss-test: 0.3765 MEE-Train: 1.6528, MEE-test: 1.5606
Epoch[103/300] Learning-rate: 0.003, Loss-Train: 0.0920, Loss-test: 0.2990 MEE-Train: 1.6431, MEE-test: 1.5529
Epoch[104/300] Learning-rate: 0.003, Loss-Train: 0.1079, Loss-test: 0.3507 MEE-Train: 1.6334, MEE-test: 1.5460
Epoch[105/300] Learning-rate: 0.003, Loss-Train: 0.0969, Loss-test: 0.3149 MEE-Train: 1.6238, MEE-test: 1.5388
Epoch[106/300] Learning-rate: 0.003, Loss-Train: 0.0905, Loss-test: 0.2941 MEE-Train: 1.6145, MEE-test: 1.5316
Epoch[107/300] Learning-rate: 0.003, Loss-Train: 0.1046, Loss-test: 0.3400 MEE-Train: 1.6053, MEE-test: 1.5248
Epoch[108/300] Learning-rate: 0.003, Loss-Train: 0.1149, Loss-test: 0.3734 MEE-Train: 1.5960, MEE-test: 1.5188
Epoch[109/300] Learning-rate: 0.003, Loss-Train: 0.1059, Loss-test: 0.3440 MEE-Train: 1.5870, MEE-test: 1.5126
Epoch[110/300] Learning-rate: 0.003, Loss-Train: 0.0930, Loss-test: 0.3024 MEE-Train: 1.5782, MEE-test: 1.5060
Epoch[111/300] Learning-rate: 0.003, Loss-Train: 0.0873, Loss-test: 0.2838 MEE-Train: 1.5694, MEE-test: 1.4993
Epoch[112/300] Learning-rate: 0.003, Loss-Train: 0.0904, Loss-test: 0.2939 MEE-Train: 1.5610, MEE-test: 1.4929
Epoch[113/300] Learning-rate: 0.003, Loss-Train: 0.1093, Loss-test: 0.3552 MEE-Train: 1.5527, MEE-test: 1.4874
Epoch[114/300] Learning-rate: 0.003, Loss-Train: 0.0911, Loss-test: 0.2960 MEE-Train: 1.5447, MEE-test: 1.4812
Epoch[115/300] Learning-rate: 0.003, Loss-Train: 0.0914, Loss-test: 0.2971 MEE-Train: 1.5364, MEE-test: 1.4752
Epoch[116/300] Learning-rate: 0.003, Loss-Train: 0.0791, Loss-test: 0.2571 MEE-Train: 1.5283, MEE-test: 1.4685
Epoch[117/300] Learning-rate: 0.003, Loss-Train: 0.1002, Loss-test: 0.3256 MEE-Train: 1.5202, MEE-test: 1.4628
Epoch[118/300] Learning-rate: 0.003, Loss-Train: 0.1042, Loss-test: 0.3388 MEE-Train: 1.5123, MEE-test: 1.4572
Epoch[119/300] Learning-rate: 0.003, Loss-Train: 0.0952, Loss-test: 0.3094 MEE-Train: 1.5045, MEE-test: 1.4516
Epoch[120/300] Learning-rate: 0.003, Loss-Train: 0.1490, Loss-test: 0.4842 MEE-Train: 1.4968, MEE-test: 1.4473
Epoch[121/300] Learning-rate: 0.003, Loss-Train: 0.0863, Loss-test: 0.2806 MEE-Train: 1.4894, MEE-test: 1.4416
Epoch[122/300] Learning-rate: 0.003, Loss-Train: 0.1026, Loss-test: 0.3335 MEE-Train: 1.4821, MEE-test: 1.4364
Epoch[123/300] Learning-rate: 0.003, Loss-Train: 0.0989, Loss-test: 0.3216 MEE-Train: 1.4748, MEE-test: 1.4312
Epoch[124/300] Learning-rate: 0.003, Loss-Train: 0.1022, Loss-test: 0.3323 MEE-Train: 1.4675, MEE-test: 1.4264
Epoch[125/300] Learning-rate: 0.003, Loss-Train: 0.1159, Loss-test: 0.3767 MEE-Train: 1.4605, MEE-test: 1.4218
Epoch[126/300] Learning-rate: 0.003, Loss-Train: 0.0944, Loss-test: 0.3069 MEE-Train: 1.4535, MEE-test: 1.4165
Epoch[127/300] Learning-rate: 0.003, Loss-Train: 0.0969, Loss-test: 0.3149 MEE-Train: 1.4467, MEE-test: 1.4116
Epoch[128/300] Learning-rate: 0.003, Loss-Train: 0.1023, Loss-test: 0.3325 MEE-Train: 1.4400, MEE-test: 1.4072
Epoch[129/300] Learning-rate: 0.003, Loss-Train: 0.0852, Loss-test: 0.2770 MEE-Train: 1.4335, MEE-test: 1.4022
Epoch[130/300] Learning-rate: 0.003, Loss-Train: 0.1087, Loss-test: 0.3534 MEE-Train: 1.4270, MEE-test: 1.3975
Epoch[131/300] Learning-rate: 0.003, Loss-Train: 0.1057, Loss-test: 0.3437 MEE-Train: 1.4204, MEE-test: 1.3929
Epoch[132/300] Learning-rate: 0.003, Loss-Train: 0.0871, Loss-test: 0.2829 MEE-Train: 1.4139, MEE-test: 1.3879
Epoch[133/300] Learning-rate: 0.003, Loss-Train: 0.0986, Loss-test: 0.3204 MEE-Train: 1.4076, MEE-test: 1.3832
Epoch[134/300] Learning-rate: 0.003, Loss-Train: 0.0764, Loss-test: 0.2482 MEE-Train: 1.4012, MEE-test: 1.3779
Epoch[135/300] Learning-rate: 0.003, Loss-Train: 0.1001, Loss-test: 0.3252 MEE-Train: 1.3950, MEE-test: 1.3735
Epoch[136/300] Learning-rate: 0.003, Loss-Train: 0.0784, Loss-test: 0.2549 MEE-Train: 1.3889, MEE-test: 1.3685
Epoch[137/300] Learning-rate: 0.003, Loss-Train: 0.1004, Loss-test: 0.3262 MEE-Train: 1.3830, MEE-test: 1.3644
Epoch[138/300] Learning-rate: 0.003, Loss-Train: 0.1096, Loss-test: 0.3562 MEE-Train: 1.3771, MEE-test: 1.3604
Epoch[139/300] Learning-rate: 0.003, Loss-Train: 0.0746, Loss-test: 0.2424 MEE-Train: 1.3711, MEE-test: 1.3553
Epoch[140/300] Learning-rate: 0.003, Loss-Train: 0.0859, Loss-test: 0.2791 MEE-Train: 1.3652, MEE-test: 1.3510
Epoch[141/300] Learning-rate: 0.003, Loss-Train: 0.1391, Loss-test: 0.4521 MEE-Train: 1.3594, MEE-test: 1.3475
Epoch[142/300] Learning-rate: 0.003, Loss-Train: 0.0920, Loss-test: 0.2988 MEE-Train: 1.3539, MEE-test: 1.3434
Epoch[143/300] Learning-rate: 0.003, Loss-Train: 0.0875, Loss-test: 0.2844 MEE-Train: 1.3482, MEE-test: 1.3392
Epoch[144/300] Learning-rate: 0.003, Loss-Train: 0.0833, Loss-test: 0.2707 MEE-Train: 1.3426, MEE-test: 1.3350
Epoch[145/300] Learning-rate: 0.003, Loss-Train: 0.0828, Loss-test: 0.2692 MEE-Train: 1.3370, MEE-test: 1.3309
Epoch[146/300] Learning-rate: 0.003, Loss-Train: 0.0742, Loss-test: 0.2411 MEE-Train: 1.3315, MEE-test: 1.3265
Epoch[147/300] Learning-rate: 0.003, Loss-Train: 0.0893, Loss-test: 0.2901 MEE-Train: 1.3262, MEE-test: 1.3228
Epoch[148/300] Learning-rate: 0.003, Loss-Train: 0.0852, Loss-test: 0.2767 MEE-Train: 1.3210, MEE-test: 1.3190
Epoch[149/300] Learning-rate: 0.003, Loss-Train: 0.0795, Loss-test: 0.2584 MEE-Train: 1.3157, MEE-test: 1.3148
Epoch[150/300] Learning-rate: 0.003, Loss-Train: 0.1158, Loss-test: 0.3765 MEE-Train: 1.3105, MEE-test: 1.3116
Epoch[151/300] Learning-rate: 0.003, Loss-Train: 0.0723, Loss-test: 0.2349 MEE-Train: 1.3054, MEE-test: 1.3074
Epoch[152/300] Learning-rate: 0.003, Loss-Train: 0.1176, Loss-test: 0.3824 MEE-Train: 1.3003, MEE-test: 1.3042
Epoch[153/300] Learning-rate: 0.003, Loss-Train: 0.1039, Loss-test: 0.3378 MEE-Train: 1.2952, MEE-test: 1.3011
Epoch[154/300] Learning-rate: 0.003, Loss-Train: 0.0865, Loss-test: 0.2810 MEE-Train: 1.2902, MEE-test: 1.2973
Epoch[155/300] Learning-rate: 0.003, Loss-Train: 0.0879, Loss-test: 0.2858 MEE-Train: 1.2852, MEE-test: 1.2937
Epoch[156/300] Learning-rate: 0.003, Loss-Train: 0.0850, Loss-test: 0.2761 MEE-Train: 1.2804, MEE-test: 1.2902
Epoch[157/300] Learning-rate: 0.003, Loss-Train: 0.0889, Loss-test: 0.2889 MEE-Train: 1.2756, MEE-test: 1.2870
Epoch[158/300] Learning-rate: 0.003, Loss-Train: 0.0736, Loss-test: 0.2392 MEE-Train: 1.2708, MEE-test: 1.2831
Epoch[159/300] Learning-rate: 0.003, Loss-Train: 0.0799, Loss-test: 0.2596 MEE-Train: 1.2661, MEE-test: 1.2795
Epoch[160/300] Learning-rate: 0.003, Loss-Train: 0.0950, Loss-test: 0.3088 MEE-Train: 1.2614, MEE-test: 1.2764
Epoch[161/300] Learning-rate: 0.003, Loss-Train: 0.0769, Loss-test: 0.2500 MEE-Train: 1.2569, MEE-test: 1.2728
Epoch[162/300] Learning-rate: 0.003, Loss-Train: 0.0779, Loss-test: 0.2531 MEE-Train: 1.2524, MEE-test: 1.2694
Epoch[163/300] Learning-rate: 0.003, Loss-Train: 0.0796, Loss-test: 0.2585 MEE-Train: 1.2480, MEE-test: 1.2660
Epoch[164/300] Learning-rate: 0.003, Loss-Train: 0.0985, Loss-test: 0.3201 MEE-Train: 1.2435, MEE-test: 1.2629
Epoch[165/300] Learning-rate: 0.003, Loss-Train: 0.0947, Loss-test: 0.3076 MEE-Train: 1.2391, MEE-test: 1.2598
Epoch[166/300] Learning-rate: 0.003, Loss-Train: 0.1001, Loss-test: 0.3255 MEE-Train: 1.2347, MEE-test: 1.2570
Epoch[167/300] Learning-rate: 0.003, Loss-Train: 0.0715, Loss-test: 0.2323 MEE-Train: 1.2303, MEE-test: 1.2534
Epoch[168/300] Learning-rate: 0.003, Loss-Train: 0.0687, Loss-test: 0.2234 MEE-Train: 1.2260, MEE-test: 1.2498
Epoch[169/300] Learning-rate: 0.003, Loss-Train: 0.0842, Loss-test: 0.2737 MEE-Train: 1.2217, MEE-test: 1.2467
Epoch[170/300] Learning-rate: 0.003, Loss-Train: 0.0731, Loss-test: 0.2375 MEE-Train: 1.2175, MEE-test: 1.2432
Epoch[171/300] Learning-rate: 0.003, Loss-Train: 0.0703, Loss-test: 0.2284 MEE-Train: 1.2134, MEE-test: 1.2399
Epoch[172/300] Learning-rate: 0.003, Loss-Train: 0.0881, Loss-test: 0.2863 MEE-Train: 1.2093, MEE-test: 1.2370
Epoch[173/300] Learning-rate: 0.003, Loss-Train: 0.0742, Loss-test: 0.2412 MEE-Train: 1.2052, MEE-test: 1.2337
Epoch[174/300] Learning-rate: 0.003, Loss-Train: 0.0986, Loss-test: 0.3205 MEE-Train: 1.2011, MEE-test: 1.2312
Epoch[175/300] Learning-rate: 0.003, Loss-Train: 0.0934, Loss-test: 0.3035 MEE-Train: 1.1972, MEE-test: 1.2285
Epoch[176/300] Learning-rate: 0.003, Loss-Train: 0.0825, Loss-test: 0.2680 MEE-Train: 1.1933, MEE-test: 1.2255
Epoch[177/300] Learning-rate: 0.003, Loss-Train: 0.0817, Loss-test: 0.2656 MEE-Train: 1.1894, MEE-test: 1.2227
Epoch[178/300] Learning-rate: 0.003, Loss-Train: 0.0778, Loss-test: 0.2529 MEE-Train: 1.1855, MEE-test: 1.2198
Epoch[179/300] Learning-rate: 0.003, Loss-Train: 0.0687, Loss-test: 0.2232 MEE-Train: 1.1817, MEE-test: 1.2166
Epoch[180/300] Learning-rate: 0.003, Loss-Train: 0.0770, Loss-test: 0.2501 MEE-Train: 1.1779, MEE-test: 1.2137
Epoch[181/300] Learning-rate: 0.003, Loss-Train: 0.0835, Loss-test: 0.2715 MEE-Train: 1.1742, MEE-test: 1.2109
Epoch[182/300] Learning-rate: 0.003, Loss-Train: 0.0745, Loss-test: 0.2421 MEE-Train: 1.1705, MEE-test: 1.2080
Epoch[183/300] Learning-rate: 0.003, Loss-Train: 0.0703, Loss-test: 0.2283 MEE-Train: 1.1668, MEE-test: 1.2050
Epoch[184/300] Learning-rate: 0.003, Loss-Train: 0.0926, Loss-test: 0.3009 MEE-Train: 1.1631, MEE-test: 1.2025
Epoch[185/300] Learning-rate: 0.003, Loss-Train: 0.1125, Loss-test: 0.3656 MEE-Train: 1.1595, MEE-test: 1.2004
Epoch[186/300] Learning-rate: 0.003, Loss-Train: 0.0858, Loss-test: 0.2789 MEE-Train: 1.1558, MEE-test: 1.1977
Epoch[187/300] Learning-rate: 0.003, Loss-Train: 0.0770, Loss-test: 0.2503 MEE-Train: 1.1522, MEE-test: 1.1949
Epoch[188/300] Learning-rate: 0.003, Loss-Train: 0.0880, Loss-test: 0.2860 MEE-Train: 1.1487, MEE-test: 1.1924
Epoch[189/300] Learning-rate: 0.003, Loss-Train: 0.0771, Loss-test: 0.2506 MEE-Train: 1.1452, MEE-test: 1.1898
Epoch[190/300] Learning-rate: 0.003, Loss-Train: 0.0925, Loss-test: 0.3007 MEE-Train: 1.1417, MEE-test: 1.1874
Epoch[191/300] Learning-rate: 0.003, Loss-Train: 0.0676, Loss-test: 0.2196 MEE-Train: 1.1383, MEE-test: 1.1846
Epoch[192/300] Learning-rate: 0.003, Loss-Train: 0.1130, Loss-test: 0.3671 MEE-Train: 1.1349, MEE-test: 1.1827
Epoch[193/300] Learning-rate: 0.003, Loss-Train: 0.0656, Loss-test: 0.2131 MEE-Train: 1.1316, MEE-test: 1.1798
Epoch[194/300] Learning-rate: 0.003, Loss-Train: 0.0694, Loss-test: 0.2254 MEE-Train: 1.1283, MEE-test: 1.1771
Epoch[195/300] Learning-rate: 0.003, Loss-Train: 0.0766, Loss-test: 0.2488 MEE-Train: 1.1249, MEE-test: 1.1746
Epoch[196/300] Learning-rate: 0.003, Loss-Train: 0.0718, Loss-test: 0.2333 MEE-Train: 1.1217, MEE-test: 1.1721
