Epoch[1/200] Learning-rate: 0.0001, Loss-Train: 632.5900, Loss-Test: 656.3030, Best-Accuracy-Train: 0.0027, Best-Accuracy-Test: 0.0040
Epoch[133/200] Learning-rate: 0.0001, Loss-Train: 3.1815, Loss-Test: 3.5991, Best-Accuracy-Train: 0.0160, Best-Accuracy-Test: 0.0400
Epoch[134/200] Learning-rate: 0.0001, Loss-Train: 3.1582, Loss-Test: 3.5532, Best-Accuracy-Train: 0.0267, Best-Accuracy-Test: 0.0480
Epoch[135/200] Learning-rate: 0.0001, Loss-Train: 3.1366, Loss-Test: 3.5273, Best-Accuracy-Train: 0.0200, Best-Accuracy-Test: 0.0480
Epoch[136/200] Learning-rate: 0.0001, Loss-Train: 3.1172, Loss-Test: 3.5462, Best-Accuracy-Train: 0.0253, Best-Accuracy-Test: 0.0440
Epoch[137/200] Learning-rate: 0.0001, Loss-Train: 3.0899, Loss-Test: 3.5075, Best-Accuracy-Train: 0.0240, Best-Accuracy-Test: 0.0440
Epoch[138/200] Learning-rate: 0.0001, Loss-Train: 3.0762, Loss-Test: 3.4561, Best-Accuracy-Train: 0.0200, Best-Accuracy-Test: 0.0480
Epoch[139/200] Learning-rate: 0.0001, Loss-Train: 3.0849, Loss-Test: 3.4426, Best-Accuracy-Train: 0.0160, Best-Accuracy-Test: 0.0560
Epoch[140/200] Learning-rate: 0.0001, Loss-Train: 3.0553, Loss-Test: 3.4394, Best-Accuracy-Train: 0.0253, Best-Accuracy-Test: 0.0560
Epoch[141/200] Learning-rate: 0.0001, Loss-Train: 3.0733, Loss-Test: 3.4214, Best-Accuracy-Train: 0.0227, Best-Accuracy-Test: 0.0440
Epoch[142/200] Learning-rate: 0.0001, Loss-Train: 3.0236, Loss-Test: 3.3773, Best-Accuracy-Train: 0.0280, Best-Accuracy-Test: 0.0520
Epoch[143/200] Learning-rate: 0.0001, Loss-Train: 2.9845, Loss-Test: 3.3989, Best-Accuracy-Train: 0.0200, Best-Accuracy-Test: 0.0440
Epoch[144/200] Learning-rate: 0.0001, Loss-Train: 2.9837, Loss-Test: 3.3319, Best-Accuracy-Train: 0.0267, Best-Accuracy-Test: 0.0560
Epoch[145/200] Learning-rate: 0.0001, Loss-Train: 3.0163, Loss-Test: 3.3370, Best-Accuracy-Train: 0.0267, Best-Accuracy-Test: 0.0360
Epoch[146/200] Learning-rate: 0.0001, Loss-Train: 2.9805, Loss-Test: 3.3172, Best-Accuracy-Train: 0.0280, Best-Accuracy-Test: 0.0360
Epoch[147/200] Learning-rate: 0.0001, Loss-Train: 2.9719, Loss-Test: 3.3223, Best-Accuracy-Train: 0.0173, Best-Accuracy-Test: 0.0480
Epoch[148/200] Learning-rate: 0.0001, Loss-Train: 2.9102, Loss-Test: 3.2705, Best-Accuracy-Train: 0.0200, Best-Accuracy-Test: 0.0440
Epoch[149/200] Learning-rate: 0.0001, Loss-Train: 2.9245, Loss-Test: 3.2645, Best-Accuracy-Train: 0.0267, Best-Accuracy-Test: 0.0400
Epoch[150/200] Learning-rate: 0.0001, Loss-Train: 2.9077, Loss-Test: 3.2738, Best-Accuracy-Train: 0.0173, Best-Accuracy-Test: 0.0440
Epoch[151/200] Learning-rate: 0.0001, Loss-Train: 2.8747, Loss-Test: 3.2499, Best-Accuracy-Train: 0.0173, Best-Accuracy-Test: 0.0440
Epoch[152/200] Learning-rate: 0.0001, Loss-Train: 2.8752, Loss-Test: 3.2326, Best-Accuracy-Train: 0.0173, Best-Accuracy-Test: 0.0360
Epoch[153/200] Learning-rate: 0.0001, Loss-Train: 2.8460, Loss-Test: 3.2236, Best-Accuracy-Train: 0.0200, Best-Accuracy-Test: 0.0520
Epoch[154/200] Learning-rate: 0.0001, Loss-Train: 2.8633, Loss-Test: 3.2078, Best-Accuracy-Train: 0.0160, Best-Accuracy-Test: 0.0440
Epoch[155/200] Learning-rate: 0.0001, Loss-Train: 2.8164, Loss-Test: 3.1620, Best-Accuracy-Train: 0.0227, Best-Accuracy-Test: 0.0480
Epoch[156/200] Learning-rate: 0.0001, Loss-Train: 2.7855, Loss-Test: 3.1692, Best-Accuracy-Train: 0.0173, Best-Accuracy-Test: 0.0560
Epoch[157/200] Learning-rate: 0.0001, Loss-Train: 2.7883, Loss-Test: 3.1258, Best-Accuracy-Train: 0.0280, Best-Accuracy-Test: 0.0400
Epoch[158/200] Learning-rate: 0.0001, Loss-Train: 2.7661, Loss-Test: 3.1187, Best-Accuracy-Train: 0.0293, Best-Accuracy-Test: 0.0520
Epoch[159/200] Learning-rate: 0.0001, Loss-Train: 2.7460, Loss-Test: 3.1125, Best-Accuracy-Train: 0.0227, Best-Accuracy-Test: 0.0400
Epoch[160/200] Learning-rate: 0.0001, Loss-Train: 2.7938, Loss-Test: 3.1129, Best-Accuracy-Train: 0.0280, Best-Accuracy-Test: 0.0480
Epoch[161/200] Learning-rate: 0.0001, Loss-Train: 2.7575, Loss-Test: 3.0960, Best-Accuracy-Train: 0.0280, Best-Accuracy-Test: 0.0520
Epoch[162/200] Learning-rate: 0.0001, Loss-Train: 2.7115, Loss-Test: 3.1218, Best-Accuracy-Train: 0.0360, Best-Accuracy-Test: 0.0480
Epoch[163/200] Learning-rate: 0.0001, Loss-Train: 2.7579, Loss-Test: 3.0383, Best-Accuracy-Train: 0.0280, Best-Accuracy-Test: 0.0400
Epoch[164/200] Learning-rate: 0.0001, Loss-Train: 2.7358, Loss-Test: 3.0410, Best-Accuracy-Train: 0.0307, Best-Accuracy-Test: 0.0520
Epoch[165/200] Learning-rate: 0.0001, Loss-Train: 2.7139, Loss-Test: 3.0364, Best-Accuracy-Train: 0.0240, Best-Accuracy-Test: 0.0480
