Epoch[1/3000] Learning-rate: 0.001, Loss-Train: 758.1876, Loss-Test: 774.8740, Best-Accuracy-Train: 0.0013, Best-Accuracy-Test: 0.0000
Epoch[18/3000] Learning-rate: 0.001, Loss-Train: 379.8806, Loss-Test: 381.9884, Best-Accuracy-Train: 0.0027, Best-Accuracy-Test: 0.0000
Epoch[19/3000] Learning-rate: 0.001, Loss-Train: 365.6908, Loss-Test: 369.3891, Best-Accuracy-Train: 0.0000, Best-Accuracy-Test: 0.0000
Epoch[20/3000] Learning-rate: 0.001, Loss-Train: 355.5775, Loss-Test: 359.2596, Best-Accuracy-Train: 0.0013, Best-Accuracy-Test: 0.0000
Epoch[21/3000] Learning-rate: 0.001, Loss-Train: 344.9458, Loss-Test: 347.5962, Best-Accuracy-Train: 0.0013, Best-Accuracy-Test: 0.0000
Epoch[22/3000] Learning-rate: 0.001, Loss-Train: 332.3812, Loss-Test: 335.8170, Best-Accuracy-Train: 0.0040, Best-Accuracy-Test: 0.0000
Epoch[23/3000] Learning-rate: 0.001, Loss-Train: 322.1154, Loss-Test: 326.6860, Best-Accuracy-Train: 0.0027, Best-Accuracy-Test: 0.0000
Epoch[24/3000] Learning-rate: 0.001, Loss-Train: 310.5961, Loss-Test: 317.0043, Best-Accuracy-Train: 0.0000, Best-Accuracy-Test: 0.0000
Epoch[25/3000] Learning-rate: 0.001, Loss-Train: 303.6702, Loss-Test: 308.4335, Best-Accuracy-Train: 0.0027, Best-Accuracy-Test: 0.0000
Epoch[26/3000] Learning-rate: 0.001, Loss-Train: 296.0574, Loss-Test: 297.9887, Best-Accuracy-Train: 0.0013, Best-Accuracy-Test: 0.0000
Epoch[27/3000] Learning-rate: 0.001, Loss-Train: 287.4045, Loss-Test: 288.4591, Best-Accuracy-Train: 0.0000, Best-Accuracy-Test: 0.0000
Epoch[28/3000] Learning-rate: 0.001, Loss-Train: 278.2167, Loss-Test: 281.0839, Best-Accuracy-Train: 0.0027, Best-Accuracy-Test: 0.0000
Epoch[29/3000] Learning-rate: 0.001, Loss-Train: 272.1913, Loss-Test: 274.7287, Best-Accuracy-Train: 0.0013, Best-Accuracy-Test: 0.0000
Epoch[30/3000] Learning-rate: 0.001, Loss-Train: 263.4528, Loss-Test: 267.2907, Best-Accuracy-Train: 0.0013, Best-Accuracy-Test: 0.0000
Epoch[31/3000] Learning-rate: 0.001, Loss-Train: 256.6667, Loss-Test: 260.6980, Best-Accuracy-Train: 0.0027, Best-Accuracy-Test: 0.0040
Epoch[32/3000] Learning-rate: 0.001, Loss-Train: 249.0749, Loss-Test: 252.6619, Best-Accuracy-Train: 0.0027, Best-Accuracy-Test: 0.0000
Epoch[33/3000] Learning-rate: 0.001, Loss-Train: 242.0184, Loss-Test: 246.5940, Best-Accuracy-Train: 0.0013, Best-Accuracy-Test: 0.0000
Epoch[34/3000] Learning-rate: 0.001, Loss-Train: 236.5190, Loss-Test: 239.9651, Best-Accuracy-Train: 0.0000, Best-Accuracy-Test: 0.0000
Epoch[35/3000] Learning-rate: 0.001, Loss-Train: 228.9850, Loss-Test: 233.4524, Best-Accuracy-Train: 0.0053, Best-Accuracy-Test: 0.0040
Epoch[36/3000] Learning-rate: 0.001, Loss-Train: 223.6195, Loss-Test: 226.7133, Best-Accuracy-Train: 0.0013, Best-Accuracy-Test: 0.0040
Epoch[37/3000] Learning-rate: 0.001, Loss-Train: 219.2308, Loss-Test: 221.4880, Best-Accuracy-Train: 0.0013, Best-Accuracy-Test: 0.0000
Epoch[38/3000] Learning-rate: 0.001, Loss-Train: 213.4282, Loss-Test: 215.9864, Best-Accuracy-Train: 0.0053, Best-Accuracy-Test: 0.0040
Epoch[39/3000] Learning-rate: 0.001, Loss-Train: 207.5684, Loss-Test: 211.4472, Best-Accuracy-Train: 0.0053, Best-Accuracy-Test: 0.0000
Epoch[40/3000] Learning-rate: 0.001, Loss-Train: 202.5316, Loss-Test: 205.7499, Best-Accuracy-Train: 0.0040, Best-Accuracy-Test: 0.0040
Epoch[41/3000] Learning-rate: 0.001, Loss-Train: 197.9754, Loss-Test: 200.5249, Best-Accuracy-Train: 0.0053, Best-Accuracy-Test: 0.0080
Epoch[42/3000] Learning-rate: 0.001, Loss-Train: 193.4479, Loss-Test: 196.1588, Best-Accuracy-Train: 0.0027, Best-Accuracy-Test: 0.0080
Epoch[43/3000] Learning-rate: 0.001, Loss-Train: 188.5241, Loss-Test: 190.7979, Best-Accuracy-Train: 0.0000, Best-Accuracy-Test: 0.0040
Epoch[44/3000] Learning-rate: 0.001, Loss-Train: 184.0319, Loss-Test: 187.0084, Best-Accuracy-Train: 0.0013, Best-Accuracy-Test: 0.0000
Epoch[45/3000] Learning-rate: 0.001, Loss-Train: 181.0748, Loss-Test: 183.0932, Best-Accuracy-Train: 0.0027, Best-Accuracy-Test: 0.0000
Epoch[46/3000] Learning-rate: 0.001, Loss-Train: 175.8630, Loss-Test: 178.3760, Best-Accuracy-Train: 0.0053, Best-Accuracy-Test: 0.0000
Epoch[47/3000] Learning-rate: 0.001, Loss-Train: 171.8338, Loss-Test: 174.5841, Best-Accuracy-Train: 0.0013, Best-Accuracy-Test: 0.0040
Epoch[48/3000] Learning-rate: 0.001, Loss-Train: 167.1364, Loss-Test: 170.5840, Best-Accuracy-Train: 0.0067, Best-Accuracy-Test: 0.0000
Epoch[49/3000] Learning-rate: 0.001, Loss-Train: 163.4470, Loss-Test: 166.2846, Best-Accuracy-Train: 0.0080, Best-Accuracy-Test: 0.0080
Epoch[50/3000] Learning-rate: 0.001, Loss-Train: 159.8539, Loss-Test: 161.4471, Best-Accuracy-Train: 0.0040, Best-Accuracy-Test: 0.0040
Epoch[51/3000] Learning-rate: 0.001, Loss-Train: 155.9863, Loss-Test: 158.1202, Best-Accuracy-Train: 0.0040, Best-Accuracy-Test: 0.0000
Epoch[52/3000] Learning-rate: 0.001, Loss-Train: 152.2686, Loss-Test: 154.0711, Best-Accuracy-Train: 0.0027, Best-Accuracy-Test: 0.0000
Epoch[53/3000] Learning-rate: 0.001, Loss-Train: 149.7879, Loss-Test: 151.1756, Best-Accuracy-Train: 0.0013, Best-Accuracy-Test: 0.0000
Epoch[54/3000] Learning-rate: 0.001, Loss-Train: 146.6903, Loss-Test: 147.6035, Best-Accuracy-Train: 0.0027, Best-Accuracy-Test: 0.0000
Epoch[55/3000] Learning-rate: 0.001, Loss-Train: 142.8033, Loss-Test: 144.8967, Best-Accuracy-Train: 0.0040, Best-Accuracy-Test: 0.0000
Epoch[56/3000] Learning-rate: 0.001, Loss-Train: 139.0824, Loss-Test: 141.8605, Best-Accuracy-Train: 0.0013, Best-Accuracy-Test: 0.0040
Epoch[57/3000] Learning-rate: 0.001, Loss-Train: 136.5127, Loss-Test: 139.0505, Best-Accuracy-Train: 0.0027, Best-Accuracy-Test: 0.0040
Epoch[58/3000] Learning-rate: 0.001, Loss-Train: 134.0777, Loss-Test: 136.0049, Best-Accuracy-Train: 0.0040, Best-Accuracy-Test: 0.0040
Epoch[59/3000] Learning-rate: 0.001, Loss-Train: 130.2583, Loss-Test: 133.2840, Best-Accuracy-Train: 0.0040, Best-Accuracy-Test: 0.0040
Epoch[60/3000] Learning-rate: 0.001, Loss-Train: 128.5358, Loss-Test: 130.3234, Best-Accuracy-Train: 0.0040, Best-Accuracy-Test: 0.0000
Epoch[61/3000] Learning-rate: 0.001, Loss-Train: 125.9275, Loss-Test: 127.3947, Best-Accuracy-Train: 0.0013, Best-Accuracy-Test: 0.0080
Epoch[62/3000] Learning-rate: 0.001, Loss-Train: 122.9924, Loss-Test: 124.7210, Best-Accuracy-Train: 0.0000, Best-Accuracy-Test: 0.0000
Epoch[63/3000] Learning-rate: 0.001, Loss-Train: 119.8400, Loss-Test: 121.2931, Best-Accuracy-Train: 0.0027, Best-Accuracy-Test: 0.0040
Epoch[64/3000] Learning-rate: 0.001, Loss-Train: 116.9627, Loss-Test: 118.9641, Best-Accuracy-Train: 0.0053, Best-Accuracy-Test: 0.0000
Epoch[65/3000] Learning-rate: 0.001, Loss-Train: 115.1547, Loss-Test: 116.7901, Best-Accuracy-Train: 0.0040, Best-Accuracy-Test: 0.0040
Epoch[66/3000] Learning-rate: 0.001, Loss-Train: 112.6571, Loss-Test: 113.7561, Best-Accuracy-Train: 0.0040, Best-Accuracy-Test: 0.0000
Epoch[67/3000] Learning-rate: 0.001, Loss-Train: 110.0699, Loss-Test: 111.9992, Best-Accuracy-Train: 0.0040, Best-Accuracy-Test: 0.0120
Epoch[68/3000] Learning-rate: 0.001, Loss-Train: 107.2780, Loss-Test: 109.6947, Best-Accuracy-Train: 0.0013, Best-Accuracy-Test: 0.0040
Epoch[69/3000] Learning-rate: 0.001, Loss-Train: 106.0048, Loss-Test: 107.7672, Best-Accuracy-Train: 0.0013, Best-Accuracy-Test: 0.0040
Epoch[70/3000] Learning-rate: 0.001, Loss-Train: 103.6492, Loss-Test: 105.1564, Best-Accuracy-Train: 0.0027, Best-Accuracy-Test: 0.0000
Epoch[71/3000] Learning-rate: 0.001, Loss-Train: 102.1628, Loss-Test: 102.5736, Best-Accuracy-Train: 0.0013, Best-Accuracy-Test: 0.0000
Epoch[72/3000] Learning-rate: 0.001, Loss-Train: 99.5674, Loss-Test: 100.8406, Best-Accuracy-Train: 0.0053, Best-Accuracy-Test: 0.0000
Epoch[73/3000] Learning-rate: 0.001, Loss-Train: 97.7663, Loss-Test: 98.9926, Best-Accuracy-Train: 0.0013, Best-Accuracy-Test: 0.0000
Epoch[74/3000] Learning-rate: 0.001, Loss-Train: 95.3674, Loss-Test: 97.3414, Best-Accuracy-Train: 0.0040, Best-Accuracy-Test: 0.0120
Epoch[75/3000] Learning-rate: 0.001, Loss-Train: 94.3075, Loss-Test: 94.8579, Best-Accuracy-Train: 0.0040, Best-Accuracy-Test: 0.0040
Epoch[76/3000] Learning-rate: 0.001, Loss-Train: 92.0290, Loss-Test: 92.8382, Best-Accuracy-Train: 0.0067, Best-Accuracy-Test: 0.0000
Epoch[77/3000] Learning-rate: 0.001, Loss-Train: 90.1093, Loss-Test: 91.1383, Best-Accuracy-Train: 0.0053, Best-Accuracy-Test: 0.0080
Epoch[78/3000] Learning-rate: 0.001, Loss-Train: 88.9416, Loss-Test: 89.2969, Best-Accuracy-Train: 0.0027, Best-Accuracy-Test: 0.0000
Epoch[79/3000] Learning-rate: 0.001, Loss-Train: 86.7624, Loss-Test: 87.3826, Best-Accuracy-Train: 0.0013, Best-Accuracy-Test: 0.0040
Epoch[80/3000] Learning-rate: 0.001, Loss-Train: 85.1210, Loss-Test: 86.0247, Best-Accuracy-Train: 0.0067, Best-Accuracy-Test: 0.0000
Epoch[81/3000] Learning-rate: 0.001, Loss-Train: 83.2097, Loss-Test: 83.7944, Best-Accuracy-Train: 0.0027, Best-Accuracy-Test: 0.0000
Epoch[82/3000] Learning-rate: 0.001, Loss-Train: 82.1065, Loss-Test: 82.0812, Best-Accuracy-Train: 0.0013, Best-Accuracy-Test: 0.0040
Epoch[83/3000] Learning-rate: 0.001, Loss-Train: 79.2064, Loss-Test: 80.5817, Best-Accuracy-Train: 0.0040, Best-Accuracy-Test: 0.0000
Epoch[84/3000] Learning-rate: 0.001, Loss-Train: 78.0485, Loss-Test: 79.0758, Best-Accuracy-Train: 0.0013, Best-Accuracy-Test: 0.0040
Epoch[85/3000] Learning-rate: 0.001, Loss-Train: 76.6440, Loss-Test: 77.5550, Best-Accuracy-Train: 0.0080, Best-Accuracy-Test: 0.0040
Epoch[86/3000] Learning-rate: 0.001, Loss-Train: 75.1623, Loss-Test: 76.0427, Best-Accuracy-Train: 0.0027, Best-Accuracy-Test: 0.0000
Epoch[87/3000] Learning-rate: 0.001, Loss-Train: 73.7026, Loss-Test: 74.0499, Best-Accuracy-Train: 0.0040, Best-Accuracy-Test: 0.0000
Epoch[88/3000] Learning-rate: 0.001, Loss-Train: 72.1485, Loss-Test: 72.7756, Best-Accuracy-Train: 0.0067, Best-Accuracy-Test: 0.0000
Epoch[89/3000] Learning-rate: 0.001, Loss-Train: 71.2606, Loss-Test: 70.9121, Best-Accuracy-Train: 0.0053, Best-Accuracy-Test: 0.0040
Epoch[90/3000] Learning-rate: 0.001, Loss-Train: 69.6376, Loss-Test: 70.1474, Best-Accuracy-Train: 0.0053, Best-Accuracy-Test: 0.0040
Epoch[91/3000] Learning-rate: 0.001, Loss-Train: 67.8680, Loss-Test: 68.1058, Best-Accuracy-Train: 0.0040, Best-Accuracy-Test: 0.0000
Epoch[92/3000] Learning-rate: 0.001, Loss-Train: 66.8740, Loss-Test: 67.1131, Best-Accuracy-Train: 0.0040, Best-Accuracy-Test: 0.0000
Epoch[93/3000] Learning-rate: 0.001, Loss-Train: 65.4323, Loss-Test: 65.4082, Best-Accuracy-Train: 0.0027, Best-Accuracy-Test: 0.0000
Epoch[94/3000] Learning-rate: 0.001, Loss-Train: 63.9710, Loss-Test: 64.0498, Best-Accuracy-Train: 0.0027, Best-Accuracy-Test: 0.0080
Epoch[95/3000] Learning-rate: 0.001, Loss-Train: 62.6456, Loss-Test: 62.7568, Best-Accuracy-Train: 0.0000, Best-Accuracy-Test: 0.0000
Epoch[96/3000] Learning-rate: 0.001, Loss-Train: 60.5827, Loss-Test: 61.3481, Best-Accuracy-Train: 0.0040, Best-Accuracy-Test: 0.0080
Epoch[97/3000] Learning-rate: 0.001, Loss-Train: 59.7849, Loss-Test: 59.7107, Best-Accuracy-Train: 0.0053, Best-Accuracy-Test: 0.0120
Epoch[98/3000] Learning-rate: 0.001, Loss-Train: 58.4510, Loss-Test: 58.0621, Best-Accuracy-Train: 0.0053, Best-Accuracy-Test: 0.0040
Epoch[99/3000] Learning-rate: 0.001, Loss-Train: 56.9169, Loss-Test: 56.7083, Best-Accuracy-Train: 0.0053, Best-Accuracy-Test: 0.0040
Epoch[100/3000] Learning-rate: 0.001, Loss-Train: 55.6208, Loss-Test: 54.2737, Best-Accuracy-Train: 0.0040, Best-Accuracy-Test: 0.0000
Epoch[101/3000] Learning-rate: 0.001, Loss-Train: 53.6507, Loss-Test: 52.3692, Best-Accuracy-Train: 0.0053, Best-Accuracy-Test: 0.0000
Epoch[102/3000] Learning-rate: 0.001, Loss-Train: 51.2615, Loss-Test: 50.5094, Best-Accuracy-Train: 0.0053, Best-Accuracy-Test: 0.0040
Epoch[103/3000] Learning-rate: 0.001, Loss-Train: 49.2089, Loss-Test: 48.3764, Best-Accuracy-Train: 0.0093, Best-Accuracy-Test: 0.0000
Epoch[104/3000] Learning-rate: 0.001, Loss-Train: 47.6424, Loss-Test: 46.6380, Best-Accuracy-Train: 0.0040, Best-Accuracy-Test: 0.0080
Epoch[105/3000] Learning-rate: 0.001, Loss-Train: 46.0439, Loss-Test: 44.4761, Best-Accuracy-Train: 0.0120, Best-Accuracy-Test: 0.0120
Epoch[106/3000] Learning-rate: 0.001, Loss-Train: 44.2898, Loss-Test: 43.3769, Best-Accuracy-Train: 0.0053, Best-Accuracy-Test: 0.0160
Epoch[107/3000] Learning-rate: 0.001, Loss-Train: 43.1373, Loss-Test: 41.6724, Best-Accuracy-Train: 0.0040, Best-Accuracy-Test: 0.0200
Epoch[108/3000] Learning-rate: 0.001, Loss-Train: 41.6584, Loss-Test: 40.4164, Best-Accuracy-Train: 0.0067, Best-Accuracy-Test: 0.0080
Epoch[109/3000] Learning-rate: 0.001, Loss-Train: 40.7080, Loss-Test: 39.0421, Best-Accuracy-Train: 0.0093, Best-Accuracy-Test: 0.0120
Epoch[110/3000] Learning-rate: 0.001, Loss-Train: 39.6228, Loss-Test: 37.8506, Best-Accuracy-Train: 0.0147, Best-Accuracy-Test: 0.0120
Epoch[111/3000] Learning-rate: 0.001, Loss-Train: 38.3479, Loss-Test: 37.0553, Best-Accuracy-Train: 0.0107, Best-Accuracy-Test: 0.0040
Epoch[112/3000] Learning-rate: 0.001, Loss-Train: 37.5891, Loss-Test: 35.5718, Best-Accuracy-Train: 0.0067, Best-Accuracy-Test: 0.0000
Epoch[113/3000] Learning-rate: 0.001, Loss-Train: 36.3779, Loss-Test: 34.3656, Best-Accuracy-Train: 0.0107, Best-Accuracy-Test: 0.0080
Epoch[114/3000] Learning-rate: 0.001, Loss-Train: 35.0970, Loss-Test: 33.4776, Best-Accuracy-Train: 0.0147, Best-Accuracy-Test: 0.0120
Epoch[115/3000] Learning-rate: 0.001, Loss-Train: 34.5583, Loss-Test: 32.7705, Best-Accuracy-Train: 0.0133, Best-Accuracy-Test: 0.0080
Epoch[116/3000] Learning-rate: 0.001, Loss-Train: 33.6596, Loss-Test: 31.8318, Best-Accuracy-Train: 0.0080, Best-Accuracy-Test: 0.0120
Epoch[117/3000] Learning-rate: 0.001, Loss-Train: 32.5372, Loss-Test: 31.1724, Best-Accuracy-Train: 0.0093, Best-Accuracy-Test: 0.0120
Epoch[118/3000] Learning-rate: 0.001, Loss-Train: 31.6059, Loss-Test: 30.3095, Best-Accuracy-Train: 0.0173, Best-Accuracy-Test: 0.0160
Epoch[119/3000] Learning-rate: 0.001, Loss-Train: 30.7785, Loss-Test: 29.0660, Best-Accuracy-Train: 0.0080, Best-Accuracy-Test: 0.0040
Epoch[120/3000] Learning-rate: 0.001, Loss-Train: 30.4758, Loss-Test: 28.3225, Best-Accuracy-Train: 0.0147, Best-Accuracy-Test: 0.0280
Epoch[121/3000] Learning-rate: 0.001, Loss-Train: 29.5412, Loss-Test: 27.6119, Best-Accuracy-Train: 0.0080, Best-Accuracy-Test: 0.0160
Epoch[122/3000] Learning-rate: 0.001, Loss-Train: 28.9323, Loss-Test: 26.7357, Best-Accuracy-Train: 0.0107, Best-Accuracy-Test: 0.0040
Epoch[123/3000] Learning-rate: 0.001, Loss-Train: 27.8399, Loss-Test: 25.8991, Best-Accuracy-Train: 0.0133, Best-Accuracy-Test: 0.0120
Epoch[124/3000] Learning-rate: 0.001, Loss-Train: 27.2788, Loss-Test: 25.7249, Best-Accuracy-Train: 0.0053, Best-Accuracy-Test: 0.0040
Epoch[125/3000] Learning-rate: 0.001, Loss-Train: 26.6618, Loss-Test: 24.7135, Best-Accuracy-Train: 0.0080, Best-Accuracy-Test: 0.0000
Epoch[126/3000] Learning-rate: 0.001, Loss-Train: 26.0855, Loss-Test: 24.2400, Best-Accuracy-Train: 0.0133, Best-Accuracy-Test: 0.0080
Epoch[127/3000] Learning-rate: 0.001, Loss-Train: 25.6017, Loss-Test: 23.5006, Best-Accuracy-Train: 0.0093, Best-Accuracy-Test: 0.0040
Epoch[128/3000] Learning-rate: 0.001, Loss-Train: 24.9136, Loss-Test: 22.8626, Best-Accuracy-Train: 0.0067, Best-Accuracy-Test: 0.0000
Epoch[129/3000] Learning-rate: 0.001, Loss-Train: 24.2014, Loss-Test: 22.5173, Best-Accuracy-Train: 0.0173, Best-Accuracy-Test: 0.0120
Epoch[130/3000] Learning-rate: 0.001, Loss-Train: 23.5843, Loss-Test: 21.6776, Best-Accuracy-Train: 0.0080, Best-Accuracy-Test: 0.0120
Epoch[131/3000] Learning-rate: 0.001, Loss-Train: 23.0968, Loss-Test: 21.4191, Best-Accuracy-Train: 0.0147, Best-Accuracy-Test: 0.0040
Epoch[132/3000] Learning-rate: 0.001, Loss-Train: 22.7612, Loss-Test: 20.5866, Best-Accuracy-Train: 0.0133, Best-Accuracy-Test: 0.0160
Epoch[133/3000] Learning-rate: 0.001, Loss-Train: 22.0969, Loss-Test: 20.0760, Best-Accuracy-Train: 0.0120, Best-Accuracy-Test: 0.0080
Epoch[134/3000] Learning-rate: 0.001, Loss-Train: 21.6174, Loss-Test: 19.5302, Best-Accuracy-Train: 0.0107, Best-Accuracy-Test: 0.0080
Epoch[135/3000] Learning-rate: 0.001, Loss-Train: 21.0372, Loss-Test: 19.1418, Best-Accuracy-Train: 0.0133, Best-Accuracy-Test: 0.0120
Epoch[136/3000] Learning-rate: 0.001, Loss-Train: 20.7191, Loss-Test: 18.8508, Best-Accuracy-Train: 0.0147, Best-Accuracy-Test: 0.0160
Epoch[137/3000] Learning-rate: 0.001, Loss-Train: 20.0970, Loss-Test: 18.0750, Best-Accuracy-Train: 0.0173, Best-Accuracy-Test: 0.0080
Epoch[138/3000] Learning-rate: 0.001, Loss-Train: 19.7619, Loss-Test: 17.7625, Best-Accuracy-Train: 0.0133, Best-Accuracy-Test: 0.0120
Epoch[139/3000] Learning-rate: 0.001, Loss-Train: 19.3637, Loss-Test: 17.2802, Best-Accuracy-Train: 0.0107, Best-Accuracy-Test: 0.0080
Epoch[140/3000] Learning-rate: 0.001, Loss-Train: 18.9537, Loss-Test: 16.7998, Best-Accuracy-Train: 0.0093, Best-Accuracy-Test: 0.0120
Epoch[141/3000] Learning-rate: 0.001, Loss-Train: 18.3925, Loss-Test: 16.4207, Best-Accuracy-Train: 0.0080, Best-Accuracy-Test: 0.0080
Epoch[142/3000] Learning-rate: 0.001, Loss-Train: 18.0404, Loss-Test: 16.0270, Best-Accuracy-Train: 0.0080, Best-Accuracy-Test: 0.0000
Epoch[143/3000] Learning-rate: 0.001, Loss-Train: 17.7092, Loss-Test: 15.8315, Best-Accuracy-Train: 0.0093, Best-Accuracy-Test: 0.0040
Epoch[144/3000] Learning-rate: 0.001, Loss-Train: 17.2689, Loss-Test: 15.4032, Best-Accuracy-Train: 0.0173, Best-Accuracy-Test: 0.0160
Epoch[145/3000] Learning-rate: 0.001, Loss-Train: 16.8452, Loss-Test: 15.0243, Best-Accuracy-Train: 0.0093, Best-Accuracy-Test: 0.0040
Epoch[146/3000] Learning-rate: 0.001, Loss-Train: 16.5373, Loss-Test: 14.6623, Best-Accuracy-Train: 0.0107, Best-Accuracy-Test: 0.0040
Epoch[147/3000] Learning-rate: 0.001, Loss-Train: 16.3785, Loss-Test: 14.2607, Best-Accuracy-Train: 0.0093, Best-Accuracy-Test: 0.0040
Epoch[148/3000] Learning-rate: 0.001, Loss-Train: 15.8496, Loss-Test: 14.0454, Best-Accuracy-Train: 0.0133, Best-Accuracy-Test: 0.0000
Epoch[149/3000] Learning-rate: 0.001, Loss-Train: 15.5688, Loss-Test: 13.7207, Best-Accuracy-Train: 0.0160, Best-Accuracy-Test: 0.0200
Epoch[150/3000] Learning-rate: 0.001, Loss-Train: 15.2816, Loss-Test: 13.4067, Best-Accuracy-Train: 0.0120, Best-Accuracy-Test: 0.0200
Epoch[151/3000] Learning-rate: 0.001, Loss-Train: 15.0709, Loss-Test: 13.0379, Best-Accuracy-Train: 0.0187, Best-Accuracy-Test: 0.0000
Epoch[152/3000] Learning-rate: 0.001, Loss-Train: 14.8144, Loss-Test: 12.8248, Best-Accuracy-Train: 0.0160, Best-Accuracy-Test: 0.0040
Epoch[153/3000] Learning-rate: 0.001, Loss-Train: 14.4996, Loss-Test: 12.6807, Best-Accuracy-Train: 0.0160, Best-Accuracy-Test: 0.0240
Epoch[154/3000] Learning-rate: 0.001, Loss-Train: 14.0952, Loss-Test: 12.2520, Best-Accuracy-Train: 0.0133, Best-Accuracy-Test: 0.0040
Epoch[155/3000] Learning-rate: 0.001, Loss-Train: 13.9626, Loss-Test: 12.0765, Best-Accuracy-Train: 0.0133, Best-Accuracy-Test: 0.0200
Epoch[156/3000] Learning-rate: 0.001, Loss-Train: 13.6591, Loss-Test: 11.6804, Best-Accuracy-Train: 0.0160, Best-Accuracy-Test: 0.0160
Epoch[157/3000] Learning-rate: 0.001, Loss-Train: 13.3420, Loss-Test: 11.5322, Best-Accuracy-Train: 0.0080, Best-Accuracy-Test: 0.0120
Epoch[158/3000] Learning-rate: 0.001, Loss-Train: 13.2570, Loss-Test: 11.3826, Best-Accuracy-Train: 0.0173, Best-Accuracy-Test: 0.0160
Epoch[159/3000] Learning-rate: 0.001, Loss-Train: 12.8713, Loss-Test: 11.0678, Best-Accuracy-Train: 0.0107, Best-Accuracy-Test: 0.0240
Epoch[160/3000] Learning-rate: 0.001, Loss-Train: 12.7769, Loss-Test: 10.9117, Best-Accuracy-Train: 0.0213, Best-Accuracy-Test: 0.0040
Epoch[161/3000] Learning-rate: 0.001, Loss-Train: 12.4829, Loss-Test: 10.7826, Best-Accuracy-Train: 0.0107, Best-Accuracy-Test: 0.0200
Epoch[162/3000] Learning-rate: 0.001, Loss-Train: 12.2830, Loss-Test: 10.5137, Best-Accuracy-Train: 0.0200, Best-Accuracy-Test: 0.0160
Epoch[163/3000] Learning-rate: 0.001, Loss-Train: 11.9989, Loss-Test: 10.2541, Best-Accuracy-Train: 0.0133, Best-Accuracy-Test: 0.0240
Epoch[164/3000] Learning-rate: 0.001, Loss-Train: 11.8613, Loss-Test: 10.0770, Best-Accuracy-Train: 0.0120, Best-Accuracy-Test: 0.0080
Epoch[165/3000] Learning-rate: 0.001, Loss-Train: 11.7467, Loss-Test: 9.7435, Best-Accuracy-Train: 0.0200, Best-Accuracy-Test: 0.0160
