Epoch[1/2000] Learning-rate: 0.001, Loss-Train: 719.8806, Loss-Test: 604.6649, Best-Accuracy-Train: 0.0040, Best-Accuracy-Test: 0.0000
Epoch[20/2000] Learning-rate: 0.001, Loss-Train: 5.5265, Loss-Test: 4.7833, Best-Accuracy-Train: 0.0173, Best-Accuracy-Test: 0.0160
Epoch[21/2000] Learning-rate: 0.001, Loss-Train: 5.0467, Loss-Test: 4.2780, Best-Accuracy-Train: 0.0213, Best-Accuracy-Test: 0.0200
Epoch[22/2000] Learning-rate: 0.001, Loss-Train: 4.5356, Loss-Test: 3.8241, Best-Accuracy-Train: 0.0227, Best-Accuracy-Test: 0.0080
Epoch[23/2000] Learning-rate: 0.001, Loss-Train: 4.2296, Loss-Test: 3.5256, Best-Accuracy-Train: 0.0173, Best-Accuracy-Test: 0.0280
Epoch[24/2000] Learning-rate: 0.001, Loss-Train: 3.8437, Loss-Test: 3.2194, Best-Accuracy-Train: 0.0133, Best-Accuracy-Test: 0.0160
Epoch[25/2000] Learning-rate: 0.001, Loss-Train: 3.5493, Loss-Test: 3.0256, Best-Accuracy-Train: 0.0147, Best-Accuracy-Test: 0.0080
Epoch[26/2000] Learning-rate: 0.001, Loss-Train: 3.2963, Loss-Test: 2.7334, Best-Accuracy-Train: 0.0160, Best-Accuracy-Test: 0.0120
Epoch[27/2000] Learning-rate: 0.001, Loss-Train: 3.0987, Loss-Test: 2.4785, Best-Accuracy-Train: 0.0160, Best-Accuracy-Test: 0.0000
Epoch[28/2000] Learning-rate: 0.001, Loss-Train: 2.8293, Loss-Test: 2.3288, Best-Accuracy-Train: 0.0253, Best-Accuracy-Test: 0.0120
Epoch[29/2000] Learning-rate: 0.001, Loss-Train: 2.6018, Loss-Test: 2.1101, Best-Accuracy-Train: 0.0173, Best-Accuracy-Test: 0.0240
Epoch[30/2000] Learning-rate: 0.001, Loss-Train: 2.4308, Loss-Test: 1.9682, Best-Accuracy-Train: 0.0227, Best-Accuracy-Test: 0.0160
Epoch[31/2000] Learning-rate: 0.001, Loss-Train: 2.2878, Loss-Test: 1.9580, Best-Accuracy-Train: 0.0253, Best-Accuracy-Test: 0.0320
Epoch[32/2000] Learning-rate: 0.001, Loss-Train: 2.1095, Loss-Test: 1.8202, Best-Accuracy-Train: 0.0253, Best-Accuracy-Test: 0.0120
Epoch[33/2000] Learning-rate: 0.001, Loss-Train: 1.9985, Loss-Test: 1.7253, Best-Accuracy-Train: 0.0293, Best-Accuracy-Test: 0.0200
Epoch[34/2000] Learning-rate: 0.001, Loss-Train: 1.9308, Loss-Test: 1.6401, Best-Accuracy-Train: 0.0307, Best-Accuracy-Test: 0.0160
Epoch[35/2000] Learning-rate: 0.001, Loss-Train: 1.8103, Loss-Test: 1.5858, Best-Accuracy-Train: 0.0320, Best-Accuracy-Test: 0.0280
Epoch[36/2000] Learning-rate: 0.001, Loss-Train: 1.7216, Loss-Test: 1.4834, Best-Accuracy-Train: 0.0307, Best-Accuracy-Test: 0.0160
Epoch[37/2000] Learning-rate: 0.001, Loss-Train: 1.5910, Loss-Test: 1.4381, Best-Accuracy-Train: 0.0480, Best-Accuracy-Test: 0.0120
Epoch[38/2000] Learning-rate: 0.001, Loss-Train: 1.5084, Loss-Test: 1.3719, Best-Accuracy-Train: 0.0333, Best-Accuracy-Test: 0.0240
Epoch[39/2000] Learning-rate: 0.001, Loss-Train: 1.5056, Loss-Test: 1.3019, Best-Accuracy-Train: 0.0307, Best-Accuracy-Test: 0.0280
Epoch[40/2000] Learning-rate: 0.001, Loss-Train: 1.3487, Loss-Test: 1.2502, Best-Accuracy-Train: 0.0267, Best-Accuracy-Test: 0.0160
Epoch[41/2000] Learning-rate: 0.001, Loss-Train: 1.2958, Loss-Test: 1.2205, Best-Accuracy-Train: 0.0333, Best-Accuracy-Test: 0.0360
Epoch[42/2000] Learning-rate: 0.001, Loss-Train: 1.2498, Loss-Test: 1.2147, Best-Accuracy-Train: 0.0293, Best-Accuracy-Test: 0.0360
Epoch[43/2000] Learning-rate: 0.001, Loss-Train: 1.2090, Loss-Test: 1.1296, Best-Accuracy-Train: 0.0320, Best-Accuracy-Test: 0.0400
Epoch[44/2000] Learning-rate: 0.001, Loss-Train: 1.1510, Loss-Test: 1.1237, Best-Accuracy-Train: 0.0320, Best-Accuracy-Test: 0.0440
Epoch[45/2000] Learning-rate: 0.001, Loss-Train: 1.1002, Loss-Test: 1.1038, Best-Accuracy-Train: 0.0293, Best-Accuracy-Test: 0.0400
Epoch[46/2000] Learning-rate: 0.001, Loss-Train: 1.0621, Loss-Test: 1.0499, Best-Accuracy-Train: 0.0280, Best-Accuracy-Test: 0.0480
Epoch[47/2000] Learning-rate: 0.001, Loss-Train: 1.0255, Loss-Test: 1.0214, Best-Accuracy-Train: 0.0413, Best-Accuracy-Test: 0.0360
Epoch[48/2000] Learning-rate: 0.001, Loss-Train: 1.0043, Loss-Test: 1.0139, Best-Accuracy-Train: 0.0373, Best-Accuracy-Test: 0.0440
Epoch[49/2000] Learning-rate: 0.001, Loss-Train: 0.9954, Loss-Test: 0.9732, Best-Accuracy-Train: 0.0413, Best-Accuracy-Test: 0.0200
Epoch[50/2000] Learning-rate: 0.001, Loss-Train: 0.9355, Loss-Test: 1.0231, Best-Accuracy-Train: 0.0413, Best-Accuracy-Test: 0.0280
Epoch[51/2000] Learning-rate: 0.001, Loss-Train: 0.9137, Loss-Test: 0.9269, Best-Accuracy-Train: 0.0293, Best-Accuracy-Test: 0.0360
Epoch[52/2000] Learning-rate: 0.001, Loss-Train: 0.9234, Loss-Test: 0.8920, Best-Accuracy-Train: 0.0373, Best-Accuracy-Test: 0.0480
Epoch[53/2000] Learning-rate: 0.001, Loss-Train: 0.8710, Loss-Test: 0.9070, Best-Accuracy-Train: 0.0347, Best-Accuracy-Test: 0.0400
Epoch[54/2000] Learning-rate: 0.001, Loss-Train: 0.8493, Loss-Test: 0.8737, Best-Accuracy-Train: 0.0307, Best-Accuracy-Test: 0.0440
Epoch[55/2000] Learning-rate: 0.001, Loss-Train: 0.8238, Loss-Test: 0.8421, Best-Accuracy-Train: 0.0373, Best-Accuracy-Test: 0.0400
Epoch[56/2000] Learning-rate: 0.001, Loss-Train: 0.8240, Loss-Test: 0.8324, Best-Accuracy-Train: 0.0440, Best-Accuracy-Test: 0.0440
Epoch[57/2000] Learning-rate: 0.001, Loss-Train: 0.8026, Loss-Test: 0.8334, Best-Accuracy-Train: 0.0467, Best-Accuracy-Test: 0.0440
Epoch[58/2000] Learning-rate: 0.001, Loss-Train: 0.7868, Loss-Test: 0.8050, Best-Accuracy-Train: 0.0347, Best-Accuracy-Test: 0.0160
Epoch[59/2000] Learning-rate: 0.001, Loss-Train: 0.7699, Loss-Test: 0.8191, Best-Accuracy-Train: 0.0360, Best-Accuracy-Test: 0.0480
Epoch[60/2000] Learning-rate: 0.001, Loss-Train: 0.7668, Loss-Test: 0.8235, Best-Accuracy-Train: 0.0427, Best-Accuracy-Test: 0.0200
Epoch[61/2000] Learning-rate: 0.001, Loss-Train: 0.7666, Loss-Test: 0.8229, Best-Accuracy-Train: 0.0387, Best-Accuracy-Test: 0.0320
Epoch[62/2000] Learning-rate: 0.001, Loss-Train: 0.7510, Loss-Test: 0.7880, Best-Accuracy-Train: 0.0360, Best-Accuracy-Test: 0.0200
Epoch[63/2000] Learning-rate: 0.001, Loss-Train: 0.7374, Loss-Test: 0.7612, Best-Accuracy-Train: 0.0480, Best-Accuracy-Test: 0.0360
Epoch[64/2000] Learning-rate: 0.001, Loss-Train: 0.7012, Loss-Test: 0.7292, Best-Accuracy-Train: 0.0533, Best-Accuracy-Test: 0.0400
Epoch[65/2000] Learning-rate: 0.001, Loss-Train: 0.6768, Loss-Test: 0.7349, Best-Accuracy-Train: 0.0373, Best-Accuracy-Test: 0.0320
Epoch[66/2000] Learning-rate: 0.001, Loss-Train: 0.6651, Loss-Test: 0.7226, Best-Accuracy-Train: 0.0453, Best-Accuracy-Test: 0.0560
Epoch[67/2000] Learning-rate: 0.001, Loss-Train: 0.6598, Loss-Test: 0.7194, Best-Accuracy-Train: 0.0387, Best-Accuracy-Test: 0.0400
Epoch[68/2000] Learning-rate: 0.001, Loss-Train: 0.6423, Loss-Test: 0.6917, Best-Accuracy-Train: 0.0480, Best-Accuracy-Test: 0.0240
Epoch[69/2000] Learning-rate: 0.001, Loss-Train: 0.6481, Loss-Test: 0.7234, Best-Accuracy-Train: 0.0333, Best-Accuracy-Test: 0.0600
Epoch[70/2000] Learning-rate: 0.001, Loss-Train: 0.6328, Loss-Test: 0.7181, Best-Accuracy-Train: 0.0373, Best-Accuracy-Test: 0.0520
Epoch[71/2000] Learning-rate: 0.001, Loss-Train: 0.6314, Loss-Test: 0.6945, Best-Accuracy-Train: 0.0520, Best-Accuracy-Test: 0.0240
Epoch[72/2000] Learning-rate: 0.001, Loss-Train: 0.6257, Loss-Test: 0.7340, Best-Accuracy-Train: 0.0547, Best-Accuracy-Test: 0.0280
Epoch[73/2000] Learning-rate: 0.001, Loss-Train: 0.6581, Loss-Test: 0.6611, Best-Accuracy-Train: 0.0453, Best-Accuracy-Test: 0.0240
Epoch[74/2000] Learning-rate: 0.001, Loss-Train: 0.5987, Loss-Test: 0.6721, Best-Accuracy-Train: 0.0560, Best-Accuracy-Test: 0.0560
Epoch[75/2000] Learning-rate: 0.001, Loss-Train: 0.5859, Loss-Test: 0.6624, Best-Accuracy-Train: 0.0413, Best-Accuracy-Test: 0.0200
Epoch[76/2000] Learning-rate: 0.001, Loss-Train: 0.5884, Loss-Test: 0.6566, Best-Accuracy-Train: 0.0480, Best-Accuracy-Test: 0.0520
Epoch[77/2000] Learning-rate: 0.001, Loss-Train: 0.5823, Loss-Test: 0.6795, Best-Accuracy-Train: 0.0400, Best-Accuracy-Test: 0.0280
Epoch[78/2000] Learning-rate: 0.001, Loss-Train: 0.5883, Loss-Test: 0.6690, Best-Accuracy-Train: 0.0493, Best-Accuracy-Test: 0.0160
Epoch[79/2000] Learning-rate: 0.001, Loss-Train: 0.5572, Loss-Test: 0.6441, Best-Accuracy-Train: 0.0480, Best-Accuracy-Test: 0.0640
Epoch[80/2000] Learning-rate: 0.001, Loss-Train: 0.5545, Loss-Test: 0.6421, Best-Accuracy-Train: 0.0600, Best-Accuracy-Test: 0.0440
Epoch[81/2000] Learning-rate: 0.001, Loss-Train: 0.5684, Loss-Test: 0.6054, Best-Accuracy-Train: 0.0427, Best-Accuracy-Test: 0.0320
Epoch[82/2000] Learning-rate: 0.001, Loss-Train: 0.5517, Loss-Test: 0.6185, Best-Accuracy-Train: 0.0293, Best-Accuracy-Test: 0.0320
Epoch[83/2000] Learning-rate: 0.001, Loss-Train: 0.5299, Loss-Test: 0.6220, Best-Accuracy-Train: 0.0533, Best-Accuracy-Test: 0.0320
Epoch[84/2000] Learning-rate: 0.001, Loss-Train: 0.5322, Loss-Test: 0.5918, Best-Accuracy-Train: 0.0427, Best-Accuracy-Test: 0.0400
Epoch[85/2000] Learning-rate: 0.001, Loss-Train: 0.5128, Loss-Test: 0.6012, Best-Accuracy-Train: 0.0360, Best-Accuracy-Test: 0.0360
Epoch[86/2000] Learning-rate: 0.001, Loss-Train: 0.5149, Loss-Test: 0.5945, Best-Accuracy-Train: 0.0520, Best-Accuracy-Test: 0.0320
Epoch[87/2000] Learning-rate: 0.001, Loss-Train: 0.5061, Loss-Test: 0.5995, Best-Accuracy-Train: 0.0613, Best-Accuracy-Test: 0.0240
Epoch[88/2000] Learning-rate: 0.001, Loss-Train: 0.4873, Loss-Test: 0.5855, Best-Accuracy-Train: 0.0547, Best-Accuracy-Test: 0.0280
Epoch[89/2000] Learning-rate: 0.001, Loss-Train: 0.4895, Loss-Test: 0.5830, Best-Accuracy-Train: 0.0373, Best-Accuracy-Test: 0.0480
Epoch[90/2000] Learning-rate: 0.001, Loss-Train: 0.4993, Loss-Test: 0.5660, Best-Accuracy-Train: 0.0573, Best-Accuracy-Test: 0.0400
Epoch[91/2000] Learning-rate: 0.001, Loss-Train: 0.4827, Loss-Test: 0.5670, Best-Accuracy-Train: 0.0600, Best-Accuracy-Test: 0.0480
Epoch[92/2000] Learning-rate: 0.001, Loss-Train: 0.4869, Loss-Test: 0.5938, Best-Accuracy-Train: 0.0400, Best-Accuracy-Test: 0.0200
Epoch[93/2000] Learning-rate: 0.001, Loss-Train: 0.4806, Loss-Test: 0.5932, Best-Accuracy-Train: 0.0680, Best-Accuracy-Test: 0.0360
Epoch[94/2000] Learning-rate: 0.001, Loss-Train: 0.4864, Loss-Test: 0.5613, Best-Accuracy-Train: 0.0493, Best-Accuracy-Test: 0.0600
Epoch[95/2000] Learning-rate: 0.001, Loss-Train: 0.4672, Loss-Test: 0.5678, Best-Accuracy-Train: 0.0480, Best-Accuracy-Test: 0.0360
Epoch[96/2000] Learning-rate: 0.001, Loss-Train: 0.4577, Loss-Test: 0.5595, Best-Accuracy-Train: 0.0333, Best-Accuracy-Test: 0.0600
Epoch[97/2000] Learning-rate: 0.001, Loss-Train: 0.4505, Loss-Test: 0.5565, Best-Accuracy-Train: 0.0507, Best-Accuracy-Test: 0.0360
Epoch[98/2000] Learning-rate: 0.001, Loss-Train: 0.4641, Loss-Test: 0.5610, Best-Accuracy-Train: 0.0480, Best-Accuracy-Test: 0.0280
Epoch[99/2000] Learning-rate: 0.001, Loss-Train: 0.4550, Loss-Test: 0.5531, Best-Accuracy-Train: 0.0453, Best-Accuracy-Test: 0.0520
Epoch[100/2000] Learning-rate: 0.001, Loss-Train: 0.4331, Loss-Test: 0.5571, Best-Accuracy-Train: 0.0600, Best-Accuracy-Test: 0.0560
Epoch[101/2000] Learning-rate: 0.001, Loss-Train: 0.4453, Loss-Test: 0.5356, Best-Accuracy-Train: 0.0440, Best-Accuracy-Test: 0.0600
Epoch[102/2000] Learning-rate: 0.001, Loss-Train: 0.4285, Loss-Test: 0.5513, Best-Accuracy-Train: 0.0560, Best-Accuracy-Test: 0.0520
Epoch[103/2000] Learning-rate: 0.001, Loss-Train: 0.4424, Loss-Test: 0.5513, Best-Accuracy-Train: 0.0493, Best-Accuracy-Test: 0.0400
Epoch[104/2000] Learning-rate: 0.001, Loss-Train: 0.4367, Loss-Test: 0.5483, Best-Accuracy-Train: 0.0427, Best-Accuracy-Test: 0.0280
Epoch[105/2000] Learning-rate: 0.001, Loss-Train: 0.4450, Loss-Test: 0.5747, Best-Accuracy-Train: 0.0440, Best-Accuracy-Test: 0.0280
Epoch[106/2000] Learning-rate: 0.001, Loss-Train: 0.4447, Loss-Test: 0.5745, Best-Accuracy-Train: 0.0600, Best-Accuracy-Test: 0.0440
Epoch[107/2000] Learning-rate: 0.001, Loss-Train: 0.4351, Loss-Test: 0.5488, Best-Accuracy-Train: 0.0507, Best-Accuracy-Test: 0.0560
Epoch[108/2000] Learning-rate: 0.001, Loss-Train: 0.4278, Loss-Test: 0.5372, Best-Accuracy-Train: 0.0520, Best-Accuracy-Test: 0.0400
Epoch[109/2000] Learning-rate: 0.001, Loss-Train: 0.3997, Loss-Test: 0.5422, Best-Accuracy-Train: 0.0520, Best-Accuracy-Test: 0.0400
Epoch[110/2000] Learning-rate: 0.001, Loss-Train: 0.4313, Loss-Test: 0.5304, Best-Accuracy-Train: 0.0613, Best-Accuracy-Test: 0.0480
Epoch[111/2000] Learning-rate: 0.001, Loss-Train: 0.4000, Loss-Test: 0.5363, Best-Accuracy-Train: 0.0640, Best-Accuracy-Test: 0.0240
Epoch[112/2000] Learning-rate: 0.001, Loss-Train: 0.4074, Loss-Test: 0.5095, Best-Accuracy-Train: 0.0400, Best-Accuracy-Test: 0.0400
Epoch[113/2000] Learning-rate: 0.001, Loss-Train: 0.3958, Loss-Test: 0.5210, Best-Accuracy-Train: 0.0400, Best-Accuracy-Test: 0.0600
Epoch[114/2000] Learning-rate: 0.001, Loss-Train: 0.4101, Loss-Test: 0.5139, Best-Accuracy-Train: 0.0387, Best-Accuracy-Test: 0.0320
Epoch[115/2000] Learning-rate: 0.001, Loss-Train: 0.3973, Loss-Test: 0.5000, Best-Accuracy-Train: 0.0480, Best-Accuracy-Test: 0.0200
Epoch[116/2000] Learning-rate: 0.001, Loss-Train: 0.3907, Loss-Test: 0.4777, Best-Accuracy-Train: 0.0480, Best-Accuracy-Test: 0.0560
Epoch[117/2000] Learning-rate: 0.001, Loss-Train: 0.3824, Loss-Test: 0.4784, Best-Accuracy-Train: 0.0413, Best-Accuracy-Test: 0.0400
Epoch[118/2000] Learning-rate: 0.001, Loss-Train: 0.3757, Loss-Test: 0.4846, Best-Accuracy-Train: 0.0400, Best-Accuracy-Test: 0.0480
Epoch[119/2000] Learning-rate: 0.001, Loss-Train: 0.3734, Loss-Test: 0.4868, Best-Accuracy-Train: 0.0480, Best-Accuracy-Test: 0.0280
Epoch[120/2000] Learning-rate: 0.001, Loss-Train: 0.3721, Loss-Test: 0.4653, Best-Accuracy-Train: 0.0507, Best-Accuracy-Test: 0.0400
Epoch[121/2000] Learning-rate: 0.001, Loss-Train: 0.3629, Loss-Test: 0.4679, Best-Accuracy-Train: 0.0520, Best-Accuracy-Test: 0.0240
Epoch[122/2000] Learning-rate: 0.001, Loss-Train: 0.3665, Loss-Test: 0.4866, Best-Accuracy-Train: 0.0387, Best-Accuracy-Test: 0.0720
Epoch[123/2000] Learning-rate: 0.001, Loss-Train: 0.3599, Loss-Test: 0.4746, Best-Accuracy-Train: 0.0573, Best-Accuracy-Test: 0.0680
Epoch[124/2000] Learning-rate: 0.001, Loss-Train: 0.3583, Loss-Test: 0.4697, Best-Accuracy-Train: 0.0533, Best-Accuracy-Test: 0.0680
Epoch[125/2000] Learning-rate: 0.001, Loss-Train: 0.3607, Loss-Test: 0.4707, Best-Accuracy-Train: 0.0480, Best-Accuracy-Test: 0.0280
Epoch[126/2000] Learning-rate: 0.001, Loss-Train: 0.3513, Loss-Test: 0.4588, Best-Accuracy-Train: 0.0427, Best-Accuracy-Test: 0.0360
Epoch[127/2000] Learning-rate: 0.001, Loss-Train: 0.3517, Loss-Test: 0.4582, Best-Accuracy-Train: 0.0520, Best-Accuracy-Test: 0.0360
Epoch[128/2000] Learning-rate: 0.001, Loss-Train: 0.3630, Loss-Test: 0.4695, Best-Accuracy-Train: 0.0507, Best-Accuracy-Test: 0.0680
Epoch[129/2000] Learning-rate: 0.001, Loss-Train: 0.3565, Loss-Test: 0.4660, Best-Accuracy-Train: 0.0387, Best-Accuracy-Test: 0.0560
Epoch[130/2000] Learning-rate: 0.001, Loss-Train: 0.3628, Loss-Test: 0.4753, Best-Accuracy-Train: 0.0453, Best-Accuracy-Test: 0.0640
Epoch[131/2000] Learning-rate: 0.001, Loss-Train: 0.3512, Loss-Test: 0.4591, Best-Accuracy-Train: 0.0707, Best-Accuracy-Test: 0.0520
Epoch[132/2000] Learning-rate: 0.001, Loss-Train: 0.3416, Loss-Test: 0.4635, Best-Accuracy-Train: 0.0520, Best-Accuracy-Test: 0.0720
Epoch[133/2000] Learning-rate: 0.001, Loss-Train: 0.3417, Loss-Test: 0.4401, Best-Accuracy-Train: 0.0360, Best-Accuracy-Test: 0.0400
Epoch[134/2000] Learning-rate: 0.001, Loss-Train: 0.3326, Loss-Test: 0.4364, Best-Accuracy-Train: 0.0600, Best-Accuracy-Test: 0.0440
Epoch[135/2000] Learning-rate: 0.001, Loss-Train: 0.3371, Loss-Test: 0.4469, Best-Accuracy-Train: 0.0840, Best-Accuracy-Test: 0.0600
Epoch[136/2000] Learning-rate: 0.001, Loss-Train: 0.3411, Loss-Test: 0.4397, Best-Accuracy-Train: 0.0520, Best-Accuracy-Test: 0.0440
Epoch[137/2000] Learning-rate: 0.001, Loss-Train: 0.3311, Loss-Test: 0.4387, Best-Accuracy-Train: 0.0600, Best-Accuracy-Test: 0.0320
Epoch[138/2000] Learning-rate: 0.001, Loss-Train: 0.3302, Loss-Test: 0.4500, Best-Accuracy-Train: 0.0520, Best-Accuracy-Test: 0.0480
Epoch[139/2000] Learning-rate: 0.001, Loss-Train: 0.3363, Loss-Test: 0.4238, Best-Accuracy-Train: 0.0533, Best-Accuracy-Test: 0.0360
Epoch[140/2000] Learning-rate: 0.001, Loss-Train: 0.3253, Loss-Test: 0.4427, Best-Accuracy-Train: 0.0720, Best-Accuracy-Test: 0.0440
Epoch[141/2000] Learning-rate: 0.001, Loss-Train: 0.3323, Loss-Test: 0.4351, Best-Accuracy-Train: 0.0680, Best-Accuracy-Test: 0.0280
Epoch[142/2000] Learning-rate: 0.001, Loss-Train: 0.3268, Loss-Test: 0.4200, Best-Accuracy-Train: 0.0493, Best-Accuracy-Test: 0.0520
Epoch[143/2000] Learning-rate: 0.001, Loss-Train: 0.3229, Loss-Test: 0.4263, Best-Accuracy-Train: 0.0613, Best-Accuracy-Test: 0.0600
Epoch[144/2000] Learning-rate: 0.001, Loss-Train: 0.3414, Loss-Test: 0.4201, Best-Accuracy-Train: 0.0600, Best-Accuracy-Test: 0.0400
Epoch[145/2000] Learning-rate: 0.001, Loss-Train: 0.3164, Loss-Test: 0.4257, Best-Accuracy-Train: 0.0667, Best-Accuracy-Test: 0.0680
Epoch[146/2000] Learning-rate: 0.001, Loss-Train: 0.3103, Loss-Test: 0.4180, Best-Accuracy-Train: 0.0600, Best-Accuracy-Test: 0.0360
Epoch[147/2000] Learning-rate: 0.001, Loss-Train: 0.3201, Loss-Test: 0.4201, Best-Accuracy-Train: 0.0627, Best-Accuracy-Test: 0.0400
Epoch[148/2000] Learning-rate: 0.001, Loss-Train: 0.3083, Loss-Test: 0.4200, Best-Accuracy-Train: 0.0547, Best-Accuracy-Test: 0.0280
Epoch[149/2000] Learning-rate: 0.001, Loss-Train: 0.3057, Loss-Test: 0.4081, Best-Accuracy-Train: 0.0440, Best-Accuracy-Test: 0.0600
Epoch[150/2000] Learning-rate: 0.001, Loss-Train: 0.3055, Loss-Test: 0.4206, Best-Accuracy-Train: 0.0680, Best-Accuracy-Test: 0.0560
Epoch[151/2000] Learning-rate: 0.001, Loss-Train: 0.3000, Loss-Test: 0.4222, Best-Accuracy-Train: 0.0600, Best-Accuracy-Test: 0.0600
Epoch[152/2000] Learning-rate: 0.001, Loss-Train: 0.2960, Loss-Test: 0.4062, Best-Accuracy-Train: 0.0667, Best-Accuracy-Test: 0.0400
Epoch[153/2000] Learning-rate: 0.001, Loss-Train: 0.2983, Loss-Test: 0.4221, Best-Accuracy-Train: 0.0600, Best-Accuracy-Test: 0.0640
Epoch[154/2000] Learning-rate: 0.001, Loss-Train: 0.2968, Loss-Test: 0.3985, Best-Accuracy-Train: 0.0560, Best-Accuracy-Test: 0.0360
Epoch[155/2000] Learning-rate: 0.001, Loss-Train: 0.3137, Loss-Test: 0.4343, Best-Accuracy-Train: 0.0467, Best-Accuracy-Test: 0.0480
Epoch[156/2000] Learning-rate: 0.001, Loss-Train: 0.3102, Loss-Test: 0.3982, Best-Accuracy-Train: 0.0387, Best-Accuracy-Test: 0.0560
Epoch[157/2000] Learning-rate: 0.001, Loss-Train: 0.2903, Loss-Test: 0.4049, Best-Accuracy-Train: 0.0573, Best-Accuracy-Test: 0.0480
Epoch[158/2000] Learning-rate: 0.001, Loss-Train: 0.2849, Loss-Test: 0.4036, Best-Accuracy-Train: 0.0547, Best-Accuracy-Test: 0.0480
Epoch[159/2000] Learning-rate: 0.001, Loss-Train: 0.2850, Loss-Test: 0.4047, Best-Accuracy-Train: 0.0707, Best-Accuracy-Test: 0.0520
Epoch[160/2000] Learning-rate: 0.001, Loss-Train: 0.2852, Loss-Test: 0.3950, Best-Accuracy-Train: 0.0560, Best-Accuracy-Test: 0.0320
Epoch[161/2000] Learning-rate: 0.001, Loss-Train: 0.2820, Loss-Test: 0.3902, Best-Accuracy-Train: 0.0507, Best-Accuracy-Test: 0.0480
Epoch[162/2000] Learning-rate: 0.001, Loss-Train: 0.2812, Loss-Test: 0.3960, Best-Accuracy-Train: 0.0720, Best-Accuracy-Test: 0.0560
Epoch[163/2000] Learning-rate: 0.001, Loss-Train: 0.2894, Loss-Test: 0.3886, Best-Accuracy-Train: 0.0627, Best-Accuracy-Test: 0.0400
Epoch[164/2000] Learning-rate: 0.001, Loss-Train: 0.2786, Loss-Test: 0.3831, Best-Accuracy-Train: 0.0560, Best-Accuracy-Test: 0.0160
Epoch[165/2000] Learning-rate: 0.001, Loss-Train: 0.2766, Loss-Test: 0.3933, Best-Accuracy-Train: 0.0533, Best-Accuracy-Test: 0.0680
