Epoch[1/1000] Learning-rate: 0.0002, Loss-Train: 628.2987, Loss-Test: 646.1268, Best-Accuracy-Train: 0.0640, Best-Accuracy-Test: 0.0680
Epoch[52/1000] Learning-rate: 0.0002, Loss-Train: 4.6048, Loss-Test: 4.7349, Best-Accuracy-Train: 0.2173, Best-Accuracy-Test: 0.2320
Epoch[53/1000] Learning-rate: 0.0002, Loss-Train: 4.4883, Loss-Test: 4.6599, Best-Accuracy-Train: 0.2080, Best-Accuracy-Test: 0.2240
Epoch[54/1000] Learning-rate: 0.0002, Loss-Train: 4.4033, Loss-Test: 4.5915, Best-Accuracy-Train: 0.2200, Best-Accuracy-Test: 0.2320
Epoch[55/1000] Learning-rate: 0.0002, Loss-Train: 4.3098, Loss-Test: 4.5128, Best-Accuracy-Train: 0.2053, Best-Accuracy-Test: 0.2480
Epoch[56/1000] Learning-rate: 0.0002, Loss-Train: 4.2277, Loss-Test: 4.4105, Best-Accuracy-Train: 0.2093, Best-Accuracy-Test: 0.2280
Epoch[57/1000] Learning-rate: 0.0002, Loss-Train: 4.1979, Loss-Test: 4.3370, Best-Accuracy-Train: 0.2147, Best-Accuracy-Test: 0.2200
Epoch[58/1000] Learning-rate: 0.0002, Loss-Train: 4.0558, Loss-Test: 4.2557, Best-Accuracy-Train: 0.2267, Best-Accuracy-Test: 0.2360
Epoch[59/1000] Learning-rate: 0.0002, Loss-Train: 4.0556, Loss-Test: 4.2078, Best-Accuracy-Train: 0.2267, Best-Accuracy-Test: 0.2440
Epoch[60/1000] Learning-rate: 0.0002, Loss-Train: 3.9512, Loss-Test: 4.0969, Best-Accuracy-Train: 0.2387, Best-Accuracy-Test: 0.2360
Epoch[61/1000] Learning-rate: 0.0002, Loss-Train: 3.8666, Loss-Test: 4.0669, Best-Accuracy-Train: 0.2360, Best-Accuracy-Test: 0.2360
Epoch[62/1000] Learning-rate: 0.0002, Loss-Train: 3.8365, Loss-Test: 4.0375, Best-Accuracy-Train: 0.2413, Best-Accuracy-Test: 0.2560
Epoch[63/1000] Learning-rate: 0.0002, Loss-Train: 3.7286, Loss-Test: 3.9509, Best-Accuracy-Train: 0.2293, Best-Accuracy-Test: 0.2280
Epoch[64/1000] Learning-rate: 0.0002, Loss-Train: 3.6451, Loss-Test: 3.8419, Best-Accuracy-Train: 0.2320, Best-Accuracy-Test: 0.2440
Epoch[65/1000] Learning-rate: 0.0002, Loss-Train: 3.6024, Loss-Test: 3.8539, Best-Accuracy-Train: 0.2427, Best-Accuracy-Test: 0.2600
Epoch[66/1000] Learning-rate: 0.0002, Loss-Train: 3.5466, Loss-Test: 3.7728, Best-Accuracy-Train: 0.2347, Best-Accuracy-Test: 0.2480
Epoch[67/1000] Learning-rate: 0.0002, Loss-Train: 3.5162, Loss-Test: 3.7199, Best-Accuracy-Train: 0.2373, Best-Accuracy-Test: 0.2520
Epoch[68/1000] Learning-rate: 0.0002, Loss-Train: 3.4831, Loss-Test: 3.7051, Best-Accuracy-Train: 0.2413, Best-Accuracy-Test: 0.2760
Epoch[69/1000] Learning-rate: 0.0002, Loss-Train: 3.4341, Loss-Test: 3.5866, Best-Accuracy-Train: 0.2427, Best-Accuracy-Test: 0.2720
Epoch[70/1000] Learning-rate: 0.0002, Loss-Train: 3.3366, Loss-Test: 3.5660, Best-Accuracy-Train: 0.2373, Best-Accuracy-Test: 0.2640
Epoch[71/1000] Learning-rate: 0.0002, Loss-Train: 3.3115, Loss-Test: 3.5194, Best-Accuracy-Train: 0.2347, Best-Accuracy-Test: 0.2600
Epoch[72/1000] Learning-rate: 0.0002, Loss-Train: 3.2615, Loss-Test: 3.4706, Best-Accuracy-Train: 0.2627, Best-Accuracy-Test: 0.2440
Epoch[73/1000] Learning-rate: 0.0002, Loss-Train: 3.1869, Loss-Test: 3.4780, Best-Accuracy-Train: 0.2440, Best-Accuracy-Test: 0.2800
Epoch[74/1000] Learning-rate: 0.0002, Loss-Train: 3.1609, Loss-Test: 3.3753, Best-Accuracy-Train: 0.2467, Best-Accuracy-Test: 0.2680
Epoch[75/1000] Learning-rate: 0.0002, Loss-Train: 3.1552, Loss-Test: 3.3547, Best-Accuracy-Train: 0.2427, Best-Accuracy-Test: 0.2560
Epoch[76/1000] Learning-rate: 0.0002, Loss-Train: 3.0951, Loss-Test: 3.3393, Best-Accuracy-Train: 0.2373, Best-Accuracy-Test: 0.2520
Epoch[77/1000] Learning-rate: 0.0002, Loss-Train: 3.0487, Loss-Test: 3.2861, Best-Accuracy-Train: 0.2533, Best-Accuracy-Test: 0.2640
Epoch[78/1000] Learning-rate: 0.0002, Loss-Train: 3.0280, Loss-Test: 3.2563, Best-Accuracy-Train: 0.2653, Best-Accuracy-Test: 0.2480
Epoch[79/1000] Learning-rate: 0.0002, Loss-Train: 2.9782, Loss-Test: 3.2217, Best-Accuracy-Train: 0.2627, Best-Accuracy-Test: 0.2640
Epoch[80/1000] Learning-rate: 0.0002, Loss-Train: 2.9264, Loss-Test: 3.1353, Best-Accuracy-Train: 0.2427, Best-Accuracy-Test: 0.2640
Epoch[81/1000] Learning-rate: 0.0002, Loss-Train: 2.8937, Loss-Test: 3.1200, Best-Accuracy-Train: 0.2600, Best-Accuracy-Test: 0.2240
Epoch[82/1000] Learning-rate: 0.0002, Loss-Train: 2.8416, Loss-Test: 3.0928, Best-Accuracy-Train: 0.2720, Best-Accuracy-Test: 0.2480
Epoch[83/1000] Learning-rate: 0.0002, Loss-Train: 2.8355, Loss-Test: 3.0795, Best-Accuracy-Train: 0.2800, Best-Accuracy-Test: 0.2520
Epoch[84/1000] Learning-rate: 0.0002, Loss-Train: 2.7856, Loss-Test: 3.0116, Best-Accuracy-Train: 0.2733, Best-Accuracy-Test: 0.2560
Epoch[85/1000] Learning-rate: 0.0002, Loss-Train: 2.7692, Loss-Test: 2.9634, Best-Accuracy-Train: 0.2827, Best-Accuracy-Test: 0.2520
Epoch[86/1000] Learning-rate: 0.0002, Loss-Train: 2.7599, Loss-Test: 2.9891, Best-Accuracy-Train: 0.2880, Best-Accuracy-Test: 0.2720
Epoch[87/1000] Learning-rate: 0.0002, Loss-Train: 2.7353, Loss-Test: 2.9375, Best-Accuracy-Train: 0.2693, Best-Accuracy-Test: 0.2760
Epoch[88/1000] Learning-rate: 0.0002, Loss-Train: 2.6810, Loss-Test: 2.9094, Best-Accuracy-Train: 0.2760, Best-Accuracy-Test: 0.2760
Epoch[89/1000] Learning-rate: 0.0002, Loss-Train: 2.6690, Loss-Test: 2.8923, Best-Accuracy-Train: 0.2693, Best-Accuracy-Test: 0.2680
Epoch[90/1000] Learning-rate: 0.0002, Loss-Train: 2.6423, Loss-Test: 2.8564, Best-Accuracy-Train: 0.2813, Best-Accuracy-Test: 0.2840
Epoch[91/1000] Learning-rate: 0.0002, Loss-Train: 2.6205, Loss-Test: 2.8237, Best-Accuracy-Train: 0.2947, Best-Accuracy-Test: 0.3080
Epoch[92/1000] Learning-rate: 0.0002, Loss-Train: 2.6143, Loss-Test: 2.8006, Best-Accuracy-Train: 0.2707, Best-Accuracy-Test: 0.2960
Epoch[93/1000] Learning-rate: 0.0002, Loss-Train: 2.5697, Loss-Test: 2.7611, Best-Accuracy-Train: 0.2760, Best-Accuracy-Test: 0.2960
Epoch[94/1000] Learning-rate: 0.0002, Loss-Train: 2.5601, Loss-Test: 2.7429, Best-Accuracy-Train: 0.2747, Best-Accuracy-Test: 0.3160
Epoch[95/1000] Learning-rate: 0.0002, Loss-Train: 2.4944, Loss-Test: 2.7164, Best-Accuracy-Train: 0.2880, Best-Accuracy-Test: 0.3040
Epoch[96/1000] Learning-rate: 0.0002, Loss-Train: 2.4882, Loss-Test: 2.7202, Best-Accuracy-Train: 0.2827, Best-Accuracy-Test: 0.3280
Epoch[97/1000] Learning-rate: 0.0002, Loss-Train: 2.4494, Loss-Test: 2.6697, Best-Accuracy-Train: 0.2733, Best-Accuracy-Test: 0.3160
Epoch[98/1000] Learning-rate: 0.0002, Loss-Train: 2.4511, Loss-Test: 2.6616, Best-Accuracy-Train: 0.2947, Best-Accuracy-Test: 0.2960
Epoch[99/1000] Learning-rate: 0.0002, Loss-Train: 2.4267, Loss-Test: 2.6590, Best-Accuracy-Train: 0.2840, Best-Accuracy-Test: 0.3320
Epoch[100/1000] Learning-rate: 0.0002, Loss-Train: 2.3960, Loss-Test: 2.6041, Best-Accuracy-Train: 0.2840, Best-Accuracy-Test: 0.2960
Epoch[101/1000] Learning-rate: 0.0002, Loss-Train: 2.3886, Loss-Test: 2.6005, Best-Accuracy-Train: 0.2867, Best-Accuracy-Test: 0.3320
Epoch[102/1000] Learning-rate: 0.0002, Loss-Train: 2.3376, Loss-Test: 2.5836, Best-Accuracy-Train: 0.2867, Best-Accuracy-Test: 0.3200
Epoch[103/1000] Learning-rate: 0.0002, Loss-Train: 2.3610, Loss-Test: 2.5207, Best-Accuracy-Train: 0.3133, Best-Accuracy-Test: 0.3240
Epoch[104/1000] Learning-rate: 0.0002, Loss-Train: 2.2969, Loss-Test: 2.5389, Best-Accuracy-Train: 0.3027, Best-Accuracy-Test: 0.3320
Epoch[105/1000] Learning-rate: 0.0002, Loss-Train: 2.2989, Loss-Test: 2.5206, Best-Accuracy-Train: 0.3067, Best-Accuracy-Test: 0.3440
Epoch[106/1000] Learning-rate: 0.0002, Loss-Train: 2.2648, Loss-Test: 2.5027, Best-Accuracy-Train: 0.3147, Best-Accuracy-Test: 0.3440
Epoch[107/1000] Learning-rate: 0.0002, Loss-Train: 2.2584, Loss-Test: 2.4847, Best-Accuracy-Train: 0.3107, Best-Accuracy-Test: 0.3480
Epoch[108/1000] Learning-rate: 0.0002, Loss-Train: 2.2476, Loss-Test: 2.4507, Best-Accuracy-Train: 0.3227, Best-Accuracy-Test: 0.3160
Epoch[109/1000] Learning-rate: 0.0002, Loss-Train: 2.2270, Loss-Test: 2.4283, Best-Accuracy-Train: 0.3253, Best-Accuracy-Test: 0.3480
Epoch[110/1000] Learning-rate: 0.0002, Loss-Train: 2.2308, Loss-Test: 2.4464, Best-Accuracy-Train: 0.3133, Best-Accuracy-Test: 0.3560
Epoch[111/1000] Learning-rate: 0.0002, Loss-Train: 2.1874, Loss-Test: 2.4301, Best-Accuracy-Train: 0.3587, Best-Accuracy-Test: 0.3840
Epoch[112/1000] Learning-rate: 0.0002, Loss-Train: 2.1623, Loss-Test: 2.3749, Best-Accuracy-Train: 0.3040, Best-Accuracy-Test: 0.3560
Epoch[113/1000] Learning-rate: 0.0002, Loss-Train: 2.1311, Loss-Test: 2.3581, Best-Accuracy-Train: 0.3253, Best-Accuracy-Test: 0.3480
Epoch[114/1000] Learning-rate: 0.0002, Loss-Train: 2.1419, Loss-Test: 2.3179, Best-Accuracy-Train: 0.3147, Best-Accuracy-Test: 0.3440
Epoch[115/1000] Learning-rate: 0.0002, Loss-Train: 2.1312, Loss-Test: 2.3197, Best-Accuracy-Train: 0.3293, Best-Accuracy-Test: 0.3320
Epoch[116/1000] Learning-rate: 0.0002, Loss-Train: 2.1177, Loss-Test: 2.3459, Best-Accuracy-Train: 0.3280, Best-Accuracy-Test: 0.3640
Epoch[117/1000] Learning-rate: 0.0002, Loss-Train: 2.0961, Loss-Test: 2.3011, Best-Accuracy-Train: 0.3107, Best-Accuracy-Test: 0.3560
Epoch[118/1000] Learning-rate: 0.0002, Loss-Train: 2.0874, Loss-Test: 2.2808, Best-Accuracy-Train: 0.3293, Best-Accuracy-Test: 0.3520
Epoch[119/1000] Learning-rate: 0.0002, Loss-Train: 2.0567, Loss-Test: 2.2452, Best-Accuracy-Train: 0.3293, Best-Accuracy-Test: 0.3440
Epoch[120/1000] Learning-rate: 0.0002, Loss-Train: 2.0432, Loss-Test: 2.2680, Best-Accuracy-Train: 0.3253, Best-Accuracy-Test: 0.3760
Epoch[121/1000] Learning-rate: 0.0002, Loss-Train: 2.0362, Loss-Test: 2.2226, Best-Accuracy-Train: 0.3333, Best-Accuracy-Test: 0.3360
Epoch[122/1000] Learning-rate: 0.0002, Loss-Train: 2.0340, Loss-Test: 2.2178, Best-Accuracy-Train: 0.3440, Best-Accuracy-Test: 0.3640
Epoch[123/1000] Learning-rate: 0.0002, Loss-Train: 2.0026, Loss-Test: 2.2190, Best-Accuracy-Train: 0.3387, Best-Accuracy-Test: 0.3520
Epoch[124/1000] Learning-rate: 0.0002, Loss-Train: 1.9868, Loss-Test: 2.1981, Best-Accuracy-Train: 0.3347, Best-Accuracy-Test: 0.3560
Epoch[125/1000] Learning-rate: 0.0002, Loss-Train: 1.9684, Loss-Test: 2.1919, Best-Accuracy-Train: 0.3493, Best-Accuracy-Test: 0.3640
Epoch[126/1000] Learning-rate: 0.0002, Loss-Train: 1.9559, Loss-Test: 2.1664, Best-Accuracy-Train: 0.3507, Best-Accuracy-Test: 0.3680
Epoch[127/1000] Learning-rate: 0.0002, Loss-Train: 1.9366, Loss-Test: 2.1500, Best-Accuracy-Train: 0.3587, Best-Accuracy-Test: 0.3560
Epoch[128/1000] Learning-rate: 0.0002, Loss-Train: 1.9323, Loss-Test: 2.1521, Best-Accuracy-Train: 0.3520, Best-Accuracy-Test: 0.3560
Epoch[129/1000] Learning-rate: 0.0002, Loss-Train: 1.9471, Loss-Test: 2.1370, Best-Accuracy-Train: 0.3467, Best-Accuracy-Test: 0.3600
Epoch[130/1000] Learning-rate: 0.0002, Loss-Train: 1.9153, Loss-Test: 2.1123, Best-Accuracy-Train: 0.3653, Best-Accuracy-Test: 0.3720
Epoch[131/1000] Learning-rate: 0.0002, Loss-Train: 1.8934, Loss-Test: 2.1050, Best-Accuracy-Train: 0.3600, Best-Accuracy-Test: 0.3720
Epoch[132/1000] Learning-rate: 0.0002, Loss-Train: 1.8773, Loss-Test: 2.0759, Best-Accuracy-Train: 0.3667, Best-Accuracy-Test: 0.3800
Epoch[133/1000] Learning-rate: 0.0002, Loss-Train: 1.8813, Loss-Test: 2.0796, Best-Accuracy-Train: 0.3667, Best-Accuracy-Test: 0.3680
Epoch[134/1000] Learning-rate: 0.0002, Loss-Train: 1.8515, Loss-Test: 2.0649, Best-Accuracy-Train: 0.3560, Best-Accuracy-Test: 0.3680
Epoch[135/1000] Learning-rate: 0.0002, Loss-Train: 1.8618, Loss-Test: 2.0467, Best-Accuracy-Train: 0.3467, Best-Accuracy-Test: 0.3800
Epoch[136/1000] Learning-rate: 0.0002, Loss-Train: 1.8451, Loss-Test: 2.0351, Best-Accuracy-Train: 0.3667, Best-Accuracy-Test: 0.3840
Epoch[137/1000] Learning-rate: 0.0002, Loss-Train: 1.8344, Loss-Test: 2.0197, Best-Accuracy-Train: 0.3613, Best-Accuracy-Test: 0.3800
Epoch[138/1000] Learning-rate: 0.0002, Loss-Train: 1.8329, Loss-Test: 2.0416, Best-Accuracy-Train: 0.3533, Best-Accuracy-Test: 0.3680
Epoch[139/1000] Learning-rate: 0.0002, Loss-Train: 1.8013, Loss-Test: 1.9950, Best-Accuracy-Train: 0.3600, Best-Accuracy-Test: 0.3760
Epoch[140/1000] Learning-rate: 0.0002, Loss-Train: 1.7968, Loss-Test: 2.0092, Best-Accuracy-Train: 0.3827, Best-Accuracy-Test: 0.3720
Epoch[141/1000] Learning-rate: 0.0002, Loss-Train: 1.8190, Loss-Test: 1.9757, Best-Accuracy-Train: 0.3627, Best-Accuracy-Test: 0.3640
Epoch[142/1000] Learning-rate: 0.0002, Loss-Train: 1.7805, Loss-Test: 1.9816, Best-Accuracy-Train: 0.3627, Best-Accuracy-Test: 0.3800
Epoch[143/1000] Learning-rate: 0.0002, Loss-Train: 1.7811, Loss-Test: 1.9400, Best-Accuracy-Train: 0.3733, Best-Accuracy-Test: 0.4040
Epoch[144/1000] Learning-rate: 0.0002, Loss-Train: 1.7700, Loss-Test: 1.9371, Best-Accuracy-Train: 0.3613, Best-Accuracy-Test: 0.3920
Epoch[145/1000] Learning-rate: 0.0002, Loss-Train: 1.7485, Loss-Test: 1.9498, Best-Accuracy-Train: 0.3773, Best-Accuracy-Test: 0.3760
Epoch[146/1000] Learning-rate: 0.0002, Loss-Train: 1.7376, Loss-Test: 1.9173, Best-Accuracy-Train: 0.3653, Best-Accuracy-Test: 0.3880
Epoch[147/1000] Learning-rate: 0.0002, Loss-Train: 1.7363, Loss-Test: 1.9157, Best-Accuracy-Train: 0.3667, Best-Accuracy-Test: 0.3960
Epoch[148/1000] Learning-rate: 0.0002, Loss-Train: 1.7151, Loss-Test: 1.8987, Best-Accuracy-Train: 0.3600, Best-Accuracy-Test: 0.4120
Epoch[149/1000] Learning-rate: 0.0002, Loss-Train: 1.7214, Loss-Test: 1.8913, Best-Accuracy-Train: 0.3720, Best-Accuracy-Test: 0.3960
Epoch[150/1000] Learning-rate: 0.0002, Loss-Train: 1.7023, Loss-Test: 1.8966, Best-Accuracy-Train: 0.3787, Best-Accuracy-Test: 0.4000
Epoch[151/1000] Learning-rate: 0.0002, Loss-Train: 1.7123, Loss-Test: 1.8597, Best-Accuracy-Train: 0.3773, Best-Accuracy-Test: 0.4200
Epoch[152/1000] Learning-rate: 0.0002, Loss-Train: 1.6903, Loss-Test: 1.8715, Best-Accuracy-Train: 0.3947, Best-Accuracy-Test: 0.3720
Epoch[153/1000] Learning-rate: 0.0002, Loss-Train: 1.6727, Loss-Test: 1.8548, Best-Accuracy-Train: 0.3800, Best-Accuracy-Test: 0.3880
Epoch[154/1000] Learning-rate: 0.0002, Loss-Train: 1.6494, Loss-Test: 1.8541, Best-Accuracy-Train: 0.3813, Best-Accuracy-Test: 0.3920
Epoch[155/1000] Learning-rate: 0.0002, Loss-Train: 1.6473, Loss-Test: 1.8440, Best-Accuracy-Train: 0.3960, Best-Accuracy-Test: 0.4080
Epoch[156/1000] Learning-rate: 0.0002, Loss-Train: 1.6682, Loss-Test: 1.8197, Best-Accuracy-Train: 0.3800, Best-Accuracy-Test: 0.3960
Epoch[157/1000] Learning-rate: 0.0002, Loss-Train: 1.6536, Loss-Test: 1.8095, Best-Accuracy-Train: 0.3947, Best-Accuracy-Test: 0.4080
Epoch[158/1000] Learning-rate: 0.0002, Loss-Train: 1.6484, Loss-Test: 1.7913, Best-Accuracy-Train: 0.3947, Best-Accuracy-Test: 0.3880
Epoch[159/1000] Learning-rate: 0.0002, Loss-Train: 1.6192, Loss-Test: 1.8073, Best-Accuracy-Train: 0.4067, Best-Accuracy-Test: 0.4040
Epoch[160/1000] Learning-rate: 0.0002, Loss-Train: 1.6217, Loss-Test: 1.7931, Best-Accuracy-Train: 0.3960, Best-Accuracy-Test: 0.4120
Epoch[161/1000] Learning-rate: 0.0002, Loss-Train: 1.6263, Loss-Test: 1.7782, Best-Accuracy-Train: 0.3960, Best-Accuracy-Test: 0.4040
Epoch[162/1000] Learning-rate: 0.0002, Loss-Train: 1.6011, Loss-Test: 1.7655, Best-Accuracy-Train: 0.4120, Best-Accuracy-Test: 0.4080
Epoch[163/1000] Learning-rate: 0.0002, Loss-Train: 1.5938, Loss-Test: 1.7456, Best-Accuracy-Train: 0.3933, Best-Accuracy-Test: 0.3840
