Epoch[1/1000] Learning-rate: 1e-05, Loss-Train: 630.1304, Loss-Test: 654.4028, Best-Accuracy-Train: 0.0107, Best-Accuracy-Test: 0.0040
Epoch[15/1000] Learning-rate: 1e-05, Loss-Train: 623.4580, Loss-Test: 644.5097, Best-Accuracy-Train: 0.0040, Best-Accuracy-Test: 0.0080
Epoch[16/1000] Learning-rate: 1e-05, Loss-Train: 624.2424, Loss-Test: 644.4157, Best-Accuracy-Train: 0.0027, Best-Accuracy-Test: 0.0080
Epoch[17/1000] Learning-rate: 1e-05, Loss-Train: 621.1150, Loss-Test: 647.3147, Best-Accuracy-Train: 0.0027, Best-Accuracy-Test: 0.0040
Epoch[18/1000] Learning-rate: 1e-05, Loss-Train: 617.9119, Loss-Test: 643.2988, Best-Accuracy-Train: 0.0027, Best-Accuracy-Test: 0.0000
Epoch[19/1000] Learning-rate: 1e-05, Loss-Train: 622.8039, Loss-Test: 643.5528, Best-Accuracy-Train: 0.0053, Best-Accuracy-Test: 0.0000
Epoch[20/1000] Learning-rate: 1e-05, Loss-Train: 620.6766, Loss-Test: 640.6730, Best-Accuracy-Train: 0.0040, Best-Accuracy-Test: 0.0040
Epoch[21/1000] Learning-rate: 1e-05, Loss-Train: 619.6402, Loss-Test: 641.0846, Best-Accuracy-Train: 0.0040, Best-Accuracy-Test: 0.0040
Epoch[22/1000] Learning-rate: 1e-05, Loss-Train: 617.2664, Loss-Test: 643.5199, Best-Accuracy-Train: 0.0053, Best-Accuracy-Test: 0.0080
Epoch[23/1000] Learning-rate: 1e-05, Loss-Train: 621.6209, Loss-Test: 636.6085, Best-Accuracy-Train: 0.0067, Best-Accuracy-Test: 0.0040
Epoch[24/1000] Learning-rate: 1e-05, Loss-Train: 620.2697, Loss-Test: 641.7735, Best-Accuracy-Train: 0.0040, Best-Accuracy-Test: 0.0040
Epoch[25/1000] Learning-rate: 1e-05, Loss-Train: 616.8426, Loss-Test: 639.3021, Best-Accuracy-Train: 0.0040, Best-Accuracy-Test: 0.0040
Epoch[26/1000] Learning-rate: 1e-05, Loss-Train: 615.7377, Loss-Test: 640.1828, Best-Accuracy-Train: 0.0040, Best-Accuracy-Test: 0.0040
Epoch[27/1000] Learning-rate: 1e-05, Loss-Train: 613.4311, Loss-Test: 638.6566, Best-Accuracy-Train: 0.0040, Best-Accuracy-Test: 0.0080
Epoch[28/1000] Learning-rate: 1e-05, Loss-Train: 616.6014, Loss-Test: 635.0229, Best-Accuracy-Train: 0.0107, Best-Accuracy-Test: 0.0080
Epoch[29/1000] Learning-rate: 1e-05, Loss-Train: 611.0150, Loss-Test: 641.7410, Best-Accuracy-Train: 0.0107, Best-Accuracy-Test: 0.0080
Epoch[30/1000] Learning-rate: 1e-05, Loss-Train: 613.0569, Loss-Test: 633.7495, Best-Accuracy-Train: 0.0107, Best-Accuracy-Test: 0.0040
Epoch[31/1000] Learning-rate: 1e-05, Loss-Train: 614.8106, Loss-Test: 633.8106, Best-Accuracy-Train: 0.0107, Best-Accuracy-Test: 0.0080
Epoch[32/1000] Learning-rate: 1e-05, Loss-Train: 608.1538, Loss-Test: 635.3492, Best-Accuracy-Train: 0.0093, Best-Accuracy-Test: 0.0000
Epoch[33/1000] Learning-rate: 1e-05, Loss-Train: 608.5770, Loss-Test: 633.3445, Best-Accuracy-Train: 0.0093, Best-Accuracy-Test: 0.0000
Epoch[34/1000] Learning-rate: 1e-05, Loss-Train: 610.0028, Loss-Test: 629.1392, Best-Accuracy-Train: 0.0093, Best-Accuracy-Test: 0.0000
Epoch[35/1000] Learning-rate: 1e-05, Loss-Train: 606.5286, Loss-Test: 628.0606, Best-Accuracy-Train: 0.0120, Best-Accuracy-Test: 0.0000
Epoch[36/1000] Learning-rate: 1e-05, Loss-Train: 605.5755, Loss-Test: 630.4064, Best-Accuracy-Train: 0.0120, Best-Accuracy-Test: 0.0040
Epoch[37/1000] Learning-rate: 1e-05, Loss-Train: 605.3194, Loss-Test: 628.5471, Best-Accuracy-Train: 0.0080, Best-Accuracy-Test: 0.0040
Epoch[38/1000] Learning-rate: 1e-05, Loss-Train: 602.3401, Loss-Test: 624.6030, Best-Accuracy-Train: 0.0053, Best-Accuracy-Test: 0.0040
Epoch[39/1000] Learning-rate: 1e-05, Loss-Train: 605.0962, Loss-Test: 625.5885, Best-Accuracy-Train: 0.0080, Best-Accuracy-Test: 0.0040
Epoch[40/1000] Learning-rate: 1e-05, Loss-Train: 603.0607, Loss-Test: 619.8770, Best-Accuracy-Train: 0.0107, Best-Accuracy-Test: 0.0000
Epoch[41/1000] Learning-rate: 1e-05, Loss-Train: 597.2067, Loss-Test: 620.7047, Best-Accuracy-Train: 0.0093, Best-Accuracy-Test: 0.0000
Epoch[42/1000] Learning-rate: 1e-05, Loss-Train: 599.1693, Loss-Test: 617.7133, Best-Accuracy-Train: 0.0093, Best-Accuracy-Test: 0.0000
Epoch[43/1000] Learning-rate: 1e-05, Loss-Train: 592.3696, Loss-Test: 616.0261, Best-Accuracy-Train: 0.0093, Best-Accuracy-Test: 0.0000
Epoch[44/1000] Learning-rate: 1e-05, Loss-Train: 594.2264, Loss-Test: 617.5864, Best-Accuracy-Train: 0.0093, Best-Accuracy-Test: 0.0040
Epoch[45/1000] Learning-rate: 1e-05, Loss-Train: 591.1433, Loss-Test: 615.5894, Best-Accuracy-Train: 0.0080, Best-Accuracy-Test: 0.0000
Epoch[46/1000] Learning-rate: 1e-05, Loss-Train: 588.6269, Loss-Test: 611.6301, Best-Accuracy-Train: 0.0093, Best-Accuracy-Test: 0.0000
Epoch[47/1000] Learning-rate: 1e-05, Loss-Train: 585.8739, Loss-Test: 611.1765, Best-Accuracy-Train: 0.0107, Best-Accuracy-Test: 0.0000
Epoch[48/1000] Learning-rate: 1e-05, Loss-Train: 585.1746, Loss-Test: 605.3589, Best-Accuracy-Train: 0.0080, Best-Accuracy-Test: 0.0000
Epoch[49/1000] Learning-rate: 1e-05, Loss-Train: 579.9276, Loss-Test: 603.7919, Best-Accuracy-Train: 0.0040, Best-Accuracy-Test: 0.0080
Epoch[50/1000] Learning-rate: 1e-05, Loss-Train: 583.2022, Loss-Test: 600.1035, Best-Accuracy-Train: 0.0053, Best-Accuracy-Test: 0.0040
Epoch[51/1000] Learning-rate: 1e-05, Loss-Train: 575.0544, Loss-Test: 598.0101, Best-Accuracy-Train: 0.0053, Best-Accuracy-Test: 0.0040
Epoch[52/1000] Learning-rate: 1e-05, Loss-Train: 575.7568, Loss-Test: 595.0345, Best-Accuracy-Train: 0.0080, Best-Accuracy-Test: 0.0040
Epoch[53/1000] Learning-rate: 1e-05, Loss-Train: 574.0604, Loss-Test: 592.6520, Best-Accuracy-Train: 0.0080, Best-Accuracy-Test: 0.0000
Epoch[54/1000] Learning-rate: 1e-05, Loss-Train: 572.0833, Loss-Test: 587.3711, Best-Accuracy-Train: 0.0080, Best-Accuracy-Test: 0.0000
Epoch[55/1000] Learning-rate: 1e-05, Loss-Train: 565.3995, Loss-Test: 584.8028, Best-Accuracy-Train: 0.0067, Best-Accuracy-Test: 0.0000
Epoch[56/1000] Learning-rate: 1e-05, Loss-Train: 563.9799, Loss-Test: 582.6169, Best-Accuracy-Train: 0.0067, Best-Accuracy-Test: 0.0000
Epoch[57/1000] Learning-rate: 1e-05, Loss-Train: 555.7399, Loss-Test: 579.2241, Best-Accuracy-Train: 0.0040, Best-Accuracy-Test: 0.0000
Epoch[58/1000] Learning-rate: 1e-05, Loss-Train: 553.3251, Loss-Test: 574.5972, Best-Accuracy-Train: 0.0093, Best-Accuracy-Test: 0.0000
Epoch[59/1000] Learning-rate: 1e-05, Loss-Train: 548.2865, Loss-Test: 569.3270, Best-Accuracy-Train: 0.0107, Best-Accuracy-Test: 0.0040
Epoch[60/1000] Learning-rate: 1e-05, Loss-Train: 544.7020, Loss-Test: 566.2402, Best-Accuracy-Train: 0.0093, Best-Accuracy-Test: 0.0040
Epoch[61/1000] Learning-rate: 1e-05, Loss-Train: 541.6456, Loss-Test: 560.1775, Best-Accuracy-Train: 0.0053, Best-Accuracy-Test: 0.0120
Epoch[62/1000] Learning-rate: 1e-05, Loss-Train: 532.7833, Loss-Test: 554.0432, Best-Accuracy-Train: 0.0053, Best-Accuracy-Test: 0.0120
Epoch[63/1000] Learning-rate: 1e-05, Loss-Train: 529.4671, Loss-Test: 548.1006, Best-Accuracy-Train: 0.0067, Best-Accuracy-Test: 0.0040
Epoch[64/1000] Learning-rate: 1e-05, Loss-Train: 522.9438, Loss-Test: 542.9555, Best-Accuracy-Train: 0.0080, Best-Accuracy-Test: 0.0040
Epoch[65/1000] Learning-rate: 1e-05, Loss-Train: 520.8297, Loss-Test: 536.0890, Best-Accuracy-Train: 0.0107, Best-Accuracy-Test: 0.0040
Epoch[66/1000] Learning-rate: 1e-05, Loss-Train: 513.9989, Loss-Test: 529.9200, Best-Accuracy-Train: 0.0080, Best-Accuracy-Test: 0.0040
Epoch[67/1000] Learning-rate: 1e-05, Loss-Train: 508.6118, Loss-Test: 525.2850, Best-Accuracy-Train: 0.0120, Best-Accuracy-Test: 0.0040
Epoch[68/1000] Learning-rate: 1e-05, Loss-Train: 498.8397, Loss-Test: 516.7360, Best-Accuracy-Train: 0.0133, Best-Accuracy-Test: 0.0120
Epoch[69/1000] Learning-rate: 1e-05, Loss-Train: 492.4125, Loss-Test: 510.5953, Best-Accuracy-Train: 0.0107, Best-Accuracy-Test: 0.0120
Epoch[70/1000] Learning-rate: 1e-05, Loss-Train: 482.7160, Loss-Test: 502.2660, Best-Accuracy-Train: 0.0107, Best-Accuracy-Test: 0.0080
Epoch[71/1000] Learning-rate: 1e-05, Loss-Train: 478.0583, Loss-Test: 498.1112, Best-Accuracy-Train: 0.0067, Best-Accuracy-Test: 0.0080
Epoch[72/1000] Learning-rate: 1e-05, Loss-Train: 473.8474, Loss-Test: 488.9730, Best-Accuracy-Train: 0.0080, Best-Accuracy-Test: 0.0080
Epoch[73/1000] Learning-rate: 1e-05, Loss-Train: 461.6472, Loss-Test: 478.0430, Best-Accuracy-Train: 0.0027, Best-Accuracy-Test: 0.0080
Epoch[74/1000] Learning-rate: 1e-05, Loss-Train: 453.3555, Loss-Test: 471.2579, Best-Accuracy-Train: 0.0040, Best-Accuracy-Test: 0.0040
Epoch[75/1000] Learning-rate: 1e-05, Loss-Train: 447.4849, Loss-Test: 461.2182, Best-Accuracy-Train: 0.0067, Best-Accuracy-Test: 0.0040
Epoch[76/1000] Learning-rate: 1e-05, Loss-Train: 436.0561, Loss-Test: 454.3322, Best-Accuracy-Train: 0.0080, Best-Accuracy-Test: 0.0000
Epoch[77/1000] Learning-rate: 1e-05, Loss-Train: 426.4477, Loss-Test: 441.8380, Best-Accuracy-Train: 0.0067, Best-Accuracy-Test: 0.0040
Epoch[78/1000] Learning-rate: 1e-05, Loss-Train: 417.8694, Loss-Test: 433.2325, Best-Accuracy-Train: 0.0040, Best-Accuracy-Test: 0.0040
Epoch[79/1000] Learning-rate: 1e-05, Loss-Train: 409.2470, Loss-Test: 423.3047, Best-Accuracy-Train: 0.0040, Best-Accuracy-Test: 0.0000
Epoch[80/1000] Learning-rate: 1e-05, Loss-Train: 397.9076, Loss-Test: 415.1347, Best-Accuracy-Train: 0.0040, Best-Accuracy-Test: 0.0000
Epoch[81/1000] Learning-rate: 1e-05, Loss-Train: 386.4145, Loss-Test: 405.2324, Best-Accuracy-Train: 0.0067, Best-Accuracy-Test: 0.0040
Epoch[82/1000] Learning-rate: 1e-05, Loss-Train: 377.3887, Loss-Test: 397.0780, Best-Accuracy-Train: 0.0067, Best-Accuracy-Test: 0.0000
Epoch[83/1000] Learning-rate: 1e-05, Loss-Train: 370.6762, Loss-Test: 386.0694, Best-Accuracy-Train: 0.0053, Best-Accuracy-Test: 0.0000
Epoch[84/1000] Learning-rate: 1e-05, Loss-Train: 358.9052, Loss-Test: 376.1598, Best-Accuracy-Train: 0.0040, Best-Accuracy-Test: 0.0000
Epoch[85/1000] Learning-rate: 1e-05, Loss-Train: 348.3377, Loss-Test: 368.0851, Best-Accuracy-Train: 0.0067, Best-Accuracy-Test: 0.0040
Epoch[86/1000] Learning-rate: 1e-05, Loss-Train: 341.2645, Loss-Test: 360.4628, Best-Accuracy-Train: 0.0040, Best-Accuracy-Test: 0.0040
Epoch[87/1000] Learning-rate: 1e-05, Loss-Train: 332.8960, Loss-Test: 352.6197, Best-Accuracy-Train: 0.0067, Best-Accuracy-Test: 0.0080
Epoch[88/1000] Learning-rate: 1e-05, Loss-Train: 323.9201, Loss-Test: 345.1006, Best-Accuracy-Train: 0.0080, Best-Accuracy-Test: 0.0080
Epoch[89/1000] Learning-rate: 1e-05, Loss-Train: 316.4839, Loss-Test: 337.4529, Best-Accuracy-Train: 0.0133, Best-Accuracy-Test: 0.0080
Epoch[90/1000] Learning-rate: 1e-05, Loss-Train: 309.9669, Loss-Test: 332.4692, Best-Accuracy-Train: 0.0107, Best-Accuracy-Test: 0.0080
Epoch[91/1000] Learning-rate: 1e-05, Loss-Train: 302.7868, Loss-Test: 325.5685, Best-Accuracy-Train: 0.0107, Best-Accuracy-Test: 0.0080
Epoch[92/1000] Learning-rate: 1e-05, Loss-Train: 295.3513, Loss-Test: 321.8866, Best-Accuracy-Train: 0.0080, Best-Accuracy-Test: 0.0040
Epoch[93/1000] Learning-rate: 1e-05, Loss-Train: 290.9149, Loss-Test: 314.3462, Best-Accuracy-Train: 0.0067, Best-Accuracy-Test: 0.0080
Epoch[94/1000] Learning-rate: 1e-05, Loss-Train: 283.8777, Loss-Test: 309.3317, Best-Accuracy-Train: 0.0080, Best-Accuracy-Test: 0.0040
Epoch[95/1000] Learning-rate: 1e-05, Loss-Train: 280.2194, Loss-Test: 305.5606, Best-Accuracy-Train: 0.0053, Best-Accuracy-Test: 0.0040
Epoch[96/1000] Learning-rate: 1e-05, Loss-Train: 275.5581, Loss-Test: 301.9719, Best-Accuracy-Train: 0.0080, Best-Accuracy-Test: 0.0000
Epoch[97/1000] Learning-rate: 1e-05, Loss-Train: 271.9264, Loss-Test: 298.5544, Best-Accuracy-Train: 0.0053, Best-Accuracy-Test: 0.0120
Epoch[98/1000] Learning-rate: 1e-05, Loss-Train: 267.6857, Loss-Test: 294.1308, Best-Accuracy-Train: 0.0093, Best-Accuracy-Test: 0.0080
Epoch[99/1000] Learning-rate: 1e-05, Loss-Train: 262.6042, Loss-Test: 292.0321, Best-Accuracy-Train: 0.0107, Best-Accuracy-Test: 0.0080
Epoch[100/1000] Learning-rate: 1e-05, Loss-Train: 260.3013, Loss-Test: 287.8208, Best-Accuracy-Train: 0.0120, Best-Accuracy-Test: 0.0080
Epoch[101/1000] Learning-rate: 1e-05, Loss-Train: 256.8155, Loss-Test: 287.4472, Best-Accuracy-Train: 0.0080, Best-Accuracy-Test: 0.0000
Epoch[102/1000] Learning-rate: 1e-05, Loss-Train: 254.9912, Loss-Test: 282.2770, Best-Accuracy-Train: 0.0067, Best-Accuracy-Test: 0.0040
Epoch[103/1000] Learning-rate: 1e-05, Loss-Train: 251.5094, Loss-Test: 281.8827, Best-Accuracy-Train: 0.0040, Best-Accuracy-Test: 0.0040
Epoch[104/1000] Learning-rate: 1e-05, Loss-Train: 250.9267, Loss-Test: 280.6877, Best-Accuracy-Train: 0.0053, Best-Accuracy-Test: 0.0000
Epoch[105/1000] Learning-rate: 1e-05, Loss-Train: 248.7553, Loss-Test: 277.4018, Best-Accuracy-Train: 0.0067, Best-Accuracy-Test: 0.0000
Epoch[106/1000] Learning-rate: 1e-05, Loss-Train: 245.5781, Loss-Test: 275.3707, Best-Accuracy-Train: 0.0093, Best-Accuracy-Test: 0.0040
Epoch[107/1000] Learning-rate: 1e-05, Loss-Train: 243.3925, Loss-Test: 274.0956, Best-Accuracy-Train: 0.0067, Best-Accuracy-Test: 0.0000
Epoch[108/1000] Learning-rate: 1e-05, Loss-Train: 239.5359, Loss-Test: 271.9958, Best-Accuracy-Train: 0.0067, Best-Accuracy-Test: 0.0000
Epoch[109/1000] Learning-rate: 1e-05, Loss-Train: 237.3628, Loss-Test: 268.7903, Best-Accuracy-Train: 0.0067, Best-Accuracy-Test: 0.0000
Epoch[110/1000] Learning-rate: 1e-05, Loss-Train: 235.9224, Loss-Test: 268.2464, Best-Accuracy-Train: 0.0080, Best-Accuracy-Test: 0.0000
Epoch[111/1000] Learning-rate: 1e-05, Loss-Train: 235.4903, Loss-Test: 266.6306, Best-Accuracy-Train: 0.0067, Best-Accuracy-Test: 0.0040
Epoch[112/1000] Learning-rate: 1e-05, Loss-Train: 234.2216, Loss-Test: 263.6251, Best-Accuracy-Train: 0.0120, Best-Accuracy-Test: 0.0040
Epoch[113/1000] Learning-rate: 1e-05, Loss-Train: 231.6202, Loss-Test: 263.6216, Best-Accuracy-Train: 0.0147, Best-Accuracy-Test: 0.0040
Epoch[114/1000] Learning-rate: 1e-05, Loss-Train: 227.8894, Loss-Test: 260.0204, Best-Accuracy-Train: 0.0107, Best-Accuracy-Test: 0.0000
Epoch[115/1000] Learning-rate: 1e-05, Loss-Train: 226.5453, Loss-Test: 259.5853, Best-Accuracy-Train: 0.0120, Best-Accuracy-Test: 0.0000
Epoch[116/1000] Learning-rate: 1e-05, Loss-Train: 224.7314, Loss-Test: 256.1214, Best-Accuracy-Train: 0.0107, Best-Accuracy-Test: 0.0000
Epoch[117/1000] Learning-rate: 1e-05, Loss-Train: 224.2909, Loss-Test: 253.9044, Best-Accuracy-Train: 0.0120, Best-Accuracy-Test: 0.0000
Epoch[118/1000] Learning-rate: 1e-05, Loss-Train: 221.2878, Loss-Test: 253.3496, Best-Accuracy-Train: 0.0107, Best-Accuracy-Test: 0.0040
Epoch[119/1000] Learning-rate: 1e-05, Loss-Train: 219.1033, Loss-Test: 251.7318, Best-Accuracy-Train: 0.0093, Best-Accuracy-Test: 0.0000
Epoch[120/1000] Learning-rate: 1e-05, Loss-Train: 218.6013, Loss-Test: 249.4606, Best-Accuracy-Train: 0.0067, Best-Accuracy-Test: 0.0000
Epoch[121/1000] Learning-rate: 1e-05, Loss-Train: 215.3669, Loss-Test: 246.3502, Best-Accuracy-Train: 0.0080, Best-Accuracy-Test: 0.0040
Epoch[122/1000] Learning-rate: 1e-05, Loss-Train: 215.3041, Loss-Test: 244.0675, Best-Accuracy-Train: 0.0107, Best-Accuracy-Test: 0.0040
Epoch[123/1000] Learning-rate: 1e-05, Loss-Train: 211.6158, Loss-Test: 242.9155, Best-Accuracy-Train: 0.0093, Best-Accuracy-Test: 0.0040
Epoch[124/1000] Learning-rate: 1e-05, Loss-Train: 210.0632, Loss-Test: 237.9136, Best-Accuracy-Train: 0.0080, Best-Accuracy-Test: 0.0040
Epoch[125/1000] Learning-rate: 1e-05, Loss-Train: 208.3533, Loss-Test: 237.6827, Best-Accuracy-Train: 0.0080, Best-Accuracy-Test: 0.0080
Epoch[126/1000] Learning-rate: 1e-05, Loss-Train: 204.5290, Loss-Test: 233.3326, Best-Accuracy-Train: 0.0067, Best-Accuracy-Test: 0.0120
Epoch[127/1000] Learning-rate: 1e-05, Loss-Train: 203.5241, Loss-Test: 231.9948, Best-Accuracy-Train: 0.0093, Best-Accuracy-Test: 0.0120
Epoch[128/1000] Learning-rate: 1e-05, Loss-Train: 200.8897, Loss-Test: 228.0131, Best-Accuracy-Train: 0.0067, Best-Accuracy-Test: 0.0080
Epoch[129/1000] Learning-rate: 1e-05, Loss-Train: 197.7985, Loss-Test: 226.2057, Best-Accuracy-Train: 0.0067, Best-Accuracy-Test: 0.0120
Epoch[130/1000] Learning-rate: 1e-05, Loss-Train: 195.1173, Loss-Test: 225.1801, Best-Accuracy-Train: 0.0067, Best-Accuracy-Test: 0.0080
Epoch[131/1000] Learning-rate: 1e-05, Loss-Train: 195.2279, Loss-Test: 221.0093, Best-Accuracy-Train: 0.0053, Best-Accuracy-Test: 0.0080
Epoch[132/1000] Learning-rate: 1e-05, Loss-Train: 191.0375, Loss-Test: 219.8550, Best-Accuracy-Train: 0.0067, Best-Accuracy-Test: 0.0080
Epoch[133/1000] Learning-rate: 1e-05, Loss-Train: 187.8404, Loss-Test: 214.8717, Best-Accuracy-Train: 0.0053, Best-Accuracy-Test: 0.0080
Epoch[134/1000] Learning-rate: 1e-05, Loss-Train: 185.4740, Loss-Test: 211.9401, Best-Accuracy-Train: 0.0053, Best-Accuracy-Test: 0.0120
Epoch[135/1000] Learning-rate: 1e-05, Loss-Train: 181.7682, Loss-Test: 208.7929, Best-Accuracy-Train: 0.0067, Best-Accuracy-Test: 0.0120
Epoch[136/1000] Learning-rate: 1e-05, Loss-Train: 181.7057, Loss-Test: 206.6483, Best-Accuracy-Train: 0.0053, Best-Accuracy-Test: 0.0120
Epoch[137/1000] Learning-rate: 1e-05, Loss-Train: 177.3126, Loss-Test: 201.6373, Best-Accuracy-Train: 0.0067, Best-Accuracy-Test: 0.0120
Epoch[138/1000] Learning-rate: 1e-05, Loss-Train: 175.3174, Loss-Test: 198.1009, Best-Accuracy-Train: 0.0080, Best-Accuracy-Test: 0.0120
Epoch[139/1000] Learning-rate: 1e-05, Loss-Train: 171.5601, Loss-Test: 193.9682, Best-Accuracy-Train: 0.0067, Best-Accuracy-Test: 0.0080
Epoch[140/1000] Learning-rate: 1e-05, Loss-Train: 168.8860, Loss-Test: 191.8706, Best-Accuracy-Train: 0.0080, Best-Accuracy-Test: 0.0040
Epoch[141/1000] Learning-rate: 1e-05, Loss-Train: 165.8578, Loss-Test: 187.4625, Best-Accuracy-Train: 0.0080, Best-Accuracy-Test: 0.0040
Epoch[142/1000] Learning-rate: 1e-05, Loss-Train: 161.1461, Loss-Test: 183.6530, Best-Accuracy-Train: 0.0080, Best-Accuracy-Test: 0.0080
Epoch[143/1000] Learning-rate: 1e-05, Loss-Train: 158.8094, Loss-Test: 178.5445, Best-Accuracy-Train: 0.0080, Best-Accuracy-Test: 0.0040
Epoch[144/1000] Learning-rate: 1e-05, Loss-Train: 154.2026, Loss-Test: 176.7694, Best-Accuracy-Train: 0.0093, Best-Accuracy-Test: 0.0040
Epoch[145/1000] Learning-rate: 1e-05, Loss-Train: 152.1810, Loss-Test: 172.4744, Best-Accuracy-Train: 0.0067, Best-Accuracy-Test: 0.0000
Epoch[146/1000] Learning-rate: 1e-05, Loss-Train: 148.7122, Loss-Test: 168.1102, Best-Accuracy-Train: 0.0053, Best-Accuracy-Test: 0.0000
Epoch[147/1000] Learning-rate: 1e-05, Loss-Train: 145.4862, Loss-Test: 164.3873, Best-Accuracy-Train: 0.0067, Best-Accuracy-Test: 0.0040
Epoch[148/1000] Learning-rate: 1e-05, Loss-Train: 141.5443, Loss-Test: 160.8437, Best-Accuracy-Train: 0.0053, Best-Accuracy-Test: 0.0000
Epoch[149/1000] Learning-rate: 1e-05, Loss-Train: 139.4151, Loss-Test: 156.0302, Best-Accuracy-Train: 0.0053, Best-Accuracy-Test: 0.0000
Epoch[150/1000] Learning-rate: 1e-05, Loss-Train: 134.4752, Loss-Test: 152.5933, Best-Accuracy-Train: 0.0067, Best-Accuracy-Test: 0.0000
Epoch[151/1000] Learning-rate: 1e-05, Loss-Train: 131.3256, Loss-Test: 147.7450, Best-Accuracy-Train: 0.0067, Best-Accuracy-Test: 0.0000
Epoch[152/1000] Learning-rate: 1e-05, Loss-Train: 127.9930, Loss-Test: 143.4680, Best-Accuracy-Train: 0.0053, Best-Accuracy-Test: 0.0040
Epoch[153/1000] Learning-rate: 1e-05, Loss-Train: 124.3950, Loss-Test: 138.8737, Best-Accuracy-Train: 0.0040, Best-Accuracy-Test: 0.0040
Epoch[154/1000] Learning-rate: 1e-05, Loss-Train: 121.7293, Loss-Test: 135.0244, Best-Accuracy-Train: 0.0053, Best-Accuracy-Test: 0.0000
Epoch[155/1000] Learning-rate: 1e-05, Loss-Train: 116.9563, Loss-Test: 130.1546, Best-Accuracy-Train: 0.0053, Best-Accuracy-Test: 0.0000
Epoch[156/1000] Learning-rate: 1e-05, Loss-Train: 112.8754, Loss-Test: 126.0033, Best-Accuracy-Train: 0.0053, Best-Accuracy-Test: 0.0000
Epoch[157/1000] Learning-rate: 1e-05, Loss-Train: 110.3482, Loss-Test: 122.4526, Best-Accuracy-Train: 0.0080, Best-Accuracy-Test: 0.0080
Epoch[158/1000] Learning-rate: 1e-05, Loss-Train: 106.0250, Loss-Test: 118.3310, Best-Accuracy-Train: 0.0053, Best-Accuracy-Test: 0.0040
Epoch[159/1000] Learning-rate: 1e-05, Loss-Train: 103.9340, Loss-Test: 113.9855, Best-Accuracy-Train: 0.0053, Best-Accuracy-Test: 0.0120
Epoch[160/1000] Learning-rate: 1e-05, Loss-Train: 99.6525, Loss-Test: 109.9057, Best-Accuracy-Train: 0.0080, Best-Accuracy-Test: 0.0080
Epoch[161/1000] Learning-rate: 1e-05, Loss-Train: 95.7651, Loss-Test: 105.1783, Best-Accuracy-Train: 0.0067, Best-Accuracy-Test: 0.0080
Epoch[162/1000] Learning-rate: 1e-05, Loss-Train: 92.6633, Loss-Test: 101.4619, Best-Accuracy-Train: 0.0040, Best-Accuracy-Test: 0.0080
Epoch[163/1000] Learning-rate: 1e-05, Loss-Train: 89.0926, Loss-Test: 98.0212, Best-Accuracy-Train: 0.0093, Best-Accuracy-Test: 0.0120
